name,genderRank,divRank,overallRank,bib,division,age,state,country,profession,points,swim,swimDistance,t1,bike,bikeDistance,t2,run,runDistance,overall
Arno ¦krabanja,---,617,---,1055,50-54,60,NL,NLD,---,---,00:38:01,1.9 km,00:04:04,02:49:16,90.1 km,00:01:54,01:35:06,21.1 km,05:08:21
Klemens Ablasser,---,604,---,174,25-29,34,MA,AUT,---,---,00:43:41,1.9 km,00:02:47,02:37:28,90.1 km,00:01:41,01:42:16,21.1 km,05:07:53
Wolfgang Achrainer,---,63,---,439,30-34,37,AT,AUT,---,---,00:28:30,1.9 km,00:03:26,02:31:04,90.1 km,00:01:35,01:22:18,21.1 km,04:26:53
Markus Ackerl,---,1706,---,175,25-29,---,---,AUT,---,---,00:43:42,1.9 km,00:04:36,03:25:31,90.1 km,00:02:19,02:06:49,21.1 km,06:22:57
Mario Adam,---,456,---,440,30-34,37,AT,AUT,---,---,00:37:17,1.9 km,00:03:35,02:39:53,90.1 km,00:01:53,01:37:11,21.1 km,04:59:49
Veronika Adamcik,---,1622,---,1111,55-59,61,AT,AUT,---,---,00:51:37,1.9 km,00:04:40,03:08:34,90.1 km,00:02:09,02:03:11,21.1 km,06:10:11
Wael Adlouni,---,143,---,1142,35-39,43,---,DNK,---,---,00:30:44,1.9 km,00:04:01,02:38:14,90.1 km,00:02:35,01:23:44,21.1 km,04:39:18
Marc Ahrens,---,1726,---,1143,35-39,44,---,DEU,---,---,00:40:56,1.9 km,00:07:41,03:32:10,90.1 km,00:03:43,02:02:05,21.1 km,06:26:35
Michael Aicher,---,174,---,441,30-34,40,---,DEU,---,---,00:32:37,1.9 km,00:02:59,02:38:18,90.1 km,00:01:45,01:26:24,21.1 km,04:42:03
Costantinos Aidonidis,---,1840,---,1535,40-44,47,---,GRC,---,---,00:44:53,1.9 km,00:06:44,03:53:41,90.1 km,00:03:44,02:21:07,21.1 km,07:10:09
Florian Aigner,---,1563,---,1961,45-49,---,---,AUT,---,---,01:05:49,1.9 km,00:04:08,03:07:30,90.1 km,00:02:58,01:41:03,21.1 km,06:01:28
Walter Aigner,---,733,---,1536,40-44,1,Salzburg,AUT,---,---,00:41:44,1.9 km,00:03:45,02:47:13,90.1 km,00:03:28,01:37:49,21.1 km,05:13:59
Sonia Albanese,---,1559,---,778,30-34,---,TN,ITA,---,---,00:38:56,1.9 km,00:07:57,03:17:26,90.1 km,00:03:03,01:53:50,21.1 km,06:01:12
Marko Albert,---,4,---,36,PRO,37,Intl State,EST,---,---,00:23:18,1.9 km,00:02:07,02:16:21,90.1 km,00:01:05,01:13:35,21.1 km,03:56:26
Giorgio Alberti,---,352,---,1962,45-49,56,---,ITA,---,---,00:33:42,1.9 km,00:03:57,02:39:10,90.1 km,00:02:06,01:35:10,21.1 km,04:54:05
Maurizio Alberti,---,1120,---,972,50-54,---,BZ,ITA,---,---,00:42:30,1.9 km,00:06:17,02:51:02,90.1 km,00:04:04,01:48:28,21.1 km,05:32:21
Geronazzo Alberto,---,1408,---,1144,35-39,---,TV,ITA,---,---,00:37:50,1.9 km,00:05:59,03:01:20,90.1 km,00:02:49,02:01:41,21.1 km,05:49:39
Donald Albrecht,---,266,---,1963,45-49,51,CH,CHE,---,---,00:36:03,1.9 km,00:04:03,02:35:52,90.1 km,00:02:20,01:30:42,21.1 km,04:49:00
Alice Albrow,---,1798,---,793,30-34,---,---,GBR,---,---,00:35:26,1.9 km,00:06:31,03:54:07,90.1 km,00:02:44,02:07:30,21.1 km,06:46:18
Paul Albrow,---,1206,---,442,30-34,---,---,GBR,---,---,00:39:02,1.9 km,00:04:40,03:01:01,90.1 km,00:03:39,01:48:20,21.1 km,05:36:42
Jörg Alex,---,952,---,1964,45-49,53,---,DEU,---,---,00:37:01,1.9 km,00:06:47,02:55:27,90.1 km,00:01:52,01:43:03,21.1 km,05:24:10
Sven Alex,---,856,---,87,18-24,25,DE,DEU,---,---,00:35:48,1.9 km,00:04:31,02:48:28,90.1 km,00:02:28,01:48:25,21.1 km,05:19:40
Christophe Allaman,---,570,---,1145,35-39,---,Genève,CHE,---,---,00:33:53,1.9 km,00:04:06,02:39:10,90.1 km,00:03:55,01:44:53,21.1 km,05:05:57
Tobias Alt,---,651,---,176,25-29,34,DE,DEU,---,---,00:34:39,1.9 km,00:03:49,02:46:46,90.1 km,00:01:39,01:42:52,21.1 km,05:09:45
Othmar Altmann,---,390,---,1965,45-49,---,Kärnten / Carinthia,AUT,---,---,00:35:50,1.9 km,00:04:36,02:38:58,90.1 km,00:02:10,01:35:01,21.1 km,04:56:35
Ibrahim Aly,---,1019,---,438,18-24,---,---,AUT,---,---,00:42:14,1.9 km,00:04:40,02:55:12,90.1 km,00:03:00,01:41:55,21.1 km,05:27:01
Huber Amadé,---,155,---,1537,40-44,---,Valais / Wallis,CHE,---,---,00:34:28,1.9 km,00:03:57,02:34:17,90.1 km,00:02:20,01:25:30,21.1 km,04:40:32
Michael Amerhauser,---,541,---,177,25-29,---,Salzburg,AUT,---,---,00:33:12,1.9 km,00:04:18,02:44:14,90.1 km,00:02:13,01:40:45,21.1 km,05:04:42
Gertrud Ammann,---,880,---,907,40-44,47,---,CHE,---,---,00:38:37,1.9 km,00:05:01,02:46:00,90.1 km,00:02:20,01:48:40,21.1 km,05:20:38
Stefan Amon,---,1474,---,443,30-34,37,AT,AUT,---,---,00:39:01,1.9 km,00:03:16,03:04:36,90.1 km,00:03:08,02:04:18,21.1 km,05:54:19
Nicola Ancarani,---,---,DNS,1146,35-39,44,Italy,ITA,---,---,---,1.9 km,---,---,90.1 km,---,---,21.1 km,DNS
Frantz Andersen,---,75,---,444,30-34,37,Intl State,DNK,---,---,00:34:26,1.9 km,00:02:30,02:30:42,90.1 km,00:01:37,01:19:54,21.1 km,04:29:09
Karl Andersen,---,1623,---,1116,60-64,68,---,DNK,---,---,00:45:44,1.9 km,00:08:22,02:58:29,90.1 km,00:06:13,02:11:24,21.1 km,06:10:12
Mikkel Andersen,---,433,---,178,30-34,---,---,DNK,---,---,00:37:32,1.9 km,00:04:51,02:38:51,90.1 km,00:02:19,01:34:49,21.1 km,04:58:22
Tragenreif Andreas,---,---,DNS,1538,40-44,---,Vienna,AUT,---,---,---,1.9 km,---,---,90.1 km,---,---,21.1 km,DNS
Richard Andrews,---,836,---,445,30-34,---,Greater London,ZAF,---,---,00:33:50,1.9 km,00:04:58,02:47:30,90.1 km,00:02:40,01:49:37,21.1 km,05:18:35
Tomas Andrle,---,895,---,446,30-34,---,---,CZE,---,---,00:34:57,1.9 km,00:04:13,02:43:12,90.1 km,00:03:48,01:55:18,21.1 km,05:21:28
Andreas Androsch,---,1876,---,1966,45-49,54,AT,AUT,---,---,00:48:35,1.9 km,00:11:17,04:05:19,90.1 km,00:07:48,03:04:57,21.1 km,08:17:56
Gerhard Angerer,---,444,---,1147,35-39,---,---,AUT,---,---,00:35:02,1.9 km,00:04:00,02:39:28,90.1 km,00:02:12,01:38:18,21.1 km,04:59:00
Riccardo Anghenen,---,---,DNS,1148,35-39,---,TN,ITA,---,---,---,1.9 km,---,---,90.1 km,---,---,21.1 km,DNS
Marco Ansaloni,---,377,---,1149,35-39,---,BZ,ITA,---,---,00:32:03,1.9 km,00:02:39,02:44:19,90.1 km,00:02:38,01:34:14,21.1 km,04:55:53
Claudia Appel,---,1719,---,908,40-44,46,DE,DEU,---,---,00:41:43,1.9 km,00:09:01,03:27:43,90.1 km,00:03:33,02:02:34,21.1 km,06:24:34
Juergen Appel,---,1584,---,1539,40-44,48,DE,DEU,---,---,01:00:34,1.9 km,00:05:59,03:02:55,90.1 km,00:03:15,01:52:10,21.1 km,06:04:53
Ronald Archam,---,419,---,1540,40-44,47,AT,AUT,---,---,00:34:17,1.9 km,00:04:23,02:37:30,90.1 km,00:02:32,01:38:49,21.1 km,04:57:31
Kerry Armstrong,---,851,---,780,30-34,---,Essex,NZL,---,---,00:30:16,1.9 km,00:04:03,02:57:20,90.1 km,00:03:22,01:44:23,21.1 km,05:19:24
Michael Arnold,---,---,DNS,1150,35-39,---,---,AUT,---,---,---,1.9 km,---,---,90.1 km,---,---,21.1 km,DNS
Ray Arya,---,605,---,179,25-29,---,---,AUT,---,---,00:33:03,1.9 km,00:02:45,02:48:21,90.1 km,00:01:47,01:41:57,21.1 km,05:07:53
Ted As,---,26,---,31,PRO,44,---,SWE,---,---,00:26:19,1.9 km,00:02:08,02:21:27,90.1 km,00:01:32,01:17:48,21.1 km,04:09:14
Hermann Aschwer,---,936,---,1117,60-64,69,DE,DEU,---,---,00:38:26,1.9 km,00:05:50,02:49:50,90.1 km,00:02:35,01:46:31,21.1 km,05:23:12
Rainer Aspelmayr,---,778,---,447,30-34,---,Oberösterreich / Upper Austria,AUT,---,---,00:43:03,1.9 km,00:04:06,02:46:28,90.1 km,00:02:48,01:40:02,21.1 km,05:16:27
David Astolfi,---,1569,---,1541,40-44,---,---,ITA,---,---,00:46:24,1.9 km,00:06:38,03:09:29,90.1 km,00:04:38,01:55:32,21.1 km,06:02:41
David Ata,---,1791,---,1151,35-39,---,Nordrhein-Westfalen,DEU,---,---,00:51:55,1.9 km,00:08:34,03:22:13,90.1 km,00:06:37,02:13:57,21.1 km,06:43:16
Mutlu Atli,---,---,DNS,1542,40-44,---,---,TUR,---,---,---,1.9 km,---,---,90.1 km,---,---,21.1 km,DNS
Barbara Atzmüller,---,---,DNF,852,35-39,43,Salzburg,AUT,---,---,00:37:07,1.9 km,00:04:31,02:43:12,90.1 km,00:01:46,---,21.1 km,DNF
Josef Auboeck,---,1189,---,180,25-29,---,Oberösterreich / Upper Austria,AUT,---,---,00:36:35,1.9 km,00:03:33,03:01:48,90.1 km,00:01:54,01:52:20,21.1 km,05:36:10
Martin Auferbauer,---,447,---,181,25-29,36,---,AUT,---,---,00:33:01,1.9 km,00:04:10,02:43:06,90.1 km,00:01:46,01:37:11,21.1 km,04:59:14
Peter Austermann,---,1462,---,973,50-54,---,Nordrhein-Westfalen,DEU,---,---,00:37:27,1.9 km,00:04:55,02:54:20,90.1 km,00:03:07,02:13:31,21.1 km,05:53:20
Cinzia Aversa,---,1079,---,388,25-29,36,---,ITA,---,---,00:30:24,1.9 km,00:03:03,03:06:09,90.1 km,00:02:06,01:48:34,21.1 km,05:30:16
Luigi Azzolini,---,---,DNS,974,50-54,---,TN,ITA,---,---,---,1.9 km,---,---,90.1 km,---,---,21.1 km,DNS
Michael Baars,---,791,---,1967,45-49,55,---,DEU,---,---,00:32:18,1.9 km,00:05:11,02:46:58,90.1 km,00:02:45,01:49:56,21.1 km,05:17:08
Andrea Babici,---,650,---,448,30-34,41,Italia,ITA,---,---,00:35:55,1.9 km,00:03:38,02:33:44,90.1 km,00:02:00,01:54:27,21.1 km,05:09:44
Andreas Bacher,---,1517,---,1152,35-39,---,Niederösterreich / Lower Austr,AUT,---,---,00:44:32,1.9 km,00:05:50,03:03:01,90.1 km,00:03:15,02:01:04,21.1 km,05:57:42
Stefan Bacher,---,818,---,182,25-29,---,Bavaria (Bayern),DEU,---,---,00:34:41,1.9 km,00:04:46,02:50:40,90.1 km,00:02:20,01:45:37,21.1 km,05:18:04
Vroni Bacher,---,1048,---,781,30-34,---,Bavaria (Bayern),DEU,---,---,00:37:47,1.9 km,00:03:31,02:56:54,90.1 km,00:02:20,01:48:23,21.1 km,05:28:55
Jose Othon Bailleres Cariles,---,---,DNS,1543,40-44,---,---,MEX,---,---,---,1.9 km,---,---,90.1 km,---,---,21.1 km,DNS
Britt Baillie,---,1743,---,389,25-29,---,Lincolnshire,DNK,---,---,00:44:58,1.9 km,00:03:54,03:28:03,90.1 km,00:05:41,02:07:59,21.1 km,06:30:35
Massimo Bais,---,237,---,1544,40-44,---,TN,ITA,---,---,00:32:43,1.9 km,00:03:32,02:36:03,90.1 km,00:01:33,01:33:12,21.1 km,04:47:03
Charlie Baker,---,1392,---,183,25-29,33,---,GBR,---,---,00:37:39,1.9 km,00:05:35,03:01:05,90.1 km,00:05:29,01:58:42,21.1 km,05:48:30
Andrej Bakija,---,1767,---,1545,40-44,48,SI,SVN,---,---,00:45:27,1.9 km,00:06:12,03:26:51,90.1 km,00:03:20,02:15:39,21.1 km,06:37:29
Nadine Baks,---,362,---,78,PRO,---,Niedersachsen,DEU,---,---,00:28:07,1.9 km,00:02:25,02:49:19,90.1 km,00:01:34,01:33:20,21.1 km,04:54:45
Maurizio Baldacci,---,968,---,1546,40-44,---,PE,ITA,---,---,00:34:01,1.9 km,00:04:21,02:56:42,90.1 km,00:02:58,01:46:49,21.1 km,05:24:51
Gerhard Balek,---,1222,---,449,30-34,---,Niederösterreich / Lower Austr,AUT,---,---,00:38:11,1.9 km,00:03:12,03:10:24,90.1 km,00:01:55,01:43:54,21.1 km,05:37:36
Jürgen Ballay,---,1173,---,1153,35-39,---,Tirol / Tyrol,AUT,---,---,00:42:38,1.9 km,00:04:00,02:49:42,90.1 km,00:01:48,01:57:06,21.1 km,05:35:14
Petra Ballay,---,1753,---,782,30-34,---,Tirol / Tyrol,AUT,---,---,00:46:37,1.9 km,00:05:46,03:16:02,90.1 km,00:05:15,02:19:25,21.1 km,06:33:05
Dimitrios Baltakos,---,1163,---,88,18-24,---,GRC,GRC,---,---,00:34:14,1.9 km,00:03:50,02:53:59,90.1 km,00:03:48,01:58:43,21.1 km,05:34:34
Wieslaw Bar,---,---,DNS,1154,35-39,46,---,POL,---,---,---,1.9 km,---,---,90.1 km,---,---,21.1 km,DNS
Grzegorz Baranski,---,524,---,1547,40-44,48,---,POL,---,---,00:32:12,1.9 km,00:04:22,02:46:14,90.1 km,00:02:44,01:38:14,21.1 km,05:03:46
John Bardenheier,---,1058,---,89,18-24,30,DE,DEU,---,---,00:37:34,1.9 km,00:03:04,02:49:13,90.1 km,00:02:19,01:57:03,21.1 km,05:29:13
Stephan Barlet,---,1488,---,1968,45-49,52,---,DEU,---,---,00:48:42,1.9 km,00:04:25,02:56:45,90.1 km,00:02:23,02:03:20,21.1 km,05:55:35
Paul Barnert,---,924,---,975,50-54,57,Intl State,AUT,---,---,00:43:07,1.9 km,00:03:34,02:50:47,90.1 km,00:01:54,01:43:05,21.1 km,05:22:27
Bernd Barounig,---,443,---,450,30-34,---,---,AUT,---,---,00:34:21,1.9 km,00:03:37,02:42:00,90.1 km,00:01:57,01:37:02,21.1 km,04:58:57
Massimo Barozzi,---,239,---,1548,40-44,---,TN,ITA,---,---,00:37:28,1.9 km,00:03:09,02:39:18,90.1 km,00:01:40,01:25:31,21.1 km,04:47:06
Edmund Barry,---,1742,---,1155,35-39,46,DE,IRL,---,---,00:49:29,1.9 km,00:06:05,03:07:20,90.1 km,00:03:09,02:24:31,21.1 km,06:30:34
Johannes Barth,---,921,---,1549,40-44,---,---,AUT,---,---,00:35:00,1.9 km,00:03:36,02:41:46,90.1 km,00:04:00,01:57:56,21.1 km,05:22:18
Kurt Barth,---,231,---,1156,35-39,46,AT,AUT,---,---,00:30:49,1.9 km,00:03:23,02:34:45,90.1 km,00:03:11,01:34:12,21.1 km,04:46:20
Reto Bartmann,---,577,---,1550,40-44,48,---,AUT,---,---,00:36:31,1.9 km,00:03:41,02:46:01,90.1 km,00:01:56,01:38:09,21.1 km,05:06:18
Michal Basinski,---,1495,---,451,30-34,---,---,POL,---,---,00:43:18,1.9 km,00:04:58,03:05:09,90.1 km,00:02:57,01:59:36,21.1 km,05:55:58
Guenter Bassa,---,1313,---,1969,45-49,52,Steiermark / Styria,AUT,---,---,00:45:38,1.9 km,00:04:50,03:03:38,90.1 km,00:01:26,01:46:40,21.1 km,05:42:12
Florent Baudet,---,384,---,90,18-24,---,92 - Hauts-de-Seine,FRA,---,---,00:34:21,1.9 km,00:02:48,02:43:04,90.1 km,00:01:32,01:34:27,21.1 km,04:56:12
Andreas Bauer,---,1710,---,1553,40-44,51,Nieder?sterreich / Lower Austria,AUT,---,---,00:50:10,1.9 km,00:06:14,03:23:36,90.1 km,00:03:39,01:59:41,21.1 km,06:23:20
Eva Bauer,---,1269,---,909,40-44,48,---,DEU,---,---,00:37:01,1.9 km,00:03:38,03:00:02,90.1 km,00:01:59,01:57:01,21.1 km,05:39:41
Gerhard Bauer,---,1522,---,1970,45-49,---,---,DEU,---,---,00:36:18,1.9 km,00:03:53,02:55:13,90.1 km,00:03:15,02:19:37,21.1 km,05:58:16
Geri Bauer,---,917,---,1552,40-44,---,---,AUT,---,---,00:35:32,1.9 km,00:04:22,02:56:40,90.1 km,00:02:19,01:43:18,21.1 km,05:22:11
Gerry Bauer,---,260,---,91,18-24,---,---,AUT,---,---,00:33:13,1.9 km,00:02:44,02:29:06,90.1 km,00:01:57,01:41:23,21.1 km,04:48:23
Günter Bauer,---,---,DNS,1158,35-39,---,---,AUT,---,---,---,1.9 km,---,---,90.1 km,---,---,21.1 km,DNS
Hubert Bauer,---,---,DNS,1551,40-44,---,Bavaria (Bayern),DEU,---,---,---,1.9 km,---,---,90.1 km,---,---,21.1 km,DNS
Karl Bauer,---,600,---,1157,35-39,43,---,AUT,---,---,00:33:32,1.9 km,00:03:03,02:31:48,90.1 km,00:03:00,01:56:18,21.1 km,05:07:41
Markus Bauer,---,345,---,1159,35-39,45,---,DEU,---,---,00:27:07,1.9 km,00:03:56,02:36:56,90.1 km,00:01:54,01:43:40,21.1 km,04:53:33
Robert Bauer,---,257,---,452,30-34,---,---,AUT,---,---,00:32:39,1.9 km,00:04:49,02:40:14,90.1 km,00:02:17,01:28:05,21.1 km,04:48:04
Roman Bauer,---,792,---,453,30-34,---,Vienna,AUT,---,---,00:39:43,1.9 km,00:03:47,02:49:53,90.1 km,00:02:14,01:41:37,21.1 km,05:17:14
Stefanie Bauer,---,---,DNS,390,25-29,---,Vienna,AUT,---,---,---,1.9 km,---,---,90.1 km,---,---,21.1 km,DNS
Harald Bäuerl,---,1025,---,184,25-29,---,Niederösterreich / Lower Austr,AUT,---,---,00:35:25,1.9 km,00:03:59,02:56:31,90.1 km,00:02:02,01:49:25,21.1 km,05:27:22
Mike Baumann,---,1252,---,1160,35-39,43,---,DEU,---,---,00:41:12,1.9 km,00:05:38,03:04:55,90.1 km,00:02:45,01:44:29,21.1 km,05:38:59
Rok Baumgarten,---,760,---,1971,45-49,---,---,SVN,---,---,00:39:09,1.9 km,00:05:45,02:52:39,90.1 km,00:02:52,01:35:02,21.1 km,05:15:27
Harald Baumgartner,---,49,---,454,30-34,---,---,AUT,---,---,00:31:09,1.9 km,00:02:58,02:26:08,90.1 km,00:02:21,01:18:56,21.1 km,04:21:32
Markus Baumgartner,---,616,---,1161,35-39,---,Oberösterreich / Upper Austria,AUT,---,---,00:39:43,1.9 km,00:04:14,02:39:24,90.1 km,00:03:05,01:41:52,21.1 km,05:08:18
Stefan Baumgartner,---,628,---,185,25-29,---,---,AUT,---,---,00:51:08,1.9 km,00:04:07,02:44:16,90.1 km,00:02:16,01:27:08,21.1 km,05:08:55
Antonio Bavia,---,1130,---,1162,35-39,---,RN,ITA,---,---,00:38:52,1.9 km,00:06:51,02:46:48,90.1 km,00:02:45,01:57:28,21.1 km,05:32:44
Andreas Bayr,---,1099,---,1554,40-44,---,Niederösterreich / Lower Austr,AUT,---,---,00:40:15,1.9 km,00:05:28,02:54:04,90.1 km,00:02:37,01:48:52,21.1 km,05:31:16
Mijo Bebic,---,466,---,56,PRO,---,---,HRV,---,---,00:29:09,1.9 km,00:03:18,02:49:04,90.1 km,00:02:11,01:36:50,21.1 km,05:00:32
Thomas Beck,---,---,DNS,27,PRO,---,---,DNK,---,---,---,1.9 km,---,---,90.1 km,---,---,21.1 km,DNS
Björn Becker,---,1317,---,456,30-34,40,---,AUT,---,---,00:48:51,1.9 km,00:04:21,02:57:16,90.1 km,00:02:38,01:50:00,21.1 km,05:43:06
Klaus Becker,---,578,---,92,18-24,---,Thüringen,DEU,---,---,00:34:05,1.9 km,00:03:03,02:40:44,90.1 km,00:01:42,01:46:45,21.1 km,05:06:19
Mäx Beer,---,749,---,1163,35-39,44,---,AUT,---,---,00:32:14,1.9 km,00:03:22,02:42:46,90.1 km,00:01:43,01:54:43,21.1 km,05:14:48
Karl Belzik,---,50,---,186,25-29,36,Northern Territory,AUT,---,---,00:30:46,1.9 km,00:02:40,02:23:41,90.1 km,00:01:05,01:23:37,21.1 km,04:21:49
Zoltan Benocs,---,---,DNF,5,PRO,32,---,HUN,---,---,00:24:39,1.9 km,00:02:14,02:21:50,90.1 km,00:01:46,---,21.1 km,DNF
Arne Bentin,---,208,---,187,25-29,35,DE,DEU,---,---,00:32:27,1.9 km,00:04:29,02:38:00,90.1 km,00:01:41,01:27:53,21.1 km,04:44:30
Verena Bentin,---,1199,---,432,25-29,35,DE,DEU,---,---,00:38:33,1.9 km,00:04:48,03:01:05,90.1 km,00:01:47,01:50:18,21.1 km,05:36:31
Manfred Berger,---,1732,---,1556,40-44,51,---,AUT,---,---,00:42:39,1.9 km,00:07:42,03:12:11,90.1 km,00:04:48,02:21:29,21.1 km,06:28:49
Stefan Berger,---,172,---,188,25-29,---,---,AUT,---,---,00:29:15,1.9 km,00:03:18,02:34:35,90.1 km,00:01:50,01:33:02,21.1 km,04:42:00
Anton Bernhard,---,104,---,1558,40-44,51,AT,AUT,---,---,00:37:02,1.9 km,00:03:58,02:22:17,90.1 km,00:01:48,01:29:14,21.1 km,04:34:19
Maier Bernhard,---,1868,---,1557,40-44,---,Bavaria (Bayern),GHA,---,---,00:56:49,1.9 km,00:07:42,03:54:01,90.1 km,00:07:26,02:46:05,21.1 km,07:52:03
Jörg Bernhard-Miadowitz,---,659,---,1343,35-39,43,CH,DEU,---,---,00:39:30,1.9 km,00:03:54,02:34:42,90.1 km,00:02:48,01:49:09,21.1 km,05:10:03
Wolfgang Bernhaupt,---,1292,---,1559,40-44,49,Niederösterreich / Lower Austr,AUT,---,---,00:40:47,1.9 km,00:04:45,03:04:58,90.1 km,00:01:51,01:48:27,21.1 km,05:40:48
John Bertolino,---,1589,---,1972,45-49,53,---,AUS,---,---,00:43:12,1.9 km,00:06:48,03:15:04,90.1 km,00:02:45,01:58:03,21.1 km,06:05:52
Robert Besler,---,1811,---,1973,45-49,54,---,AUT,---,---,00:49:58,1.9 km,00:08:16,03:28:33,90.1 km,00:06:14,02:18:53,21.1 km,06:51:54
Carlos Betancourt,---,---,DNS,1974,45-49,55,FL,BRA,---,---,---,1.9 km,---,---,90.1 km,---,---,21.1 km,DNS
Sylvia Beutl,---,1842,---,853,35-39,---,Vienna,AUT,---,---,00:46:27,1.9 km,00:08:40,03:49:18,90.1 km,00:04:04,02:25:11,21.1 km,07:13:40
Stefano Bevilacqua,---,366,---,1987,45-49,---,TS,ITA,---,---,00:35:36,1.9 km,00:04:56,02:40:41,90.1 km,00:04:00,01:29:45,21.1 km,04:54:58
Paolo Biasibetti,---,1008,---,1976,45-49,---,---,ITA,---,---,00:38:21,1.9 km,00:04:26,02:51:02,90.1 km,00:02:48,01:49:55,21.1 km,05:26:32
Tomas Bicik,---,1259,---,1560,40-44,---,---,CZE,---,---,00:37:38,1.9 km,00:04:01,02:48:39,90.1 km,00:01:51,02:06:59,21.1 km,05:39:08
Maurizio Bidut,---,1540,---,976,50-54,---,GO,ITA,---,---,00:42:52,1.9 km,00:06:23,03:13:22,90.1 km,00:04:35,01:52:19,21.1 km,05:59:31
Paul Bieber,---,398,---,189,25-29,---,Bavaria (Bayern),DEU,---,---,00:31:45,1.9 km,00:02:49,02:39:24,90.1 km,00:01:42,01:41:13,21.1 km,04:56:53
Frank Biesold,---,1145,---,1561,40-44,51,DE,DEU,---,---,00:37:07,1.9 km,00:07:00,02:56:38,90.1 km,00:03:16,01:49:14,21.1 km,05:33:15
Scott Biggs,---,984,---,457,30-34,---,Greater London,ZAF,---,---,00:34:36,1.9 km,00:05:31,02:54:22,90.1 km,00:02:31,01:48:34,21.1 km,05:25:34
Anthony Billingham,---,1428,---,458,30-34,---,West Midlands,GBR,---,---,00:38:27,1.9 km,00:06:06,02:59:30,90.1 km,00:05:22,02:01:25,21.1 km,05:50:50
Florian Binder,---,1178,---,459,30-34,38,---,AUT,---,---,00:39:02,1.9 km,00:06:47,02:58:38,90.1 km,00:02:44,01:48:16,21.1 km,05:35:27
Gerald Binder,---,1361,---,1977,45-49,---,---,AUT,---,---,00:39:14,1.9 km,00:03:34,03:08:58,90.1 km,00:02:29,01:52:03,21.1 km,05:46:18
Josef Binder,---,823,---,1978,45-49,55,---,AUT,---,---,00:35:42,1.9 km,00:03:52,02:47:31,90.1 km,00:03:15,01:47:53,21.1 km,05:18:13
Karl Binder,---,1669,---,460,30-34,---,Niederösterreich / Lower Austr,AUT,---,---,00:46:55,1.9 km,00:07:11,03:17:33,90.1 km,00:04:13,02:00:58,21.1 km,06:16:50
Matthew Bird,---,1489,---,1562,40-44,---,---,GBR,---,---,00:35:24,1.9 km,00:05:47,03:07:50,90.1 km,00:03:33,02:03:02,21.1 km,05:55:36
Andrea Biscontin,---,900,---,1164,35-39,---,VE,ITA,---,---,00:33:50,1.9 km,00:07:04,02:52:08,90.1 km,00:03:16,01:45:28,21.1 km,05:21:46
Joan Bláfoss,---,159,---,66,PRO,---,---,DNK,---,---,00:31:49,1.9 km,00:02:16,02:41:31,90.1 km,00:01:27,01:23:58,21.1 km,04:41:01
Nenad Blagus,---,93,---,461,30-34,---,---,HRV,---,---,00:30:34,1.9 km,00:02:48,02:35:11,90.1 km,00:01:33,01:22:33,21.1 km,04:32:39
Uwe Bleimeier,---,117,---,462,30-34,---,Bavaria (bayern),DEU,---,---,00:32:41,1.9 km,00:02:30,02:31:51,90.1 km,00:01:44,01:27:24,21.1 km,04:36:10
Peter Blineder,---,---,DNS,1563,40-44,50,Intl State,AUT,---,---,---,1.9 km,---,---,90.1 km,---,---,21.1 km,DNS
Martin Block,---,368,---,463,30-34,1,---,DEU,---,---,00:31:57,1.9 km,00:03:53,02:34:15,90.1 km,00:02:24,01:42:36,21.1 km,04:55:05
Thomas Blühberger,---,1105,---,1979,45-49,---,Burgenland / Bundesländer,AUT,---,---,00:37:09,1.9 km,00:05:24,02:56:52,90.1 km,00:02:01,01:50:02,21.1 km,05:31:28
Daniel Blum,---,1050,---,190,25-29,33,AT,AUT,---,---,00:31:29,1.9 km,00:04:01,03:01:50,90.1 km,00:03:30,01:48:08,21.1 km,05:28:58
Paul Boddy,---,---,DNF,1980,45-49,---,Sussex,GBR,---,---,00:50:59,1.9 km,00:06:42,03:53:56,90.1 km,---,---,21.1 km,DNF
Andreas Bode,---,1126,---,977,50-54,58,---,DEU,---,---,00:35:10,1.9 km,00:04:38,02:54:09,90.1 km,00:02:40,01:55:54,21.1 km,05:32:31
Felix Bodendorfer,---,158,---,1981,45-49,56,---,AUT,---,---,00:30:21,1.9 km,00:03:11,02:33:03,90.1 km,00:45:48,00:48:32,21.1 km,04:40:55
Gaston Boer,---,852,---,464,30-34,---,---,NLD,---,---,00:34:06,1.9 km,00:02:52,02:43:28,90.1 km,00:02:20,01:56:39,21.1 km,05:19:25
Gerhard Böhm,---,858,---,1564,40-44,49,AT,AUT,---,---,00:38:52,1.9 km,00:05:09,02:49:44,90.1 km,00:02:35,01:43:23,21.1 km,05:19:43
Bernhard Bohmer,---,241,---,1565,40-44,50,AT,AUT,---,---,00:34:05,1.9 km,00:03:59,02:35:44,90.1 km,00:02:53,01:30:29,21.1 km,04:47:10
Norbert Boissl,---,1637,---,1165,35-39,---,Tirol / Tyrol,AUT,---,---,00:44:30,1.9 km,00:04:43,02:53:54,90.1 km,00:02:23,02:26:27,21.1 km,06:11:57
Peter Bojdunyk,---,1049,---,1982,45-49,53,---,AUT,---,---,00:43:10,1.9 km,00:08:11,03:24:39,90.1 km,00:03:13,01:09:42,21.1 km,05:28:55
