name,genderRank,divRank,overallRank,bib,division,age,state,country,profession,points,swim,swimDistance,t1,bike,bikeDistance,t2,run,runDistance,overall
Matthias Knossalla,21,20,21,19,PRO,32,DE,DEU,---,3106,00:35:33,1.9 km,00:03:07,02:25:57,90.1 km,00:01:19,01:19:03,21.1 km,04:24:59
Mathias Flunger,22,1,22,156,30-34,34,DE,DEU,---,3500,00:28:41,1.9 km,00:02:44,02:29:17,90.1 km,00:01:28,01:22:52,21.1 km,04:25:02
Christian Hoerper,23,21,23,41,PRO,29,DE,DEU,---,3101,00:27:34,1.9 km,00:02:30,02:35:19,90.1 km,00:01:05,01:18:50,21.1 km,04:25:18
John Heiland,24,1,24,580,25-29,25,DE,DEU,---,3500,00:25:35,1.9 km,00:02:39,02:38:21,90.1 km,00:01:11,01:17:32,21.1 km,04:25:18
Philipp Mock,25,2,25,140,25-29,28,---,DEU,---,3491,00:28:44,1.9 km,00:02:37,02:28:26,90.1 km,00:01:36,01:24:22,21.1 km,04:25:45
Wolfgang Teuchner,26,2,26,826,30-34,31,Intl State,DEU,---,3486,00:28:46,1.9 km,00:03:17,02:28:05,90.1 km,00:01:19,01:24:19,21.1 km,04:25:46
Joan Nadal Clar,27,22,27,27,PRO,35,ES,ESP,---,3085,00:29:49,1.9 km,00:02:25,02:32:38,90.1 km,00:01:10,01:20:09,21.1 km,04:26:11
Julian Fritzenschaft,28,1,28,515,18-24,25,DE,DEU,---,3500,00:26:45,1.9 km,00:02:50,02:33:24,90.1 km,00:01:21,01:22:39,21.1 km,04:26:59
Benjamin Pernet,29,3,29,163,30-34,35,FR,FRA,---,3453,00:24:38,1.9 km,00:02:40,02:34:18,90.1 km,00:01:30,01:24:31,21.1 km,04:27:37
Martin Huhndorf,30,2,30,938,35-39,38,---,DEU,---,3418,00:26:39,1.9 km,00:03:10,02:33:40,90.1 km,00:01:34,01:23:56,21.1 km,04:28:59
Mike Schifferle,32,23,32,83,PRO,43,---,CHE,---,3014,00:32:05,1.9 km,00:03:28,02:30:08,90.1 km,00:02:10,01:22:16,21.1 km,04:30:07
Dennis Kruse,33,3,33,138,25-29,27,DE,DEU,---,3395,00:26:39,1.9 km,00:02:49,02:32:15,90.1 km,00:01:24,01:27:58,21.1 km,04:31:05
Marc Christian Unger,34,4,34,144,25-29,29,Deutschland,DEU,---,3395,00:27:39,1.9 km,00:02:58,02:33:54,90.1 km,00:01:59,01:24:35,21.1 km,04:31:05
Sebastian Veith,35,24,35,34,PRO,30,Intl State,DEU,---,2991,00:25:30,1.9 km,00:02:31,02:40:06,90.1 km,00:01:25,01:21:52,21.1 km,04:31:24
Julien Pion,36,5,36,141,25-29,30,FR,FRA,---,3386,00:29:19,1.9 km,00:03:01,02:33:53,90.1 km,00:01:27,01:23:55,21.1 km,04:31:35
Marcel Hotz,37,1,37,237,45-49,48,CH,CHE,---,3500,00:30:01,1.9 km,00:02:52,02:34:11,90.1 km,00:01:41,01:23:50,21.1 km,04:32:35
Sebastian Guhr,38,25,38,45,PRO,26,Intl State,DEU,---,2969,00:32:54,1.9 km,00:02:48,02:33:09,90.1 km,00:01:18,01:22:29,21.1 km,04:32:38
Thomas Bosch,39,26,39,5,PRO,31,Intl State,DEU,---,2958,00:30:07,1.9 km,00:03:00,02:36:36,90.1 km,00:01:28,01:22:01,21.1 km,04:33:12
Jonas Meyer,40,2,40,532,18-24,23,---,DEU,---,3382,00:24:38,1.9 km,00:02:30,02:40:04,90.1 km,00:01:12,01:25:06,21.1 km,04:33:30
Michael Maerz,41,3,41,189,35-39,35,---,DEU,---,3335,00:27:34,1.9 km,00:03:04,02:41:06,90.1 km,00:01:29,01:20:23,21.1 km,04:33:36
Pieterjan Lou Penne,42,4,42,782,30-34,31,BE,BEL,---,3329,00:30:48,1.9 km,00:03:50,02:37:35,90.1 km,00:01:33,01:20:46,21.1 km,04:34:32
Martin Welti,43,4,43,203,35-39,38,---,CHE,---,3317,00:29:25,1.9 km,00:02:58,02:35:14,90.1 km,00:01:27,01:25:29,21.1 km,04:34:33
Jakub Langhammer,44,3,44,527,18-24,24,CZE,CZE,---,3356,00:27:26,1.9 km,00:02:43,02:36:24,90.1 km,00:01:49,01:26:36,21.1 km,04:34:58
David Iglesias,45,1,45,1081,40-44,41,---,ESP,---,3500,00:26:45,1.9 km,00:03:07,02:42:16,90.1 km,00:01:17,01:21:44,21.1 km,04:35:09
Florian Brosch,46,5,46,149,30-34,30,DE,DEU,---,3305,00:27:35,1.9 km,00:02:46,02:41:37,90.1 km,00:01:26,01:22:25,21.1 km,04:35:49
Camilla Pedersen,1,1,48,63,PRO,33,---,DNK,---,3500,00:27:36,1.9 km,00:02:31,02:40:31,90.1 km,00:01:16,01:24:10,21.1 km,04:36:04
Robin Schneider,48,27,49,30,PRO,27,DE,DEU,---,2897,00:25:35,1.9 km,00:02:30,02:33:59,90.1 km,00:01:18,01:33:13,21.1 km,04:36:35
Wouter Wuilmus,49,6,50,855,30-34,31,BE,BEL,---,3288,00:30:20,1.9 km,00:03:08,02:39:24,90.1 km,00:01:20,01:22:35,21.1 km,04:36:47
Anthony Cadario,50,4,51,130,18-24,25,FR,FRA,---,3310,00:30:28,1.9 km,00:04:06,02:40:52,90.1 km,00:01:01,01:21:03,21.1 km,04:37:30
Wim Van Linden,51,5,52,1035,35-39,37,BE,BEL,---,3254,00:28:50,1.9 km,00:03:15,02:39:17,90.1 km,00:01:18,01:25:25,21.1 km,04:38:05
Christian Jais,53,28,54,89,PRO,37,---,DEU,---,2858,00:29:55,1.9 km,00:02:48,02:38:43,90.1 km,00:01:15,01:26:07,21.1 km,04:38:48
Tobias Barkschat,54,5,55,129,18-24,25,DE,DEU,---,3287,00:28:27,1.9 km,00:03:11,02:37:23,90.1 km,00:01:16,01:28:31,21.1 km,04:38:48
Anja Beranek,2,2,56,53,PRO,31,---,DEU,---,3420,00:28:33,1.9 km,00:02:20,02:39:48,90.1 km,00:01:06,01:28:42,21.1 km,04:40:29
Paul Wüst,55,7,57,169,30-34,33,---,CHE,---,3220,00:30:51,1.9 km,00:03:30,02:37:20,90.1 km,00:01:18,01:27:36,21.1 km,04:40:35
Christian Decker,56,8,58,153,30-34,34,DE,DEU,---,3215,00:29:01,1.9 km,00:04:16,02:38:22,90.1 km,00:01:34,01:27:36,21.1 km,04:40:49
Robin Pesch,57,6,59,132,18-24,25,---,DEU,---,3251,00:28:24,1.9 km,00:03:24,02:38:52,90.1 km,00:02:26,01:27:43,21.1 km,04:40:49
Leon Mattis,58,9,60,766,30-34,31,---,DEU,---,3200,00:30:04,1.9 km,00:03:37,02:38:24,90.1 km,00:01:31,01:28:06,21.1 km,04:41:42
Francky Favre,59,6,61,178,35-39,39,FR,FRA,---,3182,00:29:37,1.9 km,00:03:42,02:40:37,90.1 km,00:01:04,01:27:04,21.1 km,04:42:04
Thomas Capellaro,60,10,62,695,30-34,32,DE,DEU,---,3189,00:27:19,1.9 km,00:03:14,02:48:56,90.1 km,00:01:23,01:21:24,21.1 km,04:42:16
Ramses Van Hoofstat,61,6,63,661,25-29,27,BE,BEL,---,3189,00:28:52,1.9 km,00:03:11,02:39:05,90.1 km,00:01:15,01:30:10,21.1 km,04:42:33
Florian Wildgruber,62,7,64,134,18-24,25,DE,DEU,---,3218,00:26:38,1.9 km,00:02:48,02:43:20,90.1 km,00:01:28,01:28:25,21.1 km,04:42:39
Martin Matula,63,29,65,97,PRO,45,---,CZE,---,2781,00:28:47,1.9 km,00:03:19,02:40:47,90.1 km,00:01:38,01:28:32,21.1 km,04:43:03
Alexandra Tondeur,3,3,66,62,PRO,29,---,BEL,---,3371,00:29:20,1.9 km,00:02:29,02:46:01,90.1 km,00:01:05,01:24:19,21.1 km,04:43:14
Marcus Buchler,64,7,67,174,35-39,35,DE,DEU,---,3155,00:27:34,1.9 km,00:02:59,02:39:56,90.1 km,00:11:51,01:21:13,21.1 km,04:43:33
Hagen Schroter,65,11,68,167,30-34,31,DE,DEU,---,3165,00:31:43,1.9 km,00:02:37,02:39:09,90.1 km,00:01:20,01:28:48,21.1 km,04:43:37
Oliver Kalmes,66,2,69,1133,40-44,44,DE,DEU,---,3341,00:28:31,1.9 km,00:03:19,02:46:11,90.1 km,00:01:16,01:24:40,21.1 km,04:43:57
Christoph Descher,67,8,70,895,35-39,35,DE,DEU,---,3145,00:30:26,1.9 km,00:04:05,02:42:50,90.1 km,00:02:32,01:24:14,21.1 km,04:44:07
Aksel Nielsen,68,3,71,1166,40-44,43,DK,DNK,---,3335,00:30:24,1.9 km,00:03:34,02:46:32,90.1 km,00:01:44,01:22:05,21.1 km,04:44:19
Folkert Behrends,69,2,72,227,45-49,50,---,DEU,---,3286,00:30:03,1.9 km,00:03:19,02:41:47,90.1 km,00:01:13,01:28:04,21.1 km,04:44:26
Jan Wolfgarten,70,12,73,853,30-34,34,DE,DEU,---,3150,00:23:51,1.9 km,00:03:19,02:38:52,90.1 km,00:02:12,01:36:13,21.1 km,04:44:27
Michael Cramer,71,7,74,564,25-29,30,DE,DEU,---,3154,00:29:38,1.9 km,00:03:34,02:42:25,90.1 km,00:01:48,01:27:04,21.1 km,04:44:29
Michael Rohleder,72,13,75,794,30-34,35,---,DEU,---,3149,00:27:20,1.9 km,00:03:27,02:38:59,90.1 km,00:02:03,01:32:41,21.1 km,04:44:30
Christopher Fox,73,4,76,1103,40-44,42,---,GBR,---,3330,00:30:13,1.9 km,00:04:35,02:44:46,90.1 km,00:01:33,01:23:28,21.1 km,04:44:35
Jakob Melchior,74,8,77,139,25-29,27,CH,DEU,---,3148,00:27:26,1.9 km,00:02:51,02:41:26,90.1 km,00:01:17,01:31:51,21.1 km,04:44:51
Natascha Schmitt,4,4,78,70,PRO,30,---,DEU,---,3341,00:29:07,1.9 km,00:02:41,02:44:01,90.1 km,00:01:05,01:27:59,21.1 km,04:44:53
Christopher Ashford,75,9,79,553,25-29,27,somerset,GBR,---,3146,00:29:03,1.9 km,00:03:10,02:43:43,90.1 km,00:00:58,01:28:03,21.1 km,04:44:57
Matteo Venzi,76,10,80,662,25-29,30,pistoia,ITA,---,3145,00:28:56,1.9 km,00:03:31,02:41:59,90.1 km,00:01:29,01:29:06,21.1 km,04:45:01
Tom Liebner,77,8,81,528,18-24,20,Berlin,DEU,---,3170,00:25:21,1.9 km,00:03:53,02:43:14,90.1 km,00:01:20,01:31:28,21.1 km,04:45:16
Nathanael Käser,78,11,82,592,25-29,28,CH,CHE,---,3139,00:33:37,1.9 km,00:03:38,02:42:38,90.1 km,00:01:26,01:24:00,21.1 km,04:45:19
Martin Kleinl,79,30,83,47,PRO,35,---,AUT,---,2733,00:34:24,1.9 km,00:02:46,02:40:03,90.1 km,00:01:07,01:27:22,21.1 km,04:45:42
Remmert Wielanga,80,31,84,38,PRO,38,FR,NLD,---,2732,00:37:24,1.9 km,00:05:41,02:23:17,90.1 km,00:01:50,01:37:35,21.1 km,04:45:47
Oliver Spurzem,81,9,85,198,35-39,39,DE,DEU,---,3114,00:29:38,1.9 km,00:03:47,02:44:19,90.1 km,00:01:48,01:26:18,21.1 km,04:45:50
Willi Paufler,82,9,86,537,18-24,24,DE,DEU,---,3158,00:34:59,1.9 km,00:03:29,02:45:01,90.1 km,00:01:19,01:21:09,21.1 km,04:45:57
Thomas Heider,83,3,87,1278,45-49,49,DE,DEU,---,3259,00:31:44,1.9 km,00:03:39,02:41:16,90.1 km,00:01:34,01:27:44,21.1 km,04:45:57
Frederik Hömberg,84,10,88,936,35-39,35,DE,DEU,---,3107,00:31:52,1.9 km,00:03:50,02:36:10,90.1 km,00:01:32,01:32:49,21.1 km,04:46:13
Roland Weytjens,85,11,89,1047,35-39,---,BE,BEL,---,3107,00:31:05,1.9 km,00:04:01,02:38:24,90.1 km,00:01:48,01:30:56,21.1 km,04:46:14
Christoph Bergmann,86,5,90,1073,40-44,43,DE,DEU,---,3300,00:27:32,1.9 km,00:03:15,02:41:52,90.1 km,00:01:31,01:32:05,21.1 km,04:46:15
Kevin Maggen,87,12,91,962,35-39,38,BE,BEL,---,3100,00:27:35,1.9 km,00:03:30,02:52:47,90.1 km,00:01:10,01:21:36,21.1 km,04:46:38
Lukas Rathgeber,88,12,92,632,25-29,26,DE,DEU,---,3113,00:33:29,1.9 km,00:04:27,02:33:51,90.1 km,00:01:19,01:33:39,21.1 km,04:46:45
Florian Jope,89,14,93,160,30-34,32,DE,DEU,---,3106,00:28:26,1.9 km,00:03:00,02:44:46,90.1 km,00:01:01,01:29:42,21.1 km,04:46:55
Marc Heizmann,90,4,94,1279,45-49,47,CH,CHE,---,3225,00:31:11,1.9 km,00:03:58,02:39:42,90.1 km,00:01:24,01:31:36,21.1 km,04:47:51
Franz Hopfmann,91,15,95,737,30-34,35,---,DEU,---,3080,00:28:47,1.9 km,00:04:55,02:43:35,90.1 km,00:01:24,01:29:41,21.1 km,04:48:22
Dmitry Ilyin,92,16,96,740,30-34,33,---,RUS,---,3077,00:33:11,1.9 km,00:03:30,02:42:53,90.1 km,00:01:26,01:27:30,21.1 km,04:48:30
Markus Jetzer,93,13,97,303,35-39,40,---,CHE,---,3064,00:31:38,1.9 km,00:03:54,02:39:23,90.1 km,00:02:07,01:31:35,21.1 km,04:48:37
Jim Cresswell,94,6,98,206,40-44,42,---,GBR,---,3256,00:27:57,1.9 km,00:03:45,02:44:18,90.1 km,00:01:48,01:30:54,21.1 km,04:48:42
Michelle Vesterby,5,5,100,52,PRO,32,---,DNK,---,3251,00:28:33,1.9 km,00:02:27,02:48:59,90.1 km,00:01:12,01:28:42,21.1 km,04:49:53
Uwe Grädler,96,7,101,1114,40-44,45,DE,DEU,---,3234,00:31:43,1.9 km,00:04:03,02:45:22,90.1 km,00:01:28,01:27:18,21.1 km,04:49:54
Radka Vodickova,6,6,102,66,PRO,31,Intl State,CZE,---,3233,00:27:36,1.9 km,00:02:32,02:53:28,90.1 km,00:01:12,01:26:04,21.1 km,04:50:52
Tim Zudrop,97,13,103,671,25-29,28,DE,DEU,---,3036,00:29:52,1.9 km,00:03:43,02:44:00,90.1 km,00:01:47,01:31:40,21.1 km,04:51:02
Thomas Dessers,98,10,104,509,18-24,24,BE,BEL,---,3062,00:29:24,1.9 km,00:05:19,02:49:43,90.1 km,00:01:27,01:25:24,21.1 km,04:51:17
Arnaud Margot,100,14,106,1578,25-29,28,CH,CHE,---,3024,00:33:46,1.9 km,00:04:34,02:44:04,90.1 km,00:01:28,01:27:52,21.1 km,04:51:44
Casper Stormark,101,17,107,819,30-34,32,DK,DNK,---,3017,00:31:42,1.9 km,00:04:48,02:43:12,90.1 km,00:02:08,01:29:59,21.1 km,04:51:49
Giacomo Giovenali,102,8,108,1112,40-44,41,Italia,ITA,---,3195,00:33:20,1.9 km,00:04:14,02:39:43,90.1 km,00:01:35,01:33:11,21.1 km,04:52:03
Charles Martin,104,32,110,24,PRO,24,---,FRA,---,2608,00:26:50,1.9 km,00:02:29,02:45:08,90.1 km,00:01:18,01:36:56,21.1 km,04:52:41
Tobias Mechel,105,15,111,611,25-29,26,DE,DEU,---,3001,00:32:02,1.9 km,00:03:20,02:46:04,90.1 km,00:01:36,01:29:57,21.1 km,04:52:59
Laura Zimmermann,7,1,112,108,25-29,26,DE,DEU,---,3500,00:31:20,1.9 km,00:03:09,02:51:27,90.1 km,00:01:13,01:25:52,21.1 km,04:53:01
Julien Drouault,106,18,113,154,30-34,33,KwaZulu-Natal,FRA,---,2993,00:29:42,1.9 km,00:03:32,02:47:48,90.1 km,00:01:30,01:30:38,21.1 km,04:53:10
Nina Kuhn,8,7,114,68,PRO,33,---,DEU,---,3187,00:33:01,1.9 km,00:02:44,02:46:04,90.1 km,00:01:17,01:30:19,21.1 km,04:53:25
Reinout Van Schuylenbergh,107,9,115,1637,40-44,43,BE,BEL,---,3168,00:31:12,1.9 km,00:02:59,02:47:15,90.1 km,00:01:12,01:30:56,21.1 km,04:53:34
Stefan De Laat,108,19,116,706,30-34,33,NL,NLD,---,2982,00:30:49,1.9 km,00:04:21,02:48:54,90.1 km,00:01:48,01:27:56,21.1 km,04:53:48
Matthias Grosser,109,20,117,280,30-34,30,DE,DEU,---,2979,00:28:58,1.9 km,00:03:30,02:45:27,90.1 km,00:01:23,01:34:40,21.1 km,04:53:58
Manuel Thiel,110,21,118,827,30-34,34,DE,DEU,---,2978,00:33:31,1.9 km,00:03:04,02:43:16,90.1 km,00:01:16,01:32:55,21.1 km,04:54:02
Michal Volejnik,111,33,119,37,PRO,28,APO,CZE,---,2573,00:32:15,1.9 km,00:03:37,02:46:54,90.1 km,00:01:40,01:30:09,21.1 km,04:54:35
Charlotte Morel,9,8,120,77,PRO,27,FR,FRA,---,3165,00:27:34,1.9 km,00:02:36,02:48:21,90.1 km,00:01:13,01:34:54,21.1 km,04:54:38
Olivier Maddens,112,5,121,243,45-49,48,---,FRA,---,3102,00:29:55,1.9 km,00:03:02,02:47:19,90.1 km,00:01:21,01:33:03,21.1 km,04:54:40
Yves Reinders,113,10,122,1185,40-44,44,DE,DEU,---,3146,00:28:47,1.9 km,00:03:28,02:47:22,90.1 km,00:01:31,01:33:39,21.1 km,04:54:47
Rainer Billig,114,1,123,1408,50-54,55,---,DEU,---,3500,00:36:31,1.9 km,00:04:34,02:39:36,90.1 km,00:01:31,01:32:42,21.1 km,04:54:54
Robert Kathan,115,14,124,183,35-39,37,DE,AUT,---,2940,00:31:08,1.9 km,00:05:03,02:45:22,90.1 km,00:03:07,01:30:50,21.1 km,04:55:30
Janis Moskov,116,2,125,1468,50-54,51,DE,GRC,---,3487,00:33:06,1.9 km,00:05:30,02:42:26,90.1 km,00:01:55,01:32:38,21.1 km,04:55:35
Max Peters,117,16,126,628,25-29,26,DE,DEU,---,2954,00:29:53,1.9 km,00:03:31,02:41:17,90.1 km,00:01:41,01:39:14,21.1 km,04:55:36
Lesly Bove,118,22,127,691,30-34,32,---,BEL,---,2948,00:29:49,1.9 km,00:04:16,02:48:50,90.1 km,00:01:55,01:30:52,21.1 km,04:55:42
Marco Cason,119,6,128,230,45-49,45,Milano,ITA,---,3082,00:31:59,1.9 km,00:04:02,02:48:23,90.1 km,00:01:51,01:29:33,21.1 km,04:55:48
Niklas Radü,120,17,129,631,25-29,28,DE,DEU,---,2950,00:26:00,1.9 km,00:03:44,02:42:34,90.1 km,00:01:22,01:42:09,21.1 km,04:55:49
Lukas Scholl,121,11,130,546,18-24,22,DE,DEU,---,2980,00:33:41,1.9 km,00:03:51,02:38:38,90.1 km,00:02:11,01:37:31,21.1 km,04:55:52
Jose Alvarez,122,11,131,1629,40-44,41,DE,ESP,---,3124,00:32:59,1.9 km,00:04:12,02:46:28,90.1 km,00:01:58,01:30:23,21.1 km,04:56:00
Astrid Stienen,10,9,132,67,PRO,37,---,DEU,---,3140,00:32:27,1.9 km,00:02:54,02:52:24,90.1 km,00:01:30,01:26:48,21.1 km,04:56:03
Matthias Loenhard Weitz,123,18,133,145,25-29,27,---,DEU,---,2945,00:31:20,1.9 km,00:03:20,02:50:21,90.1 km,00:01:26,01:29:39,21.1 km,04:56:06
Robert Pruksa,124,23,134,1639,30-34,32,CH,CHE,---,2939,00:32:35,1.9 km,00:04:22,02:36:58,90.1 km,00:02:56,01:39:19,21.1 km,04:56:10
Kristin Möller,11,10,135,71,PRO,32,---,DEU,---,3138,00:36:21,1.9 km,00:03:06,02:56:20,90.1 km,00:01:18,01:19:05,21.1 km,04:56:10
Konrad Schulz,125,24,136,804,30-34,31,DE,DEU,---,2937,00:29:35,1.9 km,00:03:50,02:46:44,90.1 km,00:01:17,01:34:50,21.1 km,04:56:16
Benny Peeters,126,12,137,218,40-44,45,BE,BEL,---,3119,00:31:23,1.9 km,00:03:54,02:43:29,90.1 km,00:02:06,01:35:27,21.1 km,04:56:19
Alexander Kirsch,127,13,138,1137,40-44,43,DE,DEU,---,3114,00:37:14,1.9 km,00:03:57,02:43:27,90.1 km,00:01:24,01:30:31,21.1 km,04:56:33
Ludovic Le Guellec,128,34,139,23,PRO,34,---,FRA,---,2536,00:35:18,1.9 km,00:03:46,02:50:16,90.1 km,00:01:37,01:25:42,21.1 km,04:56:39
Fabien Kieffer,129,19,140,594,25-29,30,Other,LUX,---,2928,00:34:57,1.9 km,00:04:34,02:45:01,90.1 km,00:01:15,01:31:17,21.1 km,04:57:04
Julien Leper,130,20,141,601,25-29,28,FR,BEL,---,2927,00:28:40,1.9 km,00:04:10,02:48:09,90.1 km,00:02:20,01:33:46,21.1 km,04:57:05
Sean Sullivan,131,35,142,31,PRO,31,MD,USA,---,2527,00:35:48,1.9 km,00:02:50,02:43:22,90.1 km,00:01:31,01:33:39,21.1 km,04:57:10
Gabor Lengyel,132,14,143,1149,40-44,41,DE,DEU,---,3094,00:31:29,1.9 km,00:03:45,02:49:04,90.1 km,00:01:32,01:31:52,21.1 km,04:57:42
Jan Wetzel,133,15,144,1045,35-39,38,DE,DEU,---,2896,00:30:09,1.9 km,00:03:12,02:52:00,90.1 km,00:01:33,01:31:04,21.1 km,04:57:58
Matthias Syska,134,21,145,656,25-29,26,DE,DEU,---,2910,00:29:46,1.9 km,00:03:13,02:41:21,90.1 km,00:01:52,01:41:50,21.1 km,04:58:02
Daniel Lunkenheimer,135,22,146,607,25-29,29,DE,DEU,---,2906,00:27:34,1.9 km,00:03:30,02:48:05,90.1 km,00:02:46,01:36:21,21.1 km,04:58:16
Christian Jung,136,16,147,940,35-39,35,DE,DEU,---,2888,00:39:07,1.9 km,00:04:59,02:44:52,90.1 km,00:01:55,01:27:32,21.1 km,04:58:25
Marc Wagner,137,15,148,226,40-44,40,DE,DEU,---,3076,00:36:54,1.9 km,00:03:56,02:47:59,90.1 km,00:01:40,01:28:13,21.1 km,04:58:42
Tom De Malsche,138,16,149,208,40-44,44,BE,BEL,---,3075,00:29:49,1.9 km,00:03:41,02:50:55,90.1 km,00:02:40,01:31:40,21.1 km,04:58:45
Alexander Leibinger,139,17,150,1672,40-44,45,---,DEU,---,3065,00:29:16,1.9 km,00:03:34,02:48:20,90.1 km,00:02:19,01:35:47,21.1 km,04:59:16
Franciso Gabriel Nebot Martin,140,17,151,977,35-39,39,---,ESP,---,2868,00:32:20,1.9 km,00:05:55,02:46:26,90.1 km,00:01:43,01:33:08,21.1 km,04:59:32
Steffen Kohlmann,141,12,152,525,18-24,23,---,DEU,---,2913,00:29:31,1.9 km,00:03:25,02:51:24,90.1 km,00:01:35,01:33:38,21.1 km,04:59:33
René Domke,143,25,154,709,30-34,34,DE,DEU,---,2867,00:28:56,1.9 km,00:04:04,02:46:40,90.1 km,00:01:18,01:39:14,21.1 km,05:00:12
Michael Bernegger,144,18,155,1674,35-39,36,DE,DEU,---,2854,00:28:48,1.9 km,00:03:23,02:47:09,90.1 km,00:02:05,01:38:53,21.1 km,05:00:18
Michael Eisenkolb,145,18,156,1668,40-44,41,DE,DEU,---,3037,00:27:00,1.9 km,00:04:21,02:53:02,90.1 km,00:01:38,01:34:49,21.1 km,05:00:50
Caroline Livesey,12,11,157,76,PRO,37,Intl State,GBR,---,3053,00:32:10,1.9 km,00:03:06,02:52:31,90.1 km,00:01:16,01:31:51,21.1 km,05:00:54
Vito Tagliente,146,19,158,293,40-44,43,---,ITA,---,3035,00:32:53,1.9 km,00:04:18,02:49:15,90.1 km,00:01:22,01:33:08,21.1 km,05:00:56
Stefan Spies,148,7,160,1379,45-49,46,---,DEU,---,2978,00:31:31,1.9 km,00:04:28,02:48:26,90.1 km,00:02:21,01:34:49,21.1 km,05:01:35
Andreas Maul,149,26,161,767,30-34,32,---,DEU,---,2841,00:31:35,1.9 km,00:04:14,02:46:40,90.1 km,00:01:07,01:38:00,21.1 km,05:01:36
Adrian Hüttel,150,13,162,519,18-24,21,DE,DEU,---,2876,00:26:26,1.9 km,00:02:55,02:54:26,90.1 km,00:01:18,01:36:33,21.1 km,05:01:38
Felix Bufkens,151,14,163,508,18-24,25,BE,BEL,---,2875,00:34:51,1.9 km,00:04:04,02:49:33,90.1 km,00:01:25,01:31:48,21.1 km,05:01:41
