name,genderRank,divRank,overallRank,bib,division,age,state,country,profession,points,swim,swimDistance,t1,bike,bikeDistance,t2,run,runDistance,overall
Dejan Zajber,381,73,398,653,35-39,37,Slovenia,SVN,---,2723,---,1.9 km,00:00:01,02:54:37,90.1 km,00:02:29,01:47:09,21.1 km,04:44:16
Michele Carlin,382,66,399,1070,45-49,48,ita,ITA,---,2515,---,1.9 km,00:00:01,02:54:22,90.1 km,00:03:12,01:46:43,21.1 km,04:44:18
Aloyse Schartz,383,67,400,1221,45-49,50,Luxemburg,LUX,---,2515,---,1.9 km,00:00:01,02:50:53,90.1 km,00:07:47,01:45:38,21.1 km,04:44:19
Alessandro Gattamorta,384,68,401,1115,45-49,48,---,ITA,---,2512,---,1.9 km,00:00:01,03:03:11,90.1 km,00:03:40,01:37:35,21.1 km,04:44:27
Giovanni Bisazza,385,56,402,813,40-44,43,Padova,ITA,---,2572,---,1.9 km,00:00:01,02:58:11,90.1 km,00:02:20,01:44:05,21.1 km,04:44:37
Walter Lorentschitsch,386,57,403,922,40-44,42,---,AUT,---,2571,---,1.9 km,00:00:01,02:52:30,90.1 km,00:02:56,01:49:11,21.1 km,04:44:38
Massimo Zaccaria,387,69,404,1261,45-49,45,italia,ITA,---,2509,---,1.9 km,00:00:01,03:12:16,90.1 km,00:03:55,01:28:26,21.1 km,04:44:38
Jana Simankova,18,7,405,726,30-34,31,Prague,CZE,---,3191,---,1.9 km,00:00:01,02:45:01,90.1 km,00:01:51,01:57:46,21.1 km,04:44:39
Goran Perica,388,74,406,564,35-39,37,---,HRV,---,2714,---,1.9 km,00:00:01,02:59:26,90.1 km,00:02:07,01:43:10,21.1 km,04:44:44
Jamie Robertson,389,75,407,587,35-39,38,FR,GBR,---,2712,---,1.9 km,00:00:01,02:51:29,90.1 km,00:03:31,01:49:51,21.1 km,04:44:52
Ruud Wortel,390,81,408,377,30-34,31,NL,NLD,---,2652,---,1.9 km,00:00:01,02:52:38,90.1 km,00:02:35,01:49:42,21.1 km,04:44:56
Luca Franci,391,70,409,1107,45-49,45,Italia,ITA,---,2503,---,1.9 km,00:00:01,02:52:47,90.1 km,00:02:37,01:49:32,21.1 km,04:44:57
Frank Weber,392,71,410,1258,45-49,48,DE,DEU,---,2503,---,1.9 km,00:00:01,03:07:26,90.1 km,00:02:48,01:34:43,21.1 km,04:44:58
Georg Michl,393,82,411,300,30-34,35,AT,AUT,---,2651,---,1.9 km,00:00:01,02:40:24,90.1 km,00:01:48,02:02:46,21.1 km,04:44:59
Andreas Nef,394,18,412,11,18-24,21,CH,CHE,---,2544,---,1.9 km,00:00:01,02:36:14,90.1 km,00:03:22,02:05:25,21.1 km,04:45:02
Werner Dannhauser,395,72,413,1674,45-49,49,AT,AUT,---,2501,---,1.9 km,00:00:01,02:56:58,90.1 km,00:02:46,01:45:18,21.1 km,04:45:03
Adriano Gall,396,76,414,471,35-39,37,ITALIA,ITA,---,2708,---,1.9 km,00:00:01,03:01:16,90.1 km,00:02:36,01:41:12,21.1 km,04:45:05
Francesco Proto,397,73,415,1200,45-49,48,---,ITA,---,2501,---,1.9 km,00:00:01,02:57:22,90.1 km,00:03:39,01:44:04,21.1 km,04:45:06
Daniele Nicolosi,398,23,416,1634,50-54,52,Italia,ITA,---,2961,---,1.9 km,00:00:01,02:55:33,90.1 km,00:03:14,01:46:21,21.1 km,04:45:09
Massimo Gibbin,399,58,417,872,40-44,43,ITALIA,ITA,---,2561,---,1.9 km,00:00:01,02:59:05,90.1 km,00:01:42,01:44:26,21.1 km,04:45:14
Thomas Strauss,400,19,418,18,18-24,25,AT,AUT,---,2540,---,1.9 km,00:00:01,02:48:43,90.1 km,00:02:14,01:54:17,21.1 km,04:45:15
Stefano Matalucci,401,59,419,935,40-44,43,---,ITA,---,2560,---,1.9 km,00:00:01,02:51:00,90.1 km,00:04:48,01:49:27,21.1 km,04:45:16
Peter Uplaznik,402,77,420,639,35-39,40,Savinjska,SVN,---,2704,---,1.9 km,00:00:01,02:48:33,90.1 km,00:01:56,01:54:50,21.1 km,04:45:20
Andrea Benedetti,403,74,421,1049,45-49,47,italia,ITA,---,2495,---,1.9 km,00:00:01,03:02:58,90.1 km,00:03:29,01:38:55,21.1 km,04:45:23
Marc Fontaine,404,2,422,1574,60-64,61,---,CAN,---,3469,---,1.9 km,00:00:01,02:57:50,90.1 km,00:03:41,01:43:55,21.1 km,04:45:27
Denis Cepcik,405,75,423,1075,45-49,46,DE,HRV,---,2494,---,1.9 km,00:00:01,02:49:00,90.1 km,00:03:04,01:53:22,21.1 km,04:45:27
Diego Pacquola,406,78,424,555,35-39,37,ITALIA,ITA,---,2701,---,1.9 km,00:00:01,02:50:09,90.1 km,00:02:12,01:53:06,21.1 km,04:45:28
Salvatore Raia,407,79,425,577,35-39,40,italy,ITA,---,2701,---,1.9 km,00:00:01,03:03:03,90.1 km,00:02:54,01:39:32,21.1 km,04:45:30
Rodrigo Silva,408,80,426,607,35-39,40,BRASILIA DF,BRA,---,2700,---,1.9 km,00:00:01,03:01:29,90.1 km,00:02:39,01:41:22,21.1 km,04:45:31
Paolo Gardenghi,409,76,427,1113,45-49,50,BO,ITA,---,2491,---,1.9 km,00:00:01,03:01:01,90.1 km,00:04:01,01:40:36,21.1 km,04:45:39
Anja Christine Kern,19,8,428,706,30-34,33,Berlin,DEU,---,3172,---,1.9 km,00:00:01,02:58:27,90.1 km,00:02:38,01:44:35,21.1 km,04:45:41
Luca Daledo,410,83,429,213,30-34,35,---,ITA,---,2638,---,1.9 km,00:00:01,02:54:54,90.1 km,00:02:03,01:48:45,21.1 km,04:45:43
Libor Vavak,411,24,430,1396,50-54,50,APO,CZE,---,2950,---,1.9 km,00:00:01,02:54:05,90.1 km,00:03:22,01:48:19,21.1 km,04:45:47
Riccardo Torre,412,77,431,1248,45-49,47,Italia,ITA,---,2486,---,1.9 km,00:00:01,02:52:13,90.1 km,00:03:13,01:50:27,21.1 km,04:45:54
Mario Rabitsch,413,25,432,1361,50-54,55,AT,AUT,---,2947,---,1.9 km,00:00:01,02:55:47,90.1 km,00:02:21,01:47:49,21.1 km,04:45:58
Friedrich Vossfaenger,414,57,433,166,25-29,30,DE,DEU,---,2580,---,1.9 km,00:00:01,02:49:28,90.1 km,00:03:12,01:53:20,21.1 km,04:46:01
Daniele Dono',415,78,434,1093,45-49,48,Ita,ITA,---,2484,---,1.9 km,00:00:01,02:54:47,90.1 km,00:02:56,01:48:18,21.1 km,04:46:02
Gerhard Miklautz,416,79,435,1171,45-49,46,AT,AUT,---,2481,---,1.9 km,00:00:01,02:50:47,90.1 km,00:02:49,01:52:34,21.1 km,04:46:11
Valerio Rosati,417,60,436,982,40-44,43,Terni,ITA,---,2540,---,1.9 km,00:00:01,02:39:33,90.1 km,00:02:47,02:04:00,21.1 km,04:46:21
Mitja Štern,418,81,437,623,35-39,40,Slovenija,SVN,---,2685,---,1.9 km,00:00:01,02:55:43,90.1 km,00:02:55,01:47:42,21.1 km,04:46:21
Josh Hobson,419,20,438,8,18-24,25,APO,GBR,---,2520,---,1.9 km,00:00:01,02:55:35,90.1 km,00:02:16,01:48:30,21.1 km,04:46:22
Adrian Nanulescu,420,26,439,1350,50-54,---,---,ROU,---,2936,---,1.9 km,00:00:01,02:57:23,90.1 km,00:02:18,01:46:50,21.1 km,04:46:32
K.D. Schweitzer,421,61,440,992,40-44,43,AT,AUT,---,2534,---,1.9 km,00:00:01,02:53:52,90.1 km,00:05:09,01:47:39,21.1 km,04:46:41
Stefano De Cesaris,422,84,441,1659,30-34,35,Italia,ITA,---,2620,---,1.9 km,00:00:01,02:57:36,90.1 km,00:02:11,01:46:53,21.1 km,04:46:41
Vedran Mohorovicic,423,82,442,541,35-39,40,OPATIJA,HRV,---,2678,---,1.9 km,00:00:01,02:43:03,90.1 km,00:02:47,02:00:53,21.1 km,04:46:44
Bernhard Schröppl,424,4,443,1560,55-59,57,---,DEU,---,2954,---,1.9 km,00:00:01,03:01:21,90.1 km,00:02:08,01:43:15,21.1 km,04:46:45
Aleš Seme,425,83,444,604,35-39,38,gorenjska,SVN,---,2677,---,1.9 km,00:00:01,02:50:41,90.1 km,00:03:02,01:53:05,21.1 km,04:46:49
Michael Ströhlein,426,27,445,1388,50-54,51,DE,DEU,---,2930,---,1.9 km,00:00:01,03:00:13,90.1 km,00:03:34,01:43:06,21.1 km,04:46:54
Leonardo Cacchiata,427,85,446,191,30-34,32,perugia,ITA,---,2614,---,1.9 km,00:00:01,02:50:37,90.1 km,00:03:14,01:53:10,21.1 km,04:47:02
Stefan Kutschera,428,86,447,268,30-34,32,AT,AUT,---,2614,---,1.9 km,00:00:01,02:53:59,90.1 km,00:02:07,01:50:56,21.1 km,04:47:03
Ivan Kernjus,429,84,448,504,35-39,37,Istra,HRV,---,2672,---,1.9 km,00:00:01,02:52:31,90.1 km,00:02:30,01:52:03,21.1 km,04:47:05
Claudio Convilli,430,80,449,1082,45-49,47,Italia,ITA,---,2464,---,1.9 km,00:00:01,02:55:07,90.1 km,00:03:36,01:48:24,21.1 km,04:47:08
Monika Smaruj,20,9,450,727,30-34,33,Pomorskie,POL,---,3145,---,1.9 km,00:00:01,02:54:02,90.1 km,00:02:02,01:51:06,21.1 km,04:47:11
Georg Berger,431,62,451,810,40-44,42,---,AUT,---,2523,---,1.9 km,00:00:01,02:52:27,90.1 km,00:02:04,01:52:46,21.1 km,04:47:18
Claude Have,432,28,452,1326,50-54,50,LUX,LUX,---,2922,---,1.9 km,00:00:01,02:50:37,90.1 km,00:02:23,01:54:19,21.1 km,04:47:20
Nikodem Iskra,433,85,453,497,35-39,37,Poland,POL,---,2664,---,1.9 km,00:00:01,02:50:29,90.1 km,00:02:41,01:54:20,21.1 km,04:47:31
Eike Müller,434,63,454,946,40-44,41,DE,DEU,---,2517,---,1.9 km,00:00:01,02:59:39,90.1 km,00:03:17,01:44:42,21.1 km,04:47:39
Federico Morbiato,435,64,455,945,40-44,43,---,ITA,---,2515,---,1.9 km,00:00:01,02:48:52,90.1 km,00:02:39,01:56:14,21.1 km,04:47:46
Tomasz Ksiazek,436,86,456,510,35-39,39,Malopolska,POL,---,2658,---,1.9 km,00:00:01,02:55:25,90.1 km,00:02:15,01:50:10,21.1 km,04:47:51
Miroslav Burianek,437,65,457,827,40-44,42,Hradec Králové,CZE,---,2513,---,1.9 km,00:00:01,02:57:53,90.1 km,00:02:46,01:47:13,21.1 km,04:47:53
Marco Toni Mariano,438,87,458,532,35-39,38,---,ITA,---,2657,---,1.9 km,00:00:01,03:01:35,90.1 km,00:02:01,01:44:18,21.1 km,04:47:55
Andrea Cecchinato,439,66,459,836,40-44,44,---,ITA,---,2512,---,1.9 km,00:00:01,02:50:40,90.1 km,00:04:58,01:52:18,21.1 km,04:47:57
Tania Hoffmann,21,4,460,1434,40-44,41,Lux,LUX,---,3035,---,1.9 km,00:00:01,03:01:06,90.1 km,00:02:33,01:44:19,21.1 km,04:47:59
Karol Zielonka,440,87,461,384,30-34,31,Wielkopolska,POL,---,2597,---,1.9 km,00:00:01,02:55:46,90.1 km,00:03:00,01:49:12,21.1 km,04:47:59
Petr Simanek,441,5,462,1561,55-59,56,Praha,CZE,---,2930,---,1.9 km,00:00:01,02:46:50,90.1 km,00:02:32,01:58:40,21.1 km,04:48:03
Julia Leicht,22,10,464,708,30-34,33,DE,DEU,---,3127,---,1.9 km,00:00:01,02:57:47,90.1 km,00:01:45,01:48:37,21.1 km,04:48:10
Ursula Bircheneder,23,1,465,1460,45-49,50,---,DEU,---,3500,---,1.9 km,00:00:01,02:55:10,90.1 km,00:02:31,01:50:33,21.1 km,04:48:15
Raffaele Lucato,443,29,466,1345,50-54,50,venezia,ITA,---,2905,---,1.9 km,00:00:01,02:49:49,90.1 km,00:03:10,01:55:17,21.1 km,04:48:17
Liam Hargreaves,444,21,467,3,18-24,23,UK,GBR,---,2483,---,1.9 km,00:00:01,02:58:08,90.1 km,00:02:42,01:47:33,21.1 km,04:48:24
Milo¨ Dvoák,445,67,468,854,40-44,43,CZE,CZE,---,2503,---,1.9 km,00:00:01,02:48:21,90.1 km,00:01:56,01:58:07,21.1 km,04:48:25
Boris Nago,446,68,469,947,40-44,44,Belisce,HRV,---,2502,---,1.9 km,00:00:01,03:03:42,90.1 km,00:04:34,01:40:12,21.1 km,04:48:29
Sabine Greipel,24,2,470,1501,50-54,52,---,AUT,---,3260,---,1.9 km,00:00:01,02:57:51,90.1 km,00:02:04,01:48:34,21.1 km,04:48:30
Stefan Kollegger,447,88,471,263,30-34,31,Steiermark,AUT,---,2585,---,1.9 km,00:00:01,02:46:43,90.1 km,00:03:20,01:58:34,21.1 km,04:48:38
Rodney Frost,448,30,472,1315,50-54,54,---,GBR,---,2898,---,1.9 km,00:00:01,02:49:38,90.1 km,00:02:12,01:56:50,21.1 km,04:48:41
Roberto Bosisio,449,81,473,1061,45-49,48,Lecco,ITA,---,2434,---,1.9 km,00:00:01,02:50:19,90.1 km,00:04:05,01:54:24,21.1 km,04:48:49
Marco Ravazzola,451,69,475,972,40-44,41,---,ITA,---,2492,---,1.9 km,00:00:01,02:51:52,90.1 km,00:02:20,01:54:48,21.1 km,04:49:01
Andrea Bergamini,452,31,476,1624,50-54,51,ve,ITA,---,2891,---,1.9 km,00:00:01,02:53:54,90.1 km,00:02:31,01:52:37,21.1 km,04:49:03
Davide Baggio,453,82,477,1042,45-49,48,PD,ITA,---,2428,---,1.9 km,00:00:01,02:52:36,90.1 km,00:02:49,01:53:41,21.1 km,04:49:07
Markus Sixt,454,88,478,610,35-39,39,AT,AUT,---,2636,---,1.9 km,00:00:01,02:55:14,90.1 km,00:02:48,01:51:04,21.1 km,04:49:07
Eric Herdel,455,22,479,16,18-24,22,AT,AUT,---,2470,---,1.9 km,00:00:01,03:02:36,90.1 km,00:01:40,01:44:51,21.1 km,04:49:08
Robert Reinbold,456,32,480,1367,50-54,50,Vienna,AUT,---,2888,---,1.9 km,00:00:01,02:59:57,90.1 km,00:02:32,01:46:44,21.1 km,04:49:14
Paolo Salvan,457,83,481,1218,45-49,45,italia,ITA,---,2425,---,1.9 km,00:00:01,03:04:34,90.1 km,00:03:25,01:41:19,21.1 km,04:49:19
Alice Cardoso,25,3,482,664,25-29,27,NL,DEU,---,3207,---,1.9 km,00:00:01,02:50:54,90.1 km,00:03:16,01:55:11,21.1 km,04:49:22
Alessandro Moretti,458,84,483,1174,45-49,49,---,ITA,---,2420,---,1.9 km,00:00:01,02:58:43,90.1 km,00:02:34,01:48:16,21.1 km,04:49:34
Dmitry Balyabin,459,85,484,1267,45-49,47,---,RUS,---,2419,---,1.9 km,00:00:01,02:52:48,90.1 km,00:03:17,01:53:33,21.1 km,04:49:39
Jörg Schaumberger,460,70,485,989,40-44,42,AT,AUT,---,2476,---,1.9 km,00:00:01,02:53:49,90.1 km,00:03:18,01:52:47,21.1 km,04:49:55
Florian Keclik,461,89,486,260,30-34,35,AT,AUT,---,2562,---,1.9 km,00:00:01,02:48:42,90.1 km,00:03:03,01:58:10,21.1 km,04:49:56
Guillaume Battini,462,71,487,806,40-44,42,---,FRA,---,2476,---,1.9 km,00:00:01,03:01:04,90.1 km,00:02:13,01:46:39,21.1 km,04:49:57
Philipp Gruber,463,86,488,1124,45-49,48,AT,AUT,---,2413,---,1.9 km,00:00:01,02:59:03,90.1 km,00:02:15,01:48:40,21.1 km,04:49:59
Denis Casetta,464,72,489,834,40-44,40,italia,ITA,---,2475,---,1.9 km,00:00:01,03:07:45,90.1 km,00:02:05,01:40:09,21.1 km,04:50:00
Nermin Palic,465,58,490,58,25-29,30,HNK,BIH,---,2508,---,1.9 km,00:00:01,02:54:24,90.1 km,00:04:55,01:50:42,21.1 km,04:50:02
Arno Mick,467,87,492,1169,45-49,48,---,AUT,---,2410,---,1.9 km,00:00:01,02:49:55,90.1 km,00:02:51,01:57:20,21.1 km,04:50:07
Barbara Wolfschluckner,26,5,493,792,35-39,36,AT,AUT,---,3107,---,1.9 km,00:00:01,03:00:01,90.1 km,00:02:03,01:48:09,21.1 km,04:50:14
Massimiliano Braida,468,33,494,1280,50-54,51,ITALIA,ITA,---,2870,---,1.9 km,00:00:01,02:59:18,90.1 km,00:02:22,01:48:33,21.1 km,04:50:14
Soggia C.,469,59,495,57,25-29,29,Italia,ITA,---,2503,---,1.9 km,00:00:01,02:56:53,90.1 km,00:03:24,01:50:01,21.1 km,04:50:19
Marco Frommholz,470,60,496,155,25-29,29,DE,DEU,---,2502,---,1.9 km,00:00:01,03:00:19,90.1 km,00:02:54,01:47:06,21.1 km,04:50:20
Aleksandar Bzdusok,471,73,497,831,40-44,43,"Srbija, Vojvodina",SRB,---,2468,---,1.9 km,00:00:01,02:56:33,90.1 km,00:02:27,01:51:20,21.1 km,04:50:21
Ales Rotar,472,6,498,1558,55-59,56,Ljubljana,SVN,---,2886,---,1.9 km,00:00:01,02:59:47,90.1 km,00:02:40,01:48:02,21.1 km,04:50:30
Patrik ¦ály,473,89,499,596,35-39,38,---,SVK,---,2607,---,1.9 km,00:00:01,02:54:56,90.1 km,00:04:50,01:50:54,21.1 km,04:50:41
Amy Kilpin,27,4,500,674,25-29,30,Herts,GBR,---,3183,---,1.9 km,00:00:01,02:56:53,90.1 km,00:02:10,01:51:38,21.1 km,04:50:42
Stefan Amon,474,90,501,1681,35-39,37,AT,AUT,---,2604,---,1.9 km,00:00:01,02:55:48,90.1 km,00:02:18,01:52:46,21.1 km,04:50:53
Michael Loibl,475,74,502,920,40-44,43,AT,AUT,---,2458,---,1.9 km,00:00:01,03:04:02,90.1 km,00:02:34,01:44:20,21.1 km,04:50:57
Marino Monte,476,91,503,542,35-39,36,ita,ITA,---,2602,---,1.9 km,00:00:01,03:02:43,90.1 km,00:02:24,01:45:52,21.1 km,04:51:00
Matteo Disco,477,92,504,446,35-39,36,Italia,ITA,---,2602,---,1.9 km,00:00:01,02:59:33,90.1 km,00:02:32,01:48:54,21.1 km,04:51:00
Hönyi Viktor,479,23,506,1598,18-24,72,HUN,HUN,---,2432,---,1.9 km,00:00:01,02:51:44,90.1 km,00:02:38,01:56:51,21.1 km,04:51:14
Jindrich Radisch,480,75,507,968,40-44,45,Praha 7,CZE,---,2452,---,1.9 km,00:00:01,03:00:10,90.1 km,00:03:25,01:47:39,21.1 km,04:51:15
Gerhard Leeb,481,34,508,1343,50-54,52,AT,AUT,---,2852,---,1.9 km,00:00:01,03:04:59,90.1 km,00:02:15,01:44:00,21.1 km,04:51:15
Massimo Cambruzzi,482,35,509,1288,50-54,51,ITALY,ITA,---,2851,---,1.9 km,00:00:01,02:51:19,90.1 km,00:03:42,01:56:14,21.1 km,04:51:16
Darren Picton,483,76,510,961,40-44,41,---,GBR,---,2452,---,1.9 km,00:00:01,02:56:29,90.1 km,00:03:26,01:51:20,21.1 km,04:51:16
Sara Carducci,28,11,511,1676,30-34,34,italia,ITA,---,3071,---,1.9 km,00:00:01,03:17:42,90.1 km,00:02:54,01:30:41,21.1 km,04:51:18
Chris Tzanos,484,77,512,1017,40-44,43,Gauteng,ZAF,---,2451,---,1.9 km,00:00:01,02:57:17,90.1 km,00:02:25,01:51:36,21.1 km,04:51:19
Andrea Favaron,485,78,513,860,40-44,40,Italia,ITA,---,2451,---,1.9 km,00:00:01,03:03:11,90.1 km,00:02:24,01:45:44,21.1 km,04:51:20
Mirco Mancini,486,93,514,528,35-39,38,Intl State,ITA,---,2595,---,1.9 km,00:00:01,03:04:54,90.1 km,00:03:24,01:43:03,21.1 km,04:51:22
Mirco Zanetti,487,36,515,1408,50-54,50,---,ITA,---,2849,---,1.9 km,00:00:01,02:53:45,90.1 km,00:02:39,01:54:58,21.1 km,04:51:23
Stefano Scala,488,79,516,988,40-44,44,Italia,ITA,---,2449,---,1.9 km,00:00:01,03:09:14,90.1 km,00:03:51,01:38:19,21.1 km,04:51:25
Alessandro Soprano,489,80,517,999,40-44,41,---,ITA,---,2449,---,1.9 km,00:00:01,02:57:07,90.1 km,00:03:12,01:51:05,21.1 km,04:51:25
Urska Petje,29,5,518,1442,40-44,44,Ljubljana,SVN,---,2973,---,1.9 km,00:00:01,02:53:37,90.1 km,00:03:07,01:54:40,21.1 km,04:51:25
Marco Stivanello,490,88,519,1239,45-49,48,---,ITA,---,2384,---,1.9 km,00:00:01,03:00:37,90.1 km,00:02:06,01:48:49,21.1 km,04:51:33
Sébastien Marcone,491,90,520,287,30-34,35,treviso,FRA,---,2533,---,1.9 km,00:00:01,02:55:59,90.1 km,00:04:25,01:51:08,21.1 km,04:51:33
Luká¨ Lipták,492,91,521,278,30-34,34,Czech Republic,CZE,---,2532,---,1.9 km,00:00:01,02:55:03,90.1 km,00:02:38,01:53:52,21.1 km,04:51:34
Fabio Cavasin,494,94,523,431,35-39,37,Italia,ITA,---,2588,---,1.9 km,00:00:01,03:00:03,90.1 km,00:02:48,01:48:52,21.1 km,04:51:44
Nicola Bortolus,495,95,524,416,35-39,39,ITALIA,ITA,---,2588,---,1.9 km,00:00:01,02:55:17,90.1 km,00:02:56,01:53:31,21.1 km,04:51:45
Fredl Faustmann,496,81,525,858,40-44,44,AT,AUT,---,2443,---,1.9 km,00:00:01,02:47:17,90.1 km,00:02:43,02:01:44,21.1 km,04:51:45
Gabriela Hejtíková,30,12,526,628,30-34,35,Intl State,CZE,---,3061,---,1.9 km,00:00:01,03:09:02,90.1 km,00:01:48,01:41:01,21.1 km,04:51:52
Claudia Maragno,31,6,527,1438,40-44,41,PADOVA,ITA,---,2965,---,1.9 km,00:00:01,03:04:09,90.1 km,00:02:46,01:44:57,21.1 km,04:51:53
Patrick Schmidlechner,497,92,528,341,30-34,30,AT,AUT,---,2526,---,1.9 km,00:00:01,02:56:32,90.1 km,00:02:25,01:52:58,21.1 km,04:51:56
Jose Acosta,498,89,529,1034,45-49,45,AE,USA,---,2378,---,1.9 km,00:00:01,02:59:17,90.1 km,00:02:15,01:50:23,21.1 km,04:51:56
Ronald Erkenger,499,96,530,452,35-39,39,AT,AUT,---,2584,---,1.9 km,00:00:01,03:00:46,90.1 km,00:02:31,01:48:42,21.1 km,04:52:00
David Catela,500,97,531,430,35-39,36,SE,SWE,---,2579,---,1.9 km,00:00:01,02:58:21,90.1 km,00:03:21,01:50:31,21.1 km,04:52:14
Toma¸ Lenart,501,61,532,34,25-29,28,---,SVN,---,2467,---,1.9 km,00:00:01,02:45:25,90.1 km,00:03:42,02:03:11,21.1 km,04:52:19
Marco Bonetti,502,82,533,817,40-44,42,Italia,ITA,---,2433,---,1.9 km,00:00:01,03:00:53,90.1 km,00:02:29,01:48:57,21.1 km,04:52:20
Giorgia La Monaca,32,6,534,761,35-39,39,ITA,ITA,---,3068,---,1.9 km,00:00:01,03:01:17,90.1 km,00:02:19,01:48:48,21.1 km,04:52:25
Andrea Cavina,503,98,535,432,35-39,36,RA,ITA,---,2576,---,1.9 km,00:00:01,02:52:24,90.1 km,00:03:25,01:56:36,21.1 km,04:52:26
Ivan Chumachenko,504,93,536,201,30-34,33,Moscow region,RUS,---,2517,---,1.9 km,00:00:01,03:01:38,90.1 km,00:03:12,01:47:35,21.1 km,04:52:26
Shawn Kleinstiver,505,37,537,1339,50-54,51,AZ,USA,---,2825,---,1.9 km,00:00:01,02:58:50,90.1 km,00:05:01,01:48:50,21.1 km,04:52:42
Alberto Biasin,506,90,538,1055,45-49,50,ITA,ITA,---,2363,---,1.9 km,00:00:01,03:06:03,90.1 km,00:03:02,01:43:37,21.1 km,04:52:43
Razvan Ionut Florea,507,99,539,463,35-39,35,Romania,ROU,---,2571,---,1.9 km,00:00:01,02:52:20,90.1 km,00:02:46,01:57:36,21.1 km,04:52:43
Massimo Baccei,508,91,540,1039,45-49,50,Forlì,ITA,---,2360,---,1.9 km,00:00:01,02:58:54,90.1 km,00:02:31,01:51:28,21.1 km,04:52:54
Boštjan Zavadlav,509,94,541,382,30-34,33,Ljubljana,SVN,---,2508,---,1.9 km,00:00:01,03:00:46,90.1 km,00:03:41,01:48:28,21.1 km,04:52:56
Roberto De Vivo,510,38,542,1305,50-54,54,Italia,ITA,---,2817,---,1.9 km,00:00:01,03:07:28,90.1 km,00:03:05,01:42:35,21.1 km,04:53:09
Karl Hassall,511,100,543,487,35-39,36,QLD,GBR,---,2561,---,1.9 km,00:00:01,03:00:04,90.1 km,00:03:37,01:49:33,21.1 km,04:53:15
Alexandre Florio,512,95,544,230,30-34,35,AT,BRA,---,2501,---,1.9 km,00:00:01,02:53:54,90.1 km,00:02:47,01:56:36,21.1 km,04:53:18
Aldo Nobili,513,7,545,1555,55-59,60,Intl State,ITA,---,2834,---,1.9 km,00:00:01,02:47:49,90.1 km,00:03:08,02:02:28,21.1 km,04:53:26
René Weber,514,83,546,1026,40-44,45,DE,DEU,---,2413,---,1.9 km,00:00:01,02:59:11,90.1 km,00:03:32,01:50:42,21.1 km,04:53:26
Kurt Timmerer,515,101,547,634,35-39,---,AT,AUT,---,2557,---,1.9 km,00:00:01,02:56:55,90.1 km,00:02:08,01:54:26,21.1 km,04:53:30
Rok Mlinaric,516,96,548,304,30-34,31,AT,SVN,---,2495,---,1.9 km,00:00:01,03:06:32,90.1 km,00:03:30,01:43:37,21.1 km,04:53:40
Sandi Novak,517,84,549,949,40-44,42,Slovenia,SVN,---,2407,---,1.9 km,00:00:01,03:04:08,90.1 km,00:03:38,01:46:00,21.1 km,04:53:47
Peter Benda,518,97,550,181,30-34,33,Bratislava,SVK,---,2492,---,1.9 km,00:00:01,03:03:22,90.1 km,00:05:32,01:44:54,21.1 km,04:53:49
Andreas Kulle,519,92,551,1148,45-49,50,AT,AUT,---,2341,---,1.9 km,00:00:01,02:51:51,90.1 km,00:03:10,01:58:56,21.1 km,04:53:58
Antonio Sacchi,520,93,552,1637,45-49,45,Italia,ITA,---,2339,---,1.9 km,00:00:01,03:02:19,90.1 km,00:02:24,01:49:21,21.1 km,04:54:05
Alain Picherit,521,3,553,1582,60-64,61,---,LUX,---,3313,---,1.9 km,00:00:01,03:01:45,90.1 km,00:02:51,01:49:29,21.1 km,04:54:06
Severin Katzensteiner,522,62,554,65,25-29,30,AT,AUT,---,2433,---,1.9 km,00:00:01,02:56:47,90.1 km,00:02:57,01:54:25,21.1 km,04:54:10
Daniele Mazzola,523,39,555,1348,50-54,52,CH,CHE,---,2799,---,1.9 km,00:00:01,02:54:43,90.1 km,00:02:50,01:56:37,21.1 km,04:54:11
Alberto Milani,524,98,556,301,30-34,30,ITA,ITA,---,2484,---,1.9 km,00:00:01,02:59:16,90.1 km,00:03:34,01:51:23,21.1 km,04:54:14
Roberto Gorin,525,102,557,1618,35-39,38,ITALIA,ITA,---,2543,---,1.9 km,00:00:01,03:00:37,90.1 km,00:03:55,01:49:43,21.1 km,04:54:16
Alexis Maizel,526,85,558,928,40-44,41,DE,DEU,---,2398,---,1.9 km,00:00:01,02:57:52,90.1 km,00:02:06,01:54:17,21.1 km,04:54:16
Mark Cox,527,99,559,210,30-34,34,west yorkshire,GBR,---,2482,---,1.9 km,00:00:01,02:52:42,90.1 km,00:04:00,01:57:38,21.1 km,04:54:21
Massimiliano Lenci,528,94,560,1151,45-49,50,italia,ITA,---,2333,---,1.9 km,00:00:01,02:56:59,90.1 km,00:01:57,01:55:27,21.1 km,04:54:24
Andreas Schaffrath,529,40,561,1376,50-54,52,DE,DEU,---,2794,---,1.9 km,00:00:01,02:51:37,90.1 km,00:02:47,02:00:03,21.1 km,04:54:28
Igor Avdeev,530,86,562,804,40-44,43,Moscow,RUS,---,2393,---,1.9 km,00:00:01,03:03:08,90.1 km,00:03:52,01:47:33,21.1 km,04:54:34
