name,genderRank,divRank,overallRank,bib,division,age,state,country,profession,points,swim,swimDistance,t1,bike,bikeDistance,t2,run,runDistance,overall
Brett Girven,159,29,173,589,35-39,36,---,NZL,---,2759,---,1.9 km,00:01:32,02:20:56,90.1 km,00:01:34,01:54:44,21.1 km,04:18:46
Helder Francisco,160,19,174,111,40-44,41,DXB,PRT,---,2726,---,1.9 km,00:01:36,02:37:34,90.1 km,00:02:05,01:37:43,21.1 km,04:18:58
Louella O'Herlihy,15,2,175,274,45-49,47,---,GBR,---,3456,---,1.9 km,00:01:44,02:34:24,90.1 km,00:01:57,01:41:15,21.1 km,04:19:20
Serge Goutard,161,12,176,830,50-54,55,---,FRA,---,3040,---,1.9 km,00:01:47,02:27:28,90.1 km,00:01:11,01:49:11,21.1 km,04:19:37
Haythem El-Ansary,162,30,177,576,35-39,38,SG,AUS,---,2740,---,1.9 km,00:01:26,02:25:11,90.1 km,00:01:09,01:52:03,21.1 km,04:19:49
Tito Rodriguez,163,31,178,477,35-39,37,Kuwait,ESP,---,2738,---,1.9 km,00:01:22,02:36:51,90.1 km,00:01:29,01:40:15,21.1 km,04:19:57
Ronnie De Pryck,164,20,179,652,40-44,42,DXB,LUX,---,2705,---,1.9 km,00:01:38,02:27:00,90.1 km,00:01:56,01:49:31,21.1 km,04:20:05
Abdulrahman Alhosani,165,28,180,433,30-34,31,AUH,ARE,---,2721,---,1.9 km,00:01:36,02:38:59,90.1 km,00:01:04,01:38:29,21.1 km,04:20:08
Alex Holzinger-Elias,166,21,181,678,40-44,---,AL,DEU,---,2702,---,1.9 km,00:02:05,02:25:11,90.1 km,00:01:52,01:51:09,21.1 km,04:20:17
Gerard Wattam,167,22,182,730,40-44,40,essex,GBR,---,2698,---,1.9 km,00:01:36,02:26:41,90.1 km,00:01:32,01:50:41,21.1 km,04:20:30
David Hunt,168,13,183,806,50-54,51,DXB,GBR,---,3013,---,1.9 km,00:01:27,02:32:00,90.1 km,00:01:27,01:46:13,21.1 km,04:21:07
Jan Gremmen,169,23,184,651,40-44,43,---,NLD,---,2660,---,1.9 km,00:01:52,02:32:23,90.1 km,00:01:48,01:46:35,21.1 km,04:22:38
Yerzhan Izdikov,170,29,185,431,30-34,32,050040,KAZ,---,2672,---,1.9 km,00:01:32,02:35:14,90.1 km,00:01:18,01:44:47,21.1 km,04:22:51
Tanguy Dadon,171,5,186,862,55-59,56,FR,FRA,---,3247,---,1.9 km,00:01:41,02:33:58,90.1 km,00:01:44,01:45:42,21.1 km,04:23:05
Frederic Lemaire,172,24,187,673,40-44,43,SG,FRA,---,2648,---,1.9 km,00:01:46,02:35:17,90.1 km,00:01:39,01:44:34,21.1 km,04:23:16
Mark Fourie,173,25,188,655,40-44,43,DXB,ZAF,---,2643,---,1.9 km,00:01:50,02:24:24,90.1 km,00:01:28,01:55:52,21.1 km,04:23:34
Martin Bond,174,26,189,112,40-44,43,DXB,GBR,---,2642,---,1.9 km,00:01:18,02:16:50,90.1 km,00:01:29,02:04:00,21.1 km,04:23:37
Andreas Sellin,175,32,190,590,35-39,37,---,SWE,---,2671,---,1.9 km,00:01:46,02:29:58,90.1 km,00:01:43,01:50:12,21.1 km,04:23:39
John Tinetti,176,21,191,784,45-49,50,HI,USA,---,2732,---,1.9 km,00:01:29,02:26:17,90.1 km,00:02:06,01:53:58,21.1 km,04:23:50
Ewan Cameron Cameron,177,22,192,740,45-49,---,QLD,GBR,---,2729,---,1.9 km,00:01:24,02:36:46,90.1 km,00:01:19,01:44:30,21.1 km,04:23:59
Daniel Vogel,178,30,193,386,30-34,32,DE,DEU,---,2649,---,1.9 km,00:01:45,02:23:55,90.1 km,00:02:09,01:56:19,21.1 km,04:24:08
Michel Gusbin,179,23,194,899,45-49,49,BE,BEL,---,2726,---,1.9 km,00:01:28,02:31:01,90.1 km,00:02:38,01:49:04,21.1 km,04:24:11
Hussain Alqallaf,180,33,195,486,35-39,37,---,KWT,---,2662,---,1.9 km,00:01:41,02:33:30,90.1 km,00:01:44,01:47:16,21.1 km,04:24:11
Hamad Almansoori,181,6,196,312,18-24,22,Bahrain,BHR,---,2740,---,1.9 km,00:01:01,02:20:52,90.1 km,00:01:18,02:01:00,21.1 km,04:24:11
Hamad Sharaf Alghanem,182,12,197,321,25-29,---,EA,SAU,---,2600,---,1.9 km,00:01:37,02:28:27,90.1 km,00:01:24,01:52:52,21.1 km,04:24:20
Andrew Allan Sword,183,31,198,445,30-34,---,MA,IRL,---,2642,---,1.9 km,00:01:21,02:34:08,90.1 km,00:01:45,01:47:19,21.1 km,04:24:33
Phil Solarski,184,34,199,594,35-39,38,AM,GBR,---,2643,---,1.9 km,00:01:31,02:40:13,90.1 km,00:02:26,01:41:02,21.1 km,04:25:12
Matteo Fransos,185,27,200,693,40-44,---,IT,ITA,---,2611,---,1.9 km,00:01:32,02:39:47,90.1 km,00:01:06,01:42:56,21.1 km,04:25:21
Olivier Gemayel,186,35,201,476,35-39,39,Lebanon,LBN,---,2639,---,1.9 km,00:01:37,02:24:07,90.1 km,00:01:29,01:58:14,21.1 km,04:25:27
Andrew Verb,187,14,202,821,50-54,52,IL,USA,---,2933,---,1.9 km,00:01:39,02:30:36,90.1 km,00:01:49,01:51:28,21.1 km,04:25:32
Jennifer Geluk,16,2,203,132,35-39,37,Doha,NZL,---,3336,---,1.9 km,00:01:42,02:36:11,90.1 km,00:01:35,01:46:32,21.1 km,04:26:00
David Cunningham,188,36,204,584,35-39,---,CH,IRL,---,2626,---,1.9 km,00:01:36,02:28:31,90.1 km,00:01:19,01:54:45,21.1 km,04:26:11
Thomas Brackmann,189,37,205,585,35-39,39,---,DEU,---,2624,---,1.9 km,00:01:59,02:33:12,90.1 km,00:01:29,01:49:38,21.1 km,04:26:18
Evelyne Niederberger,17,4,206,184,30-34,33,---,CHE,---,3133,---,1.9 km,00:01:13,02:40:03,90.1 km,00:01:03,01:44:01,21.1 km,04:26:20
Paolo Volani,190,28,207,648,40-44,42,DXB,ITA,---,2591,---,1.9 km,00:01:29,02:29:43,90.1 km,00:01:00,01:54:14,21.1 km,04:26:26
Isora Sosa,18,5,208,207,30-34,33,ES,ESP,---,3131,---,1.9 km,00:01:54,02:32:38,90.1 km,00:01:12,01:50:42,21.1 km,04:26:26
Bradley Holliday,191,32,209,927,30-34,35,Muscat,ZAF,---,2606,---,1.9 km,00:01:25,02:42:40,90.1 km,00:01:18,01:41:10,21.1 km,04:26:33
Raul Minarro Palacios,193,38,211,526,35-39,37,RIYADH,ESP,---,2611,---,1.9 km,00:01:39,02:25:52,90.1 km,00:01:39,01:57:49,21.1 km,04:26:59
Abdulla Farhan,194,13,212,382,25-29,---,DX,ARE,---,2549,---,1.9 km,00:01:18,02:37:20,90.1 km,00:01:00,01:47:31,21.1 km,04:27:09
Ahmed Jbar,195,39,213,617,35-39,39,Other,ARE,---,2603,---,1.9 km,00:01:31,02:39:32,90.1 km,00:01:55,01:44:27,21.1 km,04:27:25
Tim Owen,196,15,214,804,50-54,---,NO,GBR,---,2899,---,1.9 km,00:01:32,02:32:18,90.1 km,00:01:11,01:52:26,21.1 km,04:27:27
Marco Albrecht,197,33,215,449,30-34,32,UAE,DEU,---,2588,---,1.9 km,00:01:24,02:28:49,90.1 km,00:01:32,01:55:46,21.1 km,04:27:31
Pavel Golikov,198,34,216,462,30-34,30,Eastern province,RUS,---,2587,---,1.9 km,00:01:29,02:29:24,90.1 km,00:01:33,01:55:10,21.1 km,04:27:36
Lisa Ann Hancox,19,3,217,216,35-39,38,DXB,GBR,---,3307,---,1.9 km,00:01:35,02:34:15,90.1 km,00:01:01,01:50:47,21.1 km,04:27:38
Suleiman Al-Alawi,199,29,218,671,40-44,---,11,OMN,---,2567,---,1.9 km,00:01:26,02:33:52,90.1 km,00:02:19,01:50:11,21.1 km,04:27:48
Abigail Bartholomew,20,6,219,204,30-34,34,Hants,KWT,---,3099,---,1.9 km,00:01:50,02:43:14,90.1 km,00:01:25,01:41:44,21.1 km,04:28:13
Marco Nardelli Leonardi,200,24,220,896,45-49,49,ITALIA,ITA,---,2651,---,1.9 km,00:01:26,02:26:08,90.1 km,00:02:57,01:57:49,21.1 km,04:28:20
Pierre Daniel,201,35,221,393,30-34,35,/,FRA,---,2572,---,1.9 km,00:01:17,02:30:44,90.1 km,00:01:17,01:55:09,21.1 km,04:28:27
Mark Little,202,30,222,684,40-44,44,---,GBR,---,2553,---,1.9 km,00:01:38,02:34:05,90.1 km,00:01:26,01:51:24,21.1 km,04:28:33
Dawid Pikor,203,14,223,105,25-29,29,CH,POL,---,2521,---,1.9 km,00:01:25,02:32:23,90.1 km,00:00:42,01:54:11,21.1 km,04:28:41
Yury Popov,204,40,224,575,35-39,40,Moscow,RUS,---,2579,---,1.9 km,00:01:31,02:37:58,90.1 km,00:01:40,01:47:36,21.1 km,04:28:45
Fabio Schuler,205,31,225,696,40-44,41,---,BRA,---,2543,---,1.9 km,00:01:20,02:35:08,90.1 km,00:01:05,01:51:35,21.1 km,04:29:08
Diego Soto,206,32,226,124,40-44,43,TX,USA,---,2542,---,1.9 km,00:01:28,02:23:57,90.1 km,00:01:45,02:02:00,21.1 km,04:29:10
Abdallah Alireza,207,7,227,309,18-24,---,CH,SAU,---,2646,---,1.9 km,00:01:23,02:44:49,90.1 km,00:01:25,01:41:49,21.1 km,04:29:26
Lynette Joy Warn,21,1,228,133,50-54,52,DXB,ARE,---,3500,---,1.9 km,00:01:32,02:40:50,90.1 km,00:01:26,01:45:50,21.1 km,04:29:38
Albert Megens,208,25,229,759,45-49,48,NL,NLD,---,2627,---,1.9 km,00:01:24,02:27:15,90.1 km,00:01:52,01:59:10,21.1 km,04:29:41
Matteo Cantieri,209,41,230,612,35-39,39,Bologna,ITA,---,2556,---,1.9 km,00:01:35,02:29:10,90.1 km,00:00:55,01:58:24,21.1 km,04:30:04
Mike Bermingham,210,16,231,826,50-54,53,DXB,CAN,---,2848,---,1.9 km,00:01:44,02:36:07,90.1 km,00:01:50,01:50:34,21.1 km,04:30:15
Kelly Ryan,22,7,232,101,30-34,32,HI,USA,---,3062,---,1.9 km,00:01:20,02:36:15,90.1 km,00:01:38,01:51:04,21.1 km,04:30:17
Mitchell Lawson,211,15,233,356,25-29,---,BL,GBR,---,2492,---,1.9 km,00:01:48,02:36:34,90.1 km,00:01:41,01:50:14,21.1 km,04:30:17
Bernat Vinals Vilarnau,212,42,234,904,35-39,38,ES,ESP,---,2550,---,1.9 km,00:01:16,02:43:05,90.1 km,00:01:12,01:44:49,21.1 km,04:30:22
Nicholas Johnson,213,26,235,790,45-49,47,West Bay,AUS,---,2610,---,1.9 km,00:01:53,02:36:28,90.1 km,00:02:21,01:49:53,21.1 km,04:30:35
Oliver Sorby,214,36,236,443,30-34,34,Wimbledon,GBR,---,2530,---,1.9 km,00:01:18,02:43:07,90.1 km,00:01:49,01:44:33,21.1 km,04:30:47
Tomokazu Toyoumi,215,43,237,597,35-39,---,MA,JPN,---,2537,---,1.9 km,00:01:31,02:42:41,90.1 km,00:03:41,01:43:12,21.1 km,04:31:05
Abdulmajeed Almuayqil,216,16,238,368,25-29,29,Riyadh,SAU,---,2476,---,1.9 km,00:01:43,02:46:46,90.1 km,00:01:19,01:41:23,21.1 km,04:31:11
Maryanne Octave,23,1,239,900,40-44,42,---,BEL,---,3500,---,1.9 km,00:01:31,02:41:13,90.1 km,00:01:39,01:47:03,21.1 km,04:31:26
Virginia Vasconcelos,24,2,241,119,40-44,40,GO,BRA,---,3493,---,1.9 km,00:01:30,02:42:10,90.1 km,00:01:51,01:46:18,21.1 km,04:31:49
Emre Tacir,218,33,242,727,40-44,43,beylikduzu,TUR,---,2492,---,1.9 km,00:01:41,02:41:01,90.1 km,00:01:11,01:48:02,21.1 km,04:31:55
Marek Nemcik,219,22,243,24,PRO,41,Intl State,SVK,---,2046,---,1.9 km,00:01:10,02:35:37,90.1 km,00:01:41,01:53:33,21.1 km,04:32:01
Hamish Greenwood,220,17,244,340,25-29,27,---,GBR,---,2457,---,1.9 km,00:01:25,02:31:57,90.1 km,00:03:27,01:55:27,21.1 km,04:32:16
Janne Block,221,34,245,701,40-44,43,SE,SWE,---,2483,---,1.9 km,00:01:37,02:31:33,90.1 km,00:01:30,01:57:47,21.1 km,04:32:27
Amer Ebrahim,222,44,246,496,35-39,---,---,BHR,---,2511,---,1.9 km,00:01:30,02:43:53,90.1 km,00:02:07,01:45:03,21.1 km,04:32:33
Rudi Van Boven,223,27,247,775,45-49,---,MU,NLD,---,2573,---,1.9 km,00:01:37,02:35:54,90.1 km,00:02:54,01:52:13,21.1 km,04:32:38
Norbert Bota,224,18,248,357,25-29,30,Budapest,HUN,---,2441,---,1.9 km,00:01:26,02:38:28,90.1 km,00:02:50,01:50:23,21.1 km,04:33:07
Alessandro Dimauro,225,28,249,781,45-49,47,---,ITA,---,2565,---,1.9 km,00:01:59,02:47:49,90.1 km,00:01:31,01:41:48,21.1 km,04:33:07
Karsten Due,226,29,250,750,45-49,46,DXB,ARE,---,2559,---,1.9 km,00:01:38,02:28:46,90.1 km,00:01:40,02:01:23,21.1 km,04:33:27
May Alhaji,25,8,252,189,30-34,35,Bahrain,BHR,---,3004,---,1.9 km,00:01:38,02:41:42,90.1 km,00:01:13,01:48:59,21.1 km,04:33:32
Jeroen Van Willigen,228,45,253,608,35-39,---,AM,NLD,---,2492,---,1.9 km,00:01:18,02:40:43,90.1 km,00:01:49,01:49:48,21.1 km,04:33:38
Audrey Syren,26,9,254,117,30-34,33,---,FRA,---,3002,---,1.9 km,00:01:28,02:35:45,90.1 km,00:01:13,01:55:13,21.1 km,04:33:39
Radek Podracky,229,35,255,638,40-44,45,DXB,CZE,---,2448,---,1.9 km,00:01:24,02:30:56,90.1 km,00:01:56,02:00:08,21.1 km,04:34:24
Chris Seeley,230,46,256,519,35-39,38,DXB,GBR,---,2477,---,1.9 km,00:01:30,02:45:26,90.1 km,00:01:17,01:46:12,21.1 km,04:34:25
Hasan Moosa Redha Ha Alqassab,231,37,257,419,30-34,---,BA,BHR,---,2464,---,1.9 km,00:01:30,02:34:58,90.1 km,00:01:02,01:56:56,21.1 km,04:34:26
Noel Rossouw,232,6,258,151,55-59,57,DXB,ZAF,---,3037,---,1.9 km,00:01:37,02:51:12,90.1 km,00:01:41,01:40:14,21.1 km,04:34:44
Claudio Fabbri,233,36,259,126,40-44,44,FR,MCO,---,2438,---,1.9 km,00:01:22,02:34:56,90.1 km,00:02:49,01:55:49,21.1 km,04:34:56
Clare Mccabe,27,3,260,264,40-44,44,AUH,GBR,---,3434,---,1.9 km,00:01:53,02:44:43,90.1 km,00:01:40,01:46:48,21.1 km,04:35:04
Leyla Porteus,28,4,261,131,35-39,40,NC,AUS,---,3166,---,1.9 km,00:01:47,02:42:07,90.1 km,00:01:05,01:50:28,21.1 km,04:35:27
Ebrahim Alromaihi,234,8,262,298,18-24,24,Doha,QAT,---,2537,---,1.9 km,00:01:35,02:39:05,90.1 km,00:01:19,01:53:28,21.1 km,04:35:27
Ali Janahi,236,19,264,369,25-29,30,Riffa,BHR,---,2377,---,1.9 km,00:01:57,02:31:45,90.1 km,00:01:39,02:01:20,21.1 km,04:36:41
Michael Craven,237,47,265,570,35-39,38,manama,IRL,---,2431,---,1.9 km,00:01:49,02:34:28,90.1 km,00:02:39,01:58:04,21.1 km,04:37:00
Rolf Asmund,238,37,266,653,40-44,41,DK,DNK,---,2397,---,1.9 km,00:01:38,02:41:08,90.1 km,00:02:36,01:51:50,21.1 km,04:37:12
Marina Lovrek,29,1,267,177,25-29,29,Seef,HRV,---,3500,---,1.9 km,00:01:33,02:37:57,90.1 km,00:01:15,01:56:44,21.1 km,04:37:29
Jörg Alex,239,17,268,817,50-54,53,---,DEU,---,2714,---,1.9 km,00:01:40,02:39:03,90.1 km,00:01:01,01:55:57,21.1 km,04:37:41
Lorenzo Zurlo,240,38,269,906,40-44,---,italy,ITA,---,2387,---,1.9 km,00:01:19,02:30:48,90.1 km,00:01:55,02:03:46,21.1 km,04:37:48
Alberto Massola,241,38,270,457,30-34,---,IT,ITA,---,2401,---,1.9 km,00:01:30,02:42:23,90.1 km,00:01:11,01:52:51,21.1 km,04:37:55
Stevie Morgan,242,7,271,868,55-59,56,---,UGA,---,2975,---,1.9 km,00:01:40,02:24:27,90.1 km,00:02:19,02:09:45,21.1 km,04:38:11
Hirst Michael,243,9,272,949,18-24,---,---,GBR,---,2488,---,1.9 km,00:01:46,02:38:42,90.1 km,00:04:03,01:53:42,21.1 km,04:38:13
Ahmad Alsharhan,244,20,273,363,25-29,29,---,KWT,---,2348,---,1.9 km,00:01:37,02:32:37,90.1 km,00:01:22,02:02:41,21.1 km,04:38:17
Jerico Mangunay,245,21,274,332,25-29,30,---,PHL,---,2348,---,1.9 km,00:01:30,02:31:38,90.1 km,00:01:14,02:03:57,21.1 km,04:38:19
Pascal Dufour,246,30,275,734,45-49,46,Hawali,FRA,---,2468,---,1.9 km,00:01:36,02:45:58,90.1 km,00:01:13,01:49:44,21.1 km,04:38:31
Michael Aikman,247,18,276,834,50-54,52,TX,CAN,---,2697,---,1.9 km,00:01:39,02:46:40,90.1 km,00:03:29,01:46:50,21.1 km,04:38:38
Franco Ravaglia,248,19,277,897,50-54,54,---,ITA,---,2697,---,1.9 km,00:01:46,02:35:29,90.1 km,00:02:13,01:59:12,21.1 km,04:38:40
Bora Yucel,249,39,278,666,40-44,40,---,TUR,---,2371,---,1.9 km,00:01:41,02:36:24,90.1 km,00:01:50,01:58:46,21.1 km,04:38:41
Charles Fraser,250,48,279,604,35-39,---,BA,NZL,---,2400,---,1.9 km,00:02:00,02:40:43,90.1 km,00:01:43,01:54:17,21.1 km,04:38:43
John Dunkerley,251,31,280,773,45-49,47,Bahrain,GBR,---,2464,---,1.9 km,00:01:37,02:30:44,90.1 km,00:00:59,02:05:24,21.1 km,04:38:44
Bryce Fluker,252,39,281,444,30-34,30,TX,USA,---,2383,---,1.9 km,00:01:24,02:39:34,90.1 km,00:01:46,01:56:12,21.1 km,04:38:56
Jameel Jassim Jawad,253,40,282,635,40-44,---,JI,BHR,---,2365,---,1.9 km,00:01:50,02:35:02,90.1 km,00:02:25,01:59:44,21.1 km,04:39:01
Christophe Roux,254,49,283,480,35-39,38,DXB,FRA,---,2394,---,1.9 km,00:01:36,02:38:28,90.1 km,00:01:38,01:57:22,21.1 km,04:39:04
Simon Noël,255,40,284,421,30-34,31,DXB,FRA,---,2379,---,1.9 km,00:01:41,02:35:15,90.1 km,00:01:35,02:00:39,21.1 km,04:39:10
Vladimir Sarybekov,256,41,285,434,30-34,---,AL,KAZ,---,2371,---,1.9 km,00:01:36,02:46:34,90.1 km,00:01:35,01:49:50,21.1 km,04:39:35
Andrew Kilshaw Kilshaw,257,32,286,742,45-49,---,DO,AUS,---,2444,---,1.9 km,00:01:36,02:46:17,90.1 km,00:01:22,01:50:33,21.1 km,04:39:48
Zaid Bader Altaweel,258,22,287,318,25-29,---,EA,SAU,---,2318,---,1.9 km,00:01:38,02:40:02,90.1 km,00:01:50,01:56:27,21.1 km,04:39:57
Jonathan Baron,259,41,288,713,40-44,42,---,GBR,---,2347,---,1.9 km,00:01:55,02:42:40,90.1 km,00:03:10,01:52:14,21.1 km,04:39:59
Marcella Moohan,30,4,289,241,40-44,43,DXB,GBR,---,3342,---,1.9 km,00:01:27,02:36:33,90.1 km,00:01:31,02:00:41,21.1 km,04:40:12
Linda Blakely,31,5,290,102,40-44,42,---,GBR,---,3336,---,1.9 km,00:01:38,02:46:21,90.1 km,00:01:27,01:51:05,21.1 km,04:40:31
Sergio De Luca,260,50,291,583,35-39,---,IT,ITA,---,2368,---,1.9 km,00:01:41,02:39:39,90.1 km,00:01:54,01:57:17,21.1 km,04:40:31
Kim Crawford,32,3,292,270,45-49,48,NS,CAN,---,3073,---,1.9 km,00:02:05,02:41:51,90.1 km,00:01:11,01:55:30,21.1 km,04:40:37
Charlotte Berner,33,6,293,255,40-44,44,---,DNK,---,3333,---,1.9 km,00:01:51,02:48:39,90.1 km,00:01:31,01:48:39,21.1 km,04:40:40
Tom Garrett,261,10,294,303,18-24,25,---,GBR,---,2440,---,1.9 km,00:02:05,02:54:06,90.1 km,00:02:03,01:42:39,21.1 km,04:40:53
Declan Gaynor,262,51,295,560,35-39,---,AM,IRL,---,2357,---,1.9 km,00:01:23,02:48:41,90.1 km,00:03:02,01:47:59,21.1 km,04:41:05
Simon Bywater,263,23,296,384,25-29,---,SA,GBR,---,2296,---,1.9 km,00:01:39,03:00:38,90.1 km,00:02:21,01:36:34,21.1 km,04:41:12
Adam Wilkes,264,52,297,605,35-39,39,Northern Governate,GBR,---,2351,---,1.9 km,00:01:40,02:44:32,90.1 km,---,01:55:14,21.1 km,04:41:26
Khadiga Amin,34,10,298,185,30-34,31,egypt,EGY,---,2861,---,1.9 km,00:01:29,02:39:20,90.1 km,00:02:00,01:58:40,21.1 km,04:41:29
Bruno Morand,265,42,299,455,30-34,34,---,BRA,---,2333,---,1.9 km,00:01:32,02:37:15,90.1 km,00:02:04,02:00:51,21.1 km,04:41:42
Beth Lakier,35,4,300,278,45-49,49,IL,USA,---,3053,---,1.9 km,00:02:00,02:46:37,90.1 km,00:02:04,01:51:04,21.1 km,04:41:45
Matthew Rushton,266,42,301,679,40-44,41,Kingdon of Bahrain,ZAF,---,2315,---,1.9 km,00:01:34,02:33:16,90.1 km,00:01:21,02:05:34,21.1 km,04:41:45
Nagima Kerimbayeva,36,7,302,256,40-44,41,Almaty,KAZ,---,3314,---,1.9 km,00:01:34,02:42:10,90.1 km,00:01:36,01:56:26,21.1 km,04:41:46
sebastien jaulent,267,43,303,396,30-34,31,Abu dhabi,FRA,---,2327,---,1.9 km,00:01:28,02:38:39,90.1 km,00:02:07,01:59:50,21.1 km,04:42:04
Nicolas Jacobs,268,43,304,940,40-44,41,DXB,ZAF,---,2309,---,1.9 km,00:01:31,02:27:55,90.1 km,00:02:50,02:09:52,21.1 km,04:42:08
Hendrik Meiring,270,44,306,446,30-34,---,BA,ZAF,---,2314,---,1.9 km,00:01:48,02:48:20,90.1 km,00:02:40,01:49:57,21.1 km,04:42:45
Dmitry MELNIKOV,271,45,307,454,30-34,32,---,RUS,---,2314,---,1.9 km,00:01:27,02:37:58,90.1 km,00:02:40,02:00:42,21.1 km,04:42:47
Joel Driscoll,272,46,308,436,30-34,---,BE,GBR,---,2313,---,1.9 km,00:01:31,02:48:00,90.1 km,00:01:47,01:51:32,21.1 km,04:42:50
Annabelle Rust,37,11,309,195,30-34,35,DXB,FRA,---,2828,---,1.9 km,00:01:47,02:50:35,90.1 km,00:01:42,01:49:13,21.1 km,04:43:17
Asem Kunakbayeva,38,12,310,205,30-34,31,Almaty,KAZ,---,2828,---,1.9 km,00:01:28,02:51:15,90.1 km,00:01:47,01:48:49,21.1 km,04:43:19
Craig Broome,274,53,312,581,35-39,36,---,GBR,---,2311,---,1.9 km,00:01:28,02:31:52,90.1 km,00:01:35,02:08:44,21.1 km,04:43:39
Rabih Farsoun,275,54,313,529,35-39,---,BE,LBN,---,2309,---,1.9 km,00:01:50,02:44:40,90.1 km,00:02:32,01:54:46,21.1 km,04:43:48
Simon Chorlton,276,33,314,799,45-49,---,---,GBR,---,2372,---,1.9 km,00:01:40,02:31:11,90.1 km,00:01:30,02:09:29,21.1 km,04:43:50
Juan Jose Somoza,277,44,315,699,40-44,45,Doha,VEN,---,2277,---,1.9 km,00:01:35,02:39:23,90.1 km,00:01:57,02:00:58,21.1 km,04:43:53
Khalid Bualay,278,24,316,901,25-29,---,BA,BHR,---,2247,---,1.9 km,00:01:40,02:49:42,90.1 km,00:02:16,01:50:18,21.1 km,04:43:56
Stephen Allen,279,45,317,645,40-44,42,Manama,GBR,---,2269,---,1.9 km,00:01:56,02:31:39,90.1 km,00:01:27,02:09:18,21.1 km,04:44:20
Jonathan Comber,280,34,318,753,45-49,46,DXB,GBR,---,2363,---,1.9 km,00:01:34,02:39:09,90.1 km,00:01:59,02:01:38,21.1 km,04:44:20
Jaynald Canaria,281,46,319,647,40-44,42,Mesaieed,PHL,---,2268,---,1.9 km,00:01:42,02:42:43,90.1 km,00:01:56,01:58:02,21.1 km,04:44:23
Justin Sanak,282,25,320,375,25-29,26,AUH,USA,---,2234,---,1.9 km,00:01:21,02:44:11,90.1 km,00:01:03,01:58:04,21.1 km,04:44:39
Joe Max Villarico,284,55,322,613,35-39,37,---,PHL,---,2291,---,1.9 km,00:01:37,02:26:36,90.1 km,00:01:45,02:14:48,21.1 km,04:44:46
Alex Morris,285,8,323,869,55-59,---,---,GBR,---,2850,---,1.9 km,00:02:15,02:42:38,90.1 km,00:02:44,01:57:31,21.1 km,04:45:08
Mike Hart,286,9,324,857,55-59,56,Cumbria,GBR,---,2843,---,1.9 km,00:01:43,02:44:44,90.1 km,00:02:32,01:56:30,21.1 km,04:45:29
Rayan Al Ajaji,287,26,325,329,25-29,---,MA,BHR,---,2215,---,1.9 km,00:01:23,02:47:45,90.1 km,00:01:16,01:55:19,21.1 km,04:45:43
Ian Burch,288,35,326,776,45-49,---,MU,GBR,---,2338,---,1.9 km,00:01:21,02:34:06,90.1 km,00:01:27,02:08:49,21.1 km,04:45:43
Toni Junghaenel,289,56,327,609,35-39,---,DX,DEU,---,2272,---,1.9 km,00:01:41,02:31:00,90.1 km,00:01:25,02:11:45,21.1 km,04:45:51
Karl Street,290,20,328,839,50-54,---,N/,GBR,---,2563,---,1.9 km,00:01:47,03:02:51,90.1 km,00:02:48,01:38:41,21.1 km,04:46:07
Jonathan Batusbatusan,291,57,329,507,35-39,37,---,PHL,---,2266,---,1.9 km,00:01:33,02:39:40,90.1 km,00:02:13,02:02:44,21.1 km,04:46:10
Mazen Hassan Akhdar,292,58,330,502,35-39,37,Makkah / Western,SAU,---,2264,---,1.9 km,00:01:39,02:37:52,90.1 km,00:01:10,02:05:36,21.1 km,04:46:17
Andrew Turnbull,293,47,331,729,40-44,---,ES,GBR,---,2233,---,1.9 km,00:01:32,02:38:26,90.1 km,00:01:36,02:04:45,21.1 km,04:46:19
Mohamed Althawadi,294,27,332,950,25-29,---,---,BHR,---,2196,---,1.9 km,00:01:52,02:46:18,90.1 km,00:01:51,01:56:45,21.1 km,04:46:46
Vincent Barouki,295,59,333,479,35-39,37,Baabda,LBN,---,2251,---,1.9 km,00:01:55,02:39:14,90.1 km,00:01:46,02:04:06,21.1 km,04:47:01
Julius Imperial,296,60,334,510,35-39,38,AUH,PHL,---,2247,---,1.9 km,00:01:45,02:40:52,90.1 km,00:03:21,02:01:14,21.1 km,04:47:12
Mitchell Katten,297,21,335,824,50-54,53,IL,USA,---,2540,---,1.9 km,00:01:38,02:47:01,90.1 km,00:02:07,01:56:37,21.1 km,04:47:23
Jonathan Robinson,298,47,336,106,30-34,33,Seef,NZL,---,2230,---,1.9 km,00:01:39,02:36:28,90.1 km,00:01:44,02:07:34,21.1 km,04:47:25
Alex Gibbs,299,48,337,725,40-44,---,---,GBR,---,2208,---,1.9 km,00:01:34,02:44:43,90.1 km,00:01:12,02:00:15,21.1 km,04:47:44
Olga Garland,39,8,338,248,40-44,---,BA,FRA,---,3205,---,1.9 km,00:01:41,02:49:54,90.1 km,00:01:10,01:55:03,21.1 km,04:47:48
Elizabeth Gannon,40,1,339,121,55-59,56,Hants,GBR,---,3500,---,1.9 km,00:01:45,02:37:04,90.1 km,00:01:22,02:07:52,21.1 km,04:48:03
Sarah Economides,41,9,341,881,40-44,44,---,GBR,---,3191,---,1.9 km,00:01:50,02:48:33,90.1 km,00:01:23,01:56:48,21.1 km,04:48:34
