name,genderRank,divRank,overallRank,bib,division,age,state,country,profession,points,swim,swimDistance,t1,bike,bikeDistance,t2,run,runDistance,overall
Iztok Fister,---,63,---,253,18-24,27,Prekmurje,SVN,---,---,00:44:48,1.9 km,00:03:06,02:15:51,90.1 km,00:01:03,01:42:44,21.1 km,04:47:32
Jarand Fjeld,---,537,---,681,35-39,41,---,NOR,---,---,00:54:22,1.9 km,00:05:26,02:30:46,90.1 km,00:03:21,02:21:36,21.1 km,05:55:31
Rudolf Fleischmann,---,314,---,938,40-44,44,Intl State,DEU,---,---,00:55:21,1.9 km,00:03:24,02:38:39,90.1 km,00:01:39,01:51:09,21.1 km,05:30:12
Jeremy Fleming,---,676,---,382,30-34,38,---,AUS,---,---,00:44:44,1.9 km,00:04:21,02:57:19,90.1 km,00:02:29,02:24:58,21.1 km,06:13:51
Lucy Fletcher,---,480,---,67,30-34,39,---,GBR,---,---,00:46:31,1.9 km,00:03:15,02:52:46,90.1 km,00:01:57,02:05:37,21.1 km,05:50:06
Luke Fletcher,---,188,---,640,35-39,43,BC,GBR,---,---,00:45:13,1.9 km,00:02:48,02:30:39,90.1 km,00:01:28,01:54:29,21.1 km,05:14:37
Olivier Fleurot,---,---,DNS,1406,45-49,50,Intl State,CHE,---,---,---,1.9 km,---,---,90.1 km,---,---,21.1 km,DNS
Gareth Flynn,---,192,---,594,40-44,45,VIC,AUS,---,---,00:45:40,1.9 km,00:04:21,02:30:36,90.1 km,00:01:25,01:52:43,21.1 km,05:14:45
Michael Flynn,---,---,DNS,1111,40-44,46,---,GBR,---,---,---,1.9 km,---,---,90.1 km,---,---,21.1 km,DNS
Tony Flynn,---,255,---,1291,45-49,---,NEW TERRITORIES,GBR,---,---,00:52:14,1.9 km,00:03:21,02:32:50,90.1 km,00:01:40,01:53:04,21.1 km,05:23:09
Dan Foehner,---,175,---,1251,40-44,48,CA,USA,---,---,00:45:44,1.9 km,00:02:45,02:23:05,90.1 km,00:01:10,01:59:20,21.1 km,05:12:04
Belinda Foo,---,907,---,183,45-49,51,---,SGP,---,---,01:03:37,1.9 km,00:05:08,02:58:23,90.1 km,00:05:19,02:28:20,21.1 km,06:40:47
Chek Siang Foo,---,811,---,717,35-39,---,Singapore,SGP,---,---,00:52:25,1.9 km,00:04:51,03:06:22,90.1 km,00:04:14,02:19:52,21.1 km,06:27:44
Christopher Foo,---,946,---,1083,40-44,49,---,SGP,---,---,01:04:49,1.9 km,00:04:41,02:57:14,90.1 km,00:02:49,02:36:44,21.1 km,06:46:17
Eric Foo,---,1039,---,849,35-39,42,---,SGP,---,---,01:06:25,1.9 km,00:07:27,03:14:29,90.1 km,00:05:14,02:27:24,21.1 km,07:00:59
Jonathan Foo,---,913,---,353,25-29,33,---,SGP,---,---,01:02:22,1.9 km,00:05:15,03:17:16,90.1 km,00:01:36,02:15:11,21.1 km,06:41:40
David Forward,---,250,---,1273,45-49,---,Queensland,AUS,---,---,00:51:17,1.9 km,00:03:36,02:36:51,90.1 km,00:02:04,01:48:48,21.1 km,05:22:36
Tony Foss,---,---,DNS,1261,45-49,50,VIC,AUS,---,---,---,1.9 km,---,---,90.1 km,---,---,21.1 km,DNS
Kim Foster,---,552,---,193,50-54,57,---,AUS,---,---,00:48:41,1.9 km,00:03:57,02:50:50,90.1 km,00:02:08,02:11:51,21.1 km,05:57:27
Nick Foster,---,1007,---,258,25-29,33,NJ,AUS,---,---,00:58:39,1.9 km,00:06:20,02:43:09,90.1 km,00:04:58,03:02:25,21.1 km,06:55:31
James Foulsham,---,1126,---,513,30-34,38,---,AUS,---,---,01:03:34,1.9 km,00:06:26,03:30:51,90.1 km,00:04:46,02:48:13,21.1 km,07:33:50
Ali Fowler,---,---,DNF,128,35-39,43,SG,GBR,---,---,00:48:05,1.9 km,00:03:26,03:05:17,90.1 km,00:02:20,---,21.1 km,DNF
Jemani Francis,---,---,DNF,21,PRO,32,---,AUS,---,---,00:29:14,1.9 km,00:02:30,02:05:03,90.1 km,00:00:52,---,21.1 km,DNF
Rossini Francisco,---,815,---,282,25-29,33,---,PHL,---,---,00:46:02,1.9 km,00:04:17,02:58:07,90.1 km,00:02:25,02:37:16,21.1 km,06:28:07
Timo Franciscus,---,659,---,972,40-44,45,"DKI
DKI",IDN,---,---,00:52:33,1.9 km,00:05:58,02:52:36,90.1 km,00:04:16,02:16:12,21.1 km,06:11:35
Joseph Frasier,---,---,DNS,410,30-34,---,Hong Kong,USA,---,---,---,1.9 km,---,---,90.1 km,---,---,21.1 km,DNS
Nick Froude,---,---,DNF,511,35-39,39,---,GBR,---,---,00:32:28,1.9 km,00:02:34,01:48:47,90.1 km,01:15:27,---,21.1 km,DNF
Liang Fua,---,951,---,558,30-34,---,Singapore,SGP,---,---,00:56:33,1.9 km,00:04:49,03:27:29,90.1 km,00:02:06,02:16:07,21.1 km,06:47:04
Naoki Fujimoto,---,806,---,974,40-44,47,---,JPN,---,---,00:57:06,1.9 km,00:03:57,02:55:53,90.1 km,00:03:49,02:26:38,21.1 km,06:27:23
Mitsuru Fujiwara,---,941,---,675,35-39,42,千葉県,JPN,---,---,00:54:17,1.9 km,00:05:04,02:55:39,90.1 km,00:05:16,02:45:42,21.1 km,06:45:58
Hideo Fukui,---,6,---,12,PRO,38,---,JPN,---,---,00:28:09,1.9 km,00:02:31,02:06:04,90.1 km,00:00:49,01:18:59,21.1 km,03:56:32
Seiji Fukuoka,---,1162,---,990,40-44,47,---,JPN,---,---,00:59:42,1.9 km,00:05:59,03:26:26,90.1 km,00:04:35,03:14:53,21.1 km,07:51:35
Chermaine Fung,---,657,---,56,25-29,32,---,SGP,---,---,00:41:49,1.9 km,00:04:17,02:55:08,90.1 km,00:02:38,02:27:32,21.1 km,06:11:24
Jonathan Gabler,---,---,DNS,1168,40-44,45,---,AUS,---,---,---,1.9 km,---,---,90.1 km,---,---,21.1 km,DNS
Israel Galan Ferragut,---,233,---,766,35-39,---,Singapore,ESP,---,---,00:38:56,1.9 km,00:02:56,02:21:21,90.1 km,00:02:00,02:15:26,21.1 km,05:20:39
Terence Gallagher,---,299,---,1002,40-44,47,---,AUS,---,---,00:46:24,1.9 km,00:02:27,02:25:01,90.1 km,00:01:00,02:13:17,21.1 km,05:28:09
Neil Galliford,---,821,---,1288,45-49,51,Clearwater Bay,GBR,---,---,00:56:38,1.9 km,00:04:48,02:41:52,90.1 km,00:02:54,02:42:51,21.1 km,06:29:03
Jean Pierre Gamboa,---,---,DNS,445,30-34,39,---,PHL,---,---,---,1.9 km,---,---,90.1 km,---,---,21.1 km,DNS
Thiam Chai Gan,---,1137,---,1371,45-49,50,---,MYS,---,---,01:18:39,1.9 km,00:07:55,02:58:07,90.1 km,00:04:53,03:09:00,21.1 km,07:38:34
Kenneth Garcia,---,547,---,1319,45-49,50,---,PHL,---,---,00:54:31,1.9 km,00:04:02,02:47:09,90.1 km,00:02:31,02:08:35,21.1 km,05:56:48
Andrea Gardiner,---,583,---,196,50-54,---,New South Wales,AUS,---,---,00:46:33,1.9 km,00:03:13,02:35:49,90.1 km,00:03:07,02:33:15,21.1 km,06:01:57
Ray-Ryan Garduque,---,1061,---,347,25-29,32,---,PHL,---,---,01:13:19,1.9 km,00:04:42,02:57:16,90.1 km,00:02:29,02:49:04,21.1 km,07:06:50
Shilpa Garg,---,---,DNS,74,30-34,37,NY,IND,---,---,---,1.9 km,---,---,90.1 km,---,---,21.1 km,DNS
Bob Gay,---,1132,---,1534,70-74,75,NSW,AUS,---,---,01:11:57,1.9 km,00:05:54,03:11:05,90.1 km,00:03:34,03:03:32,21.1 km,07:36:02
Andreas Gbur,---,180,---,632,35-39,43,DE,DEU,---,---,00:43:40,1.9 km,00:03:35,02:20:37,90.1 km,00:01:16,02:03:34,21.1 km,05:12:42
Daniel Geary,---,349,---,1186,40-44,47,---,IRL,---,---,00:41:21,1.9 km,00:04:29,02:34:36,90.1 km,00:02:39,02:11:04,21.1 km,05:34:09
Malcolm Geluk,---,124,---,1013,40-44,46,---,NZL,---,---,00:37:59,1.9 km,00:03:04,02:21:21,90.1 km,00:01:43,01:58:51,21.1 km,05:02:58
Kris Gemmell,---,1,---,11,PRO,39,---,NZL,---,---,00:27:44,1.9 km,00:02:26,02:06:30,90.1 km,00:00:36,01:13:40,21.1 km,03:50:56
Philip George,---,---,DNS,1499,55-59,60,MI,USA,---,---,---,1.9 km,---,---,90.1 km,---,---,21.1 km,DNS
Scott Gerrie,---,458,---,572,30-34,37,---,NZL,---,---,00:44:44,1.9 km,00:03:05,02:35:00,90.1 km,00:02:18,02:22:20,21.1 km,05:47:27
Chad Giardina,---,1075,---,839,35-39,41,TX,USA,---,---,01:17:01,1.9 km,00:05:34,03:09:35,90.1 km,00:02:37,02:37:56,21.1 km,07:12:43
Chris Gibbons,---,249,---,1265,45-49,52,WA,AUS,---,---,00:44:31,1.9 km,00:03:35,02:26:44,90.1 km,00:01:26,02:06:09,21.1 km,05:22:25
Jennifer Gibbons,---,---,DNF,77,30-34,---,---,NZL,---,---,00:45:03,1.9 km,---,---,90.1 km,---,---,21.1 km,DNF
Matthew Gibbons,---,625,---,888,35-39,44,GA,USA,---,---,00:48:10,1.9 km,00:03:55,02:35:46,90.1 km,00:03:31,02:36:45,21.1 km,06:08:07
Sebastian Giebel,---,---,DNS,1094,40-44,45,---,DEU,---,---,---,1.9 km,---,---,90.1 km,---,---,21.1 km,DNS
Michael Jr Gilbert,---,105,---,1272,45-49,51,QLD,NZL,---,---,00:43:21,1.9 km,00:02:40,02:23:59,90.1 km,00:01:13,01:48:03,21.1 km,04:59:16
Rudolf Gildemeister,---,326,---,1283,45-49,50,---,CHE,---,---,00:51:57,1.9 km,00:03:40,02:37:05,90.1 km,00:01:33,01:56:53,21.1 km,05:31:08
Andrew Gillan,---,741,---,544,30-34,38,---,GBR,---,---,00:55:10,1.9 km,00:04:53,02:54:59,90.1 km,00:02:23,02:23:58,21.1 km,06:21:23
Emma Gillard,---,155,---,143,40-44,---,Western Australia,AUS,---,---,00:49:41,1.9 km,00:02:21,02:32:06,90.1 km,00:01:45,01:42:58,21.1 km,05:08:51
Vincent Gilly,---,---,DNS,1257,45-49,50,---,FRA,---,---,---,1.9 km,---,---,90.1 km,---,---,21.1 km,DNS
Orla Gilmore,---,449,---,86,30-34,37,---,GBR,---,---,00:44:58,1.9 km,00:03:51,02:50:40,90.1 km,00:01:29,02:05:17,21.1 km,05:46:15
Todd Gilmore,---,123,---,891,40-44,45,Ho Chi Minh City,CAN,---,---,00:46:34,1.9 km,00:03:17,02:23:13,90.1 km,00:01:42,01:48:03,21.1 km,05:02:49
Stephanie Glass,---,577,---,40,25-29,32,WA,AUS,---,---,00:44:33,1.9 km,00:03:45,03:06:12,90.1 km,00:01:41,02:05:34,21.1 km,06:01:45
Mark Glossoti,---,---,DNS,936,40-44,45,---,ZAF,---,---,---,1.9 km,---,---,90.1 km,---,---,21.1 km,DNS
Nick Glozier,---,128,---,1266,45-49,50,---,GBR,---,---,00:42:51,1.9 km,00:03:12,02:16:45,90.1 km,00:01:25,01:58:51,21.1 km,05:03:04
Steve Goat,---,177,---,370,30-34,---,Northern Territory,GBR,---,---,00:39:43,1.9 km,00:02:21,02:27:23,90.1 km,00:01:19,02:01:37,21.1 km,05:12:23
Nigel Goddard,---,818,---,915,40-44,47,---,GBR,---,---,00:53:52,1.9 km,00:08:41,03:11:58,90.1 km,00:04:49,02:09:08,21.1 km,06:28:28
Dennis Goh,---,827,---,309,25-29,34,---,SGP,---,---,00:54:54,1.9 km,00:04:26,02:41:13,90.1 km,00:03:48,02:45:00,21.1 km,06:29:21
Goh Chun Kiat Goh,---,660,---,729,35-39,43,---,SGP,---,---,01:11:36,1.9 km,00:04:20,02:44:30,90.1 km,00:03:29,02:07:46,21.1 km,06:11:41
Swee Khiang Goh,---,986,---,484,30-34,38,SG,SGP,---,---,00:52:52,1.9 km,00:05:20,03:15:34,90.1 km,00:04:03,02:35:07,21.1 km,06:52:56
Wayne Goh,---,567,---,704,35-39,41,SG,SGP,---,---,00:53:40,1.9 km,00:05:00,02:28:28,90.1 km,00:02:10,02:30:38,21.1 km,05:59:56
Benjamin Goi,---,691,---,780,35-39,42,SG,SGP,---,---,00:44:05,1.9 km,00:03:40,02:41:46,90.1 km,00:03:08,02:42:50,21.1 km,06:15:29
Anne Golden,---,1149,---,100,30-34,34,FL,USA,---,---,01:10:10,1.9 km,00:06:00,03:28:40,90.1 km,00:05:10,02:56:20,21.1 km,07:46:20
Paul Goldman,---,---,DNS,898,40-44,47,---,AUS,---,---,---,1.9 km,---,---,90.1 km,---,---,21.1 km,DNS
Amos Gollach,---,96,---,209,18-24,27,---,AUS,---,---,00:42:38,1.9 km,00:02:50,02:22:55,90.1 km,00:01:18,01:48:32,21.1 km,04:58:13
Silvana Gomez,---,---,DNS,93,30-34,35,---,ITA,---,---,---,1.9 km,---,---,90.1 km,---,---,21.1 km,DNS
Alexandru Gomoiu,---,607,---,528,35-39,40,---,FRA,---,---,00:48:06,1.9 km,00:05:23,02:45:43,90.1 km,00:02:38,02:23:53,21.1 km,06:05:43
Quini Gonz Lez,---,---,DNF,1405,45-49,---,Lanzarote,ESP,---,---,01:00:53,1.9 km,00:05:15,01:53:20,90.1 km,---,---,21.1 km,DNF
Graeme Gonzales,---,835,---,596,40-44,44,VIC,AUS,---,---,00:59:03,1.9 km,00:04:35,02:59:05,90.1 km,00:03:12,02:24:22,21.1 km,06:30:17
Rodrigo Gonzalez,---,82,---,1071,40-44,48,---,CHL,---,---,00:43:58,1.9 km,00:03:48,02:18:12,90.1 km,00:02:28,01:44:27,21.1 km,04:52:53
Adam Gordon,---,341,---,1236,40-44,46,CH,GBR,---,---,00:52:53,1.9 km,00:03:21,02:26:29,90.1 km,00:02:02,02:08:50,21.1 km,05:33:35
Andreas Goros,---,158,---,1039,40-44,48,---,GRC,---,---,00:41:14,1.9 km,00:03:16,02:31:27,90.1 km,00:02:03,01:51:24,21.1 km,05:09:24
Nobuhiro Goto,---,---,DNS,665,35-39,40,---,JPN,---,---,---,1.9 km,---,---,90.1 km,---,---,21.1 km,DNS
Mark Graham,---,1146,---,718,35-39,43,JP,AUS,---,---,00:57:59,1.9 km,00:10:29,03:17:23,90.1 km,00:07:37,03:10:26,21.1 km,07:43:54
Svein Grande,---,298,---,742,35-39,41,---,NOR,---,---,00:58:32,1.9 km,00:03:45,02:37:22,90.1 km,00:02:28,01:45:54,21.1 km,05:28:01
Roger Dean Mcgregor Grant,---,---,DNS,850,35-39,43,---,NZL,---,---,---,1.9 km,---,---,90.1 km,---,---,21.1 km,DNS
Gareth Gratton,---,448,---,1260,50-54,54,QLD,AUS,---,---,00:44:01,1.9 km,00:04:02,02:44:58,90.1 km,00:02:28,02:10:38,21.1 km,05:46:07
Hans Guenther,---,711,---,931,40-44,47,OR,DEU,---,---,00:50:04,1.9 km,00:06:24,02:48:32,90.1 km,00:03:57,02:27:57,21.1 km,06:16:54
Jonathan Gueudinot,---,446,---,590,30-34,39,---,AUS,---,---,00:47:28,1.9 km,00:03:47,02:43:55,90.1 km,00:01:18,02:09:29,21.1 km,05:45:57
Max Gunn,---,391,---,588,30-34,37,---,AUS,---,---,00:42:12,1.9 km,00:03:38,02:38:32,90.1 km,00:01:13,02:14:14,21.1 km,05:39:49
Clayton Gunning,---,948,---,1276,45-49,50,WA,AUS,---,---,00:53:59,1.9 km,00:04:40,02:42:25,90.1 km,00:04:00,03:01:39,21.1 km,06:46:43
Marc Gurman,---,787,---,315,25-29,33,Londkn,GBR,---,---,01:00:52,1.9 km,00:05:17,02:54:07,90.1 km,00:02:09,02:22:50,21.1 km,06:25:15
Kurt Gutierrez,---,790,---,286,25-29,34,---,PHL,---,---,01:04:07,1.9 km,00:05:07,02:50:35,90.1 km,00:03:05,02:22:40,21.1 km,06:25:34
Gavin Hackland,---,925,---,556,30-34,---,Singapore,ZAF,---,---,00:43:18,1.9 km,00:02:54,04:01:35,90.1 km,00:01:50,01:53:28,21.1 km,06:43:05
Per-Fredrik Hagermark,---,---,DNS,995,40-44,47,---,SWE,---,---,---,1.9 km,---,---,90.1 km,---,---,21.1 km,DNS
Zaeidi Haji Berudin,---,---,DNF,261,25-29,33,-,BRN,---,---,01:29:36,1.9 km,00:02:57,02:30:56,90.1 km,00:03:18,02:26:52,21.1 km,DNF
Hussain Haleem,---,429,---,1004,40-44,---,---,MDV,---,---,00:40:41,1.9 km,00:03:55,03:00:17,90.1 km,00:01:48,01:57:05,21.1 km,05:43:46
Daniel Halksworth,---,10,---,13,PRO,30,Intl State,GBR,---,---,00:27:48,1.9 km,00:02:32,02:06:28,90.1 km,00:00:52,01:26:26,21.1 km,04:04:06
Cariandra Hall,---,---,DNS,60,25-29,33,TX,USA,---,---,---,1.9 km,---,---,90.1 km,---,---,21.1 km,DNS
Ian Hall,---,---,DNF,510,30-34,35,SG,USA,---,---,00:44:37,1.9 km,00:02:53,02:42:07,90.1 km,00:01:05,---,21.1 km,DNF
Phill Hall,---,756,---,743,35-39,40,SG,GBR,---,---,00:49:02,1.9 km,00:05:08,02:59:42,90.1 km,00:02:43,02:26:00,21.1 km,06:22:35
Tor Halvorsen,---,---,DNS,504,30-34,39,---,NOR,---,---,---,1.9 km,---,---,90.1 km,---,---,21.1 km,DNS
Kenko Hamaguchi,---,---,DNS,422,30-34,36,---,JPN,---,---,---,1.9 km,---,---,90.1 km,---,---,21.1 km,DNS
Dennis Hammer,---,---,DNS,561,35-39,39,---,DEU,---,---,---,1.9 km,---,---,90.1 km,---,---,21.1 km,DNS
Wee Han,---,---,DNS,1081,40-44,46,---,SGP,---,---,---,1.9 km,---,---,90.1 km,---,---,21.1 km,DNS
Mohamad Zulkifli Hanafi,---,1088,---,1213,40-44,46,---,SGP,---,---,01:07:22,1.9 km,00:04:17,03:22:22,90.1 km,00:01:35,02:40:57,21.1 km,07:16:33
Leela Hancox,---,261,---,41,30-34,35,---,AUS,---,---,00:41:54,1.9 km,00:02:46,02:36:28,90.1 km,00:01:25,02:01:16,21.1 km,05:23:49
Serge Handjian,---,376,---,771,35-39,40,---,FRA,---,---,00:45:12,1.9 km,00:03:55,02:24:02,90.1 km,00:02:05,02:22:46,21.1 km,05:38:00
Deborah Lauren Hanley,---,590,---,70,30-34,38,---,GBR,---,---,00:45:01,1.9 km,00:04:46,02:51:38,90.1 km,00:02:26,02:18:42,21.1 km,06:02:33
Angelika Hannon,---,816,---,166,50-54,54,QLD,AUS,---,---,00:46:02,1.9 km,00:04:06,03:05:47,90.1 km,00:02:57,02:29:29,21.1 km,06:28:21
Brian Hannon,---,1087,---,1428,50-54,57,---,AUS,---,---,00:47:28,1.9 km,00:04:48,03:04:18,90.1 km,00:02:10,03:17:46,21.1 km,07:16:30
Chris Hanrahan,---,178,---,609,40-44,45,---,AUS,---,---,00:41:08,1.9 km,00:02:47,02:36:42,90.1 km,00:01:31,01:50:21,21.1 km,05:12:29
Campbell Hanson,---,34,---,368,35-39,39,---,NZL,---,---,00:33:47,1.9 km,00:03:12,02:19:03,90.1 km,00:01:12,01:35:45,21.1 km,04:32:59
Tom Hardman,---,---,DNS,654,35-39,39,---,GBR,---,---,---,1.9 km,---,---,90.1 km,---,---,21.1 km,DNS
Frank Harley,---,457,---,964,40-44,44,---,CAN,---,---,00:52:09,1.9 km,00:05:47,02:33:22,90.1 km,00:05:14,02:10:48,21.1 km,05:47:20
Fergal Harris,---,---,DNS,868,40-44,---,Abu Dhabi,IRL,---,---,---,1.9 km,---,---,90.1 km,---,---,21.1 km,DNS
Robin Harris,---,---,DNS,646,35-39,43,---,AUS,---,---,---,1.9 km,---,---,90.1 km,---,---,21.1 km,DNS
Myles Harrison,---,803,---,621,35-39,43,QLD,GBR,---,---,00:54:18,1.9 km,00:05:33,02:55:21,90.1 km,00:02:30,02:29:16,21.1 km,06:26:58
Malcolm Harrow,---,---,DNS,1054,45-49,50,SG,GBR,---,---,---,1.9 km,---,---,90.1 km,---,---,21.1 km,DNS
Adam Harry,---,89,---,613,35-39,41,---,AUS,---,---,00:42:52,1.9 km,00:03:18,02:21:39,90.1 km,00:01:21,01:45:17,21.1 km,04:54:27
Rob Hart,---,---,DNS,844,35-39,44,---,ZAF,---,---,---,1.9 km,---,---,90.1 km,---,---,21.1 km,DNS
Robyn Hartley,---,279,---,64,30-34,37,WA,AUS,---,---,00:45:05,1.9 km,00:03:07,02:36:38,90.1 km,00:01:21,01:59:36,21.1 km,05:25:47
Max Hartvigsen,---,876,---,793,35-39,42,---,NOR,---,---,00:56:40,1.9 km,00:04:13,02:53:23,90.1 km,00:03:17,02:38:18,21.1 km,06:35:51
Peter Harvey,---,---,DNS,1391,45-49,53,---,CAN,---,---,---,1.9 km,---,---,90.1 km,---,---,21.1 km,DNS
Alexander Hascher,---,170,---,735,40-44,45,---,DEU,---,---,00:40:09,1.9 km,00:03:32,02:29:57,90.1 km,00:01:12,01:56:17,21.1 km,05:11:07
Daniel Hatfield,---,476,---,589,30-34,37,---,GBR,---,---,00:41:25,1.9 km,00:04:10,02:40:13,90.1 km,00:02:18,02:21:54,21.1 km,05:50:00
Tomoki Hatoko,---,---,DNS,981,40-44,45,---,JPN,---,---,---,1.9 km,---,---,90.1 km,---,---,21.1 km,DNS
Niels Have,---,---,DNF,1504,55-59,59,---,NLD,---,---,00:54:27,1.9 km,00:06:20,01:00:51,90.1 km,00:01:47,---,21.1 km,DNF
Glen Hazelton,---,673,---,444,35-39,40,---,NZL,---,---,00:44:16,1.9 km,00:03:44,02:49:24,90.1 km,00:02:38,02:33:21,21.1 km,06:13:23
Praveen Hebbagodi,---,---,DNS,658,35-39,40,---,IND,---,---,---,1.9 km,---,---,90.1 km,---,---,21.1 km,DNS
Klaus Hebben,---,855,---,1533,65-69,71,---,DEU,---,---,00:59:13,1.9 km,00:06:29,02:45:21,90.1 km,00:04:52,02:37:51,21.1 km,06:33:46
Lau Hee Teck,---,538,---,853,35-39,41,---,SGP,---,---,00:48:55,1.9 km,00:04:42,02:45:12,90.1 km,00:02:30,02:14:16,21.1 km,05:55:35
Kyle Hegarty,---,389,---,453,35-39,39,---,USA,---,---,00:45:15,1.9 km,00:04:34,02:39:19,90.1 km,00:03:55,02:06:19,21.1 km,05:39:22
Rebecca Hemphill,---,388,---,87,30-34,35,---,AUS,---,---,00:34:07,1.9 km,00:03:30,02:55:54,90.1 km,00:01:41,02:04:06,21.1 km,05:39:18
Alan Heng,---,500,---,1381,45-49,52,SG,SGP,---,---,00:48:03,1.9 km,00:03:29,02:40:31,90.1 km,00:02:24,02:17:30,21.1 km,05:51:57
Ernest Heng,---,---,DNS,1188,40-44,48,---,SGP,---,---,---,1.9 km,---,---,90.1 km,---,---,21.1 km,DNS
Ronald Heng,---,1099,---,508,30-34,37,---,SGP,---,---,01:04:12,1.9 km,00:05:39,03:31:04,90.1 km,00:02:18,02:37:46,21.1 km,07:20:59
David Henson,---,1019,---,483,30-34,37,---,GBR,---,---,01:01:29,1.9 km,00:04:47,03:08:58,90.1 km,00:03:02,02:38:48,21.1 km,06:57:04
Kevin Hill,---,166,---,1093,40-44,44,DXB,NZL,---,---,00:39:12,1.9 km,00:02:50,02:17:14,90.1 km,00:02:09,02:09:21,21.1 km,05:10:46
Scott Hill,---,486,---,605,35-39,40,---,AUS,---,---,00:47:02,1.9 km,00:02:41,02:37:55,90.1 km,00:01:32,02:21:28,21.1 km,05:50:38
Yoshiki Hiraku,---,1163,---,994,40-44,47,---,JPN,---,---,00:58:44,1.9 km,00:07:00,03:26:25,90.1 km,00:04:34,03:15:03,21.1 km,07:51:46
Hiroshi Hirano,---,262,---,988,40-44,47,Hyogo,JPN,---,---,00:43:52,1.9 km,00:05:12,02:32:37,90.1 km,00:01:36,02:00:55,21.1 km,05:24:12
Takuya Hishinuma,---,869,---,275,25-29,30,---,JPN,---,---,00:49:30,1.9 km,00:02:40,02:49:19,90.1 km,00:01:19,02:52:30,21.1 km,06:35:18
Jensen Hjorth,---,371,---,763,35-39,41,---,AUS,---,---,00:44:24,1.9 km,00:04:12,02:35:47,90.1 km,00:02:08,02:10:42,21.1 km,05:37:13
Benedict Ho,---,663,---,248,18-24,25,VIC,SGP,---,---,00:41:15,1.9 km,00:03:31,03:06:02,90.1 km,00:02:36,02:18:28,21.1 km,06:11:52
Daniel Ho,---,785,---,1086,40-44,48,---,SGP,---,---,00:52:29,1.9 km,00:06:18,02:55:09,90.1 km,00:04:18,02:26:57,21.1 km,06:25:11
Derrick  Ho,---,---,DNS,838,35-39,43,Singapore,SGP,---,---,---,1.9 km,---,---,90.1 km,---,---,21.1 km,DNS
Leonn Ho,---,---,DNS,486,30-34,35,---,MYS,---,---,---,1.9 km,---,---,90.1 km,---,---,21.1 km,DNS
Ren Hua Ho,---,412,---,321,25-29,34,---,SGP,---,---,00:47:30,1.9 km,00:03:41,02:40:07,90.1 km,00:01:28,02:09:20,21.1 km,05:42:06
Richard Ho,---,861,---,1462,50-54,58,---,SGP,---,---,00:58:29,1.9 km,00:08:51,03:05:47,90.1 km,00:03:46,02:17:41,21.1 km,06:34:34
Terence Ho,---,926,---,710,35-39,43,---,SGP,---,---,00:51:01,1.9 km,00:06:22,03:00:35,90.1 km,00:04:05,02:41:09,21.1 km,06:43:12
Quek Hock Leong,---,---,DNS,330,25-29,33,SG,SGP,---,---,---,1.9 km,---,---,90.1 km,---,---,21.1 km,DNS
Mark Hodson,---,307,---,1491,50-54,55,---,GBR,---,---,00:50:18,1.9 km,00:03:54,02:39:27,90.1 km,00:01:38,01:53:49,21.1 km,05:29:06
Jenns Hofmann,---,633,---,1202,40-44,47,---,DEU,---,---,00:52:57,1.9 km,00:06:06,02:33:32,90.1 km,00:02:50,02:33:42,21.1 km,06:09:07
Richard Holloway,---,---,DNS,943,40-44,48,---,AUS,---,---,---,1.9 km,---,---,90.1 km,---,---,21.1 km,DNS
Georges Hombert,---,398,---,1271,45-49,51,WA,AUS,---,---,01:03:50,1.9 km,00:04:57,02:21:19,90.1 km,00:02:25,02:07:51,21.1 km,05:40:22
James Hong,---,916,---,471,30-34,38,NSW,SGP,---,---,01:05:20,1.9 km,00:05:04,02:50:00,90.1 km,00:02:35,02:38:58,21.1 km,06:41:57
Thanh Hong,---,717,---,890,35-39,44,---,DEU,---,---,01:08:55,1.9 km,00:05:00,02:38:27,90.1 km,00:02:01,02:23:14,21.1 km,06:17:37
Yiheng Hong,---,932,---,249,18-24,29,SG,SGP,---,---,00:55:55,1.9 km,00:02:57,03:04:16,90.1 km,00:02:51,02:38:42,21.1 km,06:44:41
Dan Honour,---,407,---,498,30-34,39,---,GBR,---,---,00:53:54,1.9 km,00:09:52,02:41:40,90.1 km,00:02:35,01:53:14,21.1 km,05:41:15
Scott Hooper,---,454,---,265,25-29,33,---,GBR,---,---,01:06:29,1.9 km,00:05:26,02:43:41,90.1 km,00:02:40,01:48:51,21.1 km,05:47:07
Friedhelm Hopfer,---,---,DNS,741,40-44,45,---,DEU,---,---,---,1.9 km,---,---,90.1 km,---,---,21.1 km,DNS
Peter Hopkins,---,888,---,1522,60-64,67,---,GBR,---,---,01:01:51,1.9 km,00:05:17,02:45:37,90.1 km,00:03:17,02:42:33,21.1 km,06:38:35
Andrew Hoppe,---,363,---,992,40-44,47,---,AUS,---,---,00:43:48,1.9 km,00:05:39,02:42:20,90.1 km,00:03:10,02:01:29,21.1 km,05:36:26
Florian Hoppe,---,588,---,506,30-34,37,---,DEU,---,---,00:53:33,1.9 km,00:04:45,02:35:53,90.1 km,00:02:29,02:25:47,21.1 km,06:02:27
Mark Horn,---,290,---,1230,40-44,48,Busan,THA,---,---,00:39:50,1.9 km,00:04:19,02:35:28,90.1 km,00:02:49,02:04:21,21.1 km,05:26:47
