name,genderRank,divRank,overallRank,bib,division,age,state,country,profession,points,swim,swimDistance,t1,bike,bikeDistance,t2,run,runDistance,overall
Leif Andersen,---,1320,---,653,25-29,30,DK,DNK,---,---,00:51:46,1.9 km,00:07:45,03:32:16,90.1 km,00:03:13,02:20:18,21.1 km,06:55:18
Per Andersen,---,320,---,1635,35-39,44,---,DNK,---,---,00:36:12,1.9 km,00:04:08,03:02:24,90.1 km,00:02:45,01:42:40,21.1 km,05:28:09
Thorsten Andreä,---,1116,---,1752,45-49,50,---,DEU,---,---,00:38:49,1.9 km,00:06:55,03:27:59,90.1 km,00:01:29,02:13:14,21.1 km,06:28:26
Mathieu Andreoletti,---,683,---,1232,30-34,37,---,FRA,---,---,00:34:40,1.9 km,00:04:40,03:15:09,90.1 km,00:01:36,01:58:35,21.1 km,05:54:40
Andrey Andriyanov,---,1094,---,2071,40-44,47,MOSCOW,RUS,---,---,00:35:01,1.9 km,00:06:44,03:27:20,90.1 km,00:03:47,02:14:13,21.1 km,06:27:05
Stefano Angioni,---,1150,---,1233,30-34,38,---,ITA,---,---,00:43:32,1.9 km,00:07:04,03:29:17,90.1 km,00:04:12,02:06:48,21.1 km,06:30:53
Michael Anstatt,---,896,---,654,25-29,30,---,DEU,---,---,00:43:42,1.9 km,00:05:38,03:17:00,90.1 km,00:02:38,02:00:48,21.1 km,06:09:46
Lars Ansuhn,---,329,---,1384,35-39,44,---,DEU,---,---,00:30:55,1.9 km,00:03:57,03:05:43,90.1 km,00:02:23,01:45:56,21.1 km,05:28:54
Le Soz Antoine,---,33,---,655,25-29,32,---,FRA,---,---,00:26:48,1.9 km,00:04:10,02:38:53,90.1 km,00:00:53,01:26:09,21.1 km,04:36:53
Juergen Appel,---,401,---,2072,40-44,48,DE,DEU,---,---,00:38:56,1.9 km,00:04:18,03:07:57,90.1 km,00:02:13,01:41:00,21.1 km,05:34:24
Aaron Appelwick,---,1078,---,899,25-29,33,AE,USA,---,---,00:34:50,1.9 km,00:04:32,03:13:53,90.1 km,00:01:37,02:30:51,21.1 km,06:25:43
Sven Arneth,---,709,---,656,25-29,32,DE,DEU,---,---,00:35:34,1.9 km,00:05:26,03:23:07,90.1 km,00:01:40,01:50:16,21.1 km,05:56:03
Marco Arnhold,---,824,---,1753,45-49,53,---,DEU,---,---,00:38:17,1.9 km,00:08:17,03:19:50,90.1 km,00:02:09,01:55:53,21.1 km,06:04:26
Florian Arnold,---,390,---,995,30-34,37,Deutschland,DEU,---,---,00:28:14,1.9 km,00:03:48,03:01:33,90.1 km,00:01:29,01:58:42,21.1 km,05:33:46
Walter Arnold,---,124,---,1385,35-39,40,---,DEU,---,---,00:30:10,1.9 km,00:03:04,02:50:33,90.1 km,00:01:47,01:37:16,21.1 km,05:02:50
Martin Aschenbach,---,582,---,1781,45-49,50,DE,DEU,---,---,00:35:17,1.9 km,00:04:53,03:07:51,90.1 km,00:02:16,01:56:56,21.1 km,05:47:13
Martin Aschoff,---,762,---,1984,45-49,50,DE,DEU,---,---,00:33:46,1.9 km,00:05:39,03:19:41,90.1 km,00:02:24,01:58:55,21.1 km,06:00:25
Dzhamil Asfari,---,649,---,1386,35-39,43,---,RUS,---,---,00:41:22,1.9 km,00:06:46,02:59:10,90.1 km,00:03:44,02:00:59,21.1 km,05:52:01
Christophe Audoine,---,502,---,1672,35-39,44,FR,FRA,---,---,00:37:36,1.9 km,00:06:25,03:05:58,90.1 km,00:02:21,01:49:38,21.1 km,05:41:58
Felix Augustin,---,118,---,1234,30-34,35,---,DEU,---,---,00:37:44,1.9 km,00:03:44,02:43:31,90.1 km,00:01:23,01:35:35,21.1 km,05:01:57
Rainer Augustin,---,1496,---,996,30-34,36,---,DEU,---,---,00:43:22,1.9 km,00:05:23,03:49:23,90.1 km,00:04:03,02:55:22,21.1 km,07:37:33
Rainer Aulmann,---,1350,---,421,50-54,59,Intl State,DEU,---,---,00:41:31,1.9 km,00:05:33,03:50:58,90.1 km,00:01:22,02:20:16,21.1 km,06:59:40
Rainer Aumann,---,14,---,1568,35-39,42,DE,DEU,---,---,00:28:00,1.9 km,00:03:17,02:34:48,90.1 km,00:01:02,01:21:24,21.1 km,04:28:31
Nadine Austinat,---,1482,---,103,25-29,31,---,DEU,---,---,00:34:14,1.9 km,00:04:46,04:02:00,90.1 km,00:01:46,02:49:44,21.1 km,07:32:30
Ralf Austinat,---,209,---,422,50-54,57,---,DEU,---,---,00:32:28,1.9 km,00:02:32,03:00:10,90.1 km,00:01:48,01:38:21,21.1 km,05:15:19
Cornelia Autschbach,---,914,---,104,45-49,52,DE,DEU,---,---,00:42:41,1.9 km,00:06:10,03:19:32,90.1 km,00:01:36,02:01:30,21.1 km,06:11:29
Christoph Awe,---,259,---,658,18-24,26,---,DEU,---,---,00:32:32,1.9 km,00:04:12,02:59:16,90.1 km,00:00:55,01:45:36,21.1 km,05:22:31
Mario Awe,---,861,---,659,18-24,27,---,DEU,---,---,00:41:21,1.9 km,00:06:34,03:23:40,90.1 km,00:01:23,01:54:12,21.1 km,06:07:10
Nicole Aydogdu,---,779,---,105,30-34,37,---,DEU,---,---,00:28:37,1.9 km,00:04:23,03:34:49,90.1 km,00:01:07,01:52:28,21.1 km,06:01:24
Jeremias Baake,---,---,DNF,660,18-24,28,---,DEU,---,---,00:40:44,1.9 km,00:05:14,03:06:04,90.1 km,00:01:15,---,21.1 km,DNF
Manuel Bach,---,89,---,661,25-29,31,---,DEU,---,---,00:32:00,1.9 km,00:03:44,02:51:58,90.1 km,00:01:14,01:25:57,21.1 km,04:54:53
Sabine Bachmann,---,1289,---,106,45-49,52,---,DEU,---,---,00:41:21,1.9 km,00:05:01,03:43:09,90.1 km,00:01:48,02:19:26,21.1 km,06:50:45
Dietmar Bachstein,---,811,---,596,65-69,71,DE,DEU,---,---,00:35:41,1.9 km,00:04:34,03:23:07,90.1 km,00:01:31,01:58:49,21.1 km,06:03:42
Natascha Badmann,---,69,---,58,PRO,49,CH,CHE,---,---,00:30:17,1.9 km,00:03:07,02:48:38,90.1 km,00:01:10,01:28:27,21.1 km,04:51:39
Anthony Baechle,---,1353,---,2074,40-44,46,DE,DEU,---,---,00:36:22,1.9 km,00:05:52,03:51:38,90.1 km,00:02:27,02:24:00,21.1 km,07:00:19
Bjoern Bahlmann,---,---,DNF,1387,35-39,42,DE,DEU,---,---,00:45:06,1.9 km,---,---,90.1 km,---,---,21.1 km,DNF
James Baldock,---,---,DNF,2075,40-44,45,---,USA,---,---,00:53:32,1.9 km,00:10:52,04:41:33,90.1 km,---,---,21.1 km,DNF
Vera Baltensperger,---,1031,---,107,40-44,45,CH,CHE,---,---,00:43:28,1.9 km,00:06:08,03:27:21,90.1 km,00:01:42,02:02:33,21.1 km,06:21:12
Harald Band,---,1230,---,2013,45-49,54,DE,DEU,---,---,00:40:20,1.9 km,00:06:14,03:44:01,90.1 km,00:02:49,02:07:24,21.1 km,06:40:48
Inken Bandow,---,1495,---,108,25-29,33,---,DEU,---,---,00:43:27,1.9 km,00:07:50,04:05:58,90.1 km,00:02:04,02:37:49,21.1 km,07:37:08
Mads Bang,---,148,---,900,18-24,28,---,DNK,---,---,00:29:32,1.9 km,00:03:50,02:55:43,90.1 km,00:01:32,01:37:08,21.1 km,05:07:45
Talis Banga,---,488,---,662,25-29,32,---,LVA,---,---,00:43:27,1.9 km,00:05:01,03:02:49,90.1 km,00:01:53,01:47:56,21.1 km,05:41:06
Olaf Bappert,---,1097,---,2076,40-44,49,---,DEU,---,---,00:39:01,1.9 km,00:05:55,03:42:16,90.1 km,00:01:29,01:58:38,21.1 km,06:27:19
Mihai Baractaru,---,152,---,918,18-24,27,---,ROU,---,---,00:30:41,1.9 km,00:04:44,02:58:23,90.1 km,00:01:20,01:33:24,21.1 km,05:08:32
Marc Barstat,---,---,DNS,1389,35-39,41,---,DEU,---,---,---,1.9 km,---,---,90.1 km,---,---,21.1 km,DNS
Michael Bartel,---,---,DNF,663,25-29,34,DE,DEU,---,---,00:46:24,1.9 km,00:05:11,---,90.1 km,---,---,21.1 km,DNF
Oliver Bartel,---,1378,---,1756,45-49,51,TX,USA,---,---,00:42:41,1.9 km,00:07:04,03:45:00,90.1 km,00:01:52,02:27:42,21.1 km,07:04:19
Wiebke Bartsch,---,1252,---,109,30-34,38,---,DEU,---,---,00:38:43,1.9 km,00:10:34,03:38:07,90.1 km,00:04:17,02:13:18,21.1 km,06:44:59
Sebastian Barzen,---,989,---,665,25-29,34,---,DEU,---,---,00:39:09,1.9 km,00:07:09,03:33:07,90.1 km,00:01:21,01:56:27,21.1 km,06:17:13
Andreas Bascha,---,1099,---,2077,40-44,47,---,DEU,---,---,00:34:18,1.9 km,00:07:20,03:24:37,90.1 km,00:03:25,02:17:45,21.1 km,06:27:25
Paul Batsii,---,900,---,666,25-29,31,---,---,---,---,00:50:33,1.9 km,00:06:00,03:17:44,90.1 km,00:01:40,01:54:09,21.1 km,06:10:06
Michael Bauer,---,765,---,2079,40-44,49,DE,DEU,---,---,00:40:38,1.9 km,00:05:22,03:21:55,90.1 km,00:04:09,01:48:33,21.1 km,06:00:37
Rainer Bauerdick,---,710,---,1838,45-49,49,---,DEU,---,---,00:34:45,1.9 km,00:05:44,03:17:11,90.1 km,00:01:42,01:56:52,21.1 km,05:56:14
Thorsten Baumbach,---,1026,---,2080,40-44,49,DE,DEU,---,---,00:40:24,1.9 km,00:08:56,03:28:09,90.1 km,00:03:11,02:00:07,21.1 km,06:20:47
Thomas Bausewein,---,474,---,2081,40-44,47,---,DEU,---,---,00:37:43,1.9 km,00:05:16,03:03:23,90.1 km,00:02:01,01:51:33,21.1 km,05:39:56
Mauricio Becerra,---,832,---,2082,40-44,46,DC,COL,---,---,00:42:29,1.9 km,00:07:28,03:19:01,90.1 km,00:02:17,01:53:51,21.1 km,06:05:06
Andreas Beck,---,546,---,1391,35-39,42,DE,DEU,---,---,00:35:21,1.9 km,00:04:25,03:10:11,90.1 km,00:01:35,01:52:57,21.1 km,05:44:29
Daniel Beck,---,904,---,997,30-34,36,---,DEU,---,---,00:37:56,1.9 km,00:04:52,03:21:11,90.1 km,00:02:21,02:04:03,21.1 km,06:10:23
Rachel Beck,---,529,---,309,30-34,36,CH,CHE,---,---,00:28:36,1.9 km,00:04:58,03:17:47,90.1 km,00:01:29,01:50:44,21.1 km,05:43:34
Daniela Becker,---,726,---,110,35-39,44,---,DEU,---,---,00:41:55,1.9 km,00:05:38,03:21:14,90.1 km,00:01:36,01:47:25,21.1 km,05:57:48
Markus Becker,---,1359,---,2083,40-44,47,---,DEU,---,---,00:41:36,1.9 km,00:06:14,04:07:01,90.1 km,00:03:17,02:03:14,21.1 km,07:01:22
Andreas Bednarek,---,475,---,667,18-24,29,---,DEU,---,---,00:35:40,1.9 km,00:04:36,02:58:58,90.1 km,00:01:43,01:59:07,21.1 km,05:40:04
Marc Beeh,---,1138,---,2084,40-44,47,---,DEU,---,---,00:37:46,1.9 km,00:05:41,03:36:27,90.1 km,00:01:30,02:08:34,21.1 km,06:29:58
Gregory Behar,---,179,---,2085,40-44,47,CT,USA,---,---,00:25:57,1.9 km,00:03:50,02:58:25,90.1 km,00:01:18,01:41:53,21.1 km,05:11:23
Thomas Beiersdoerfer,---,302,---,1759,45-49,50,---,DEU,---,---,00:32:53,1.9 km,00:04:44,03:05:53,90.1 km,00:01:55,01:40:47,21.1 km,05:26:12
Michel Bekooy,---,1073,---,1636,35-39,43,---,NLD,---,---,00:45:25,1.9 km,00:09:32,03:17:31,90.1 km,00:05:10,02:07:31,21.1 km,06:25:09
Tobias Benighaus,---,1076,---,998,30-34,34,---,DEU,---,---,00:37:32,1.9 km,00:06:57,03:26:39,90.1 km,00:01:53,02:12:14,21.1 km,06:25:15
Heiko Benisch,---,---,DNF,1760,45-49,50,---,DEU,---,---,00:41:22,1.9 km,00:05:58,03:26:38,90.1 km,---,---,21.1 km,DNF
Carsten Benner,---,1205,---,2088,40-44,47,---,DEU,---,---,00:46:23,1.9 km,00:06:02,03:33:58,90.1 km,00:01:33,02:10:10,21.1 km,06:38:06
Julia Bennett,---,1519,---,111,45-49,51,---,GBR,---,---,01:02:02,1.9 km,00:10:33,04:04:47,90.1 km,00:05:02,02:32:28,21.1 km,07:54:52
Paul Bennett,---,1354,---,424,55-59,60,---,GBR,---,---,00:44:31,1.9 km,00:06:25,03:36:54,90.1 km,00:03:23,02:29:17,21.1 km,07:00:30
Andreas Benthien,---,---,DNS,1392,35-39,43,DE,DEU,---,---,---,1.9 km,---,---,90.1 km,---,---,21.1 km,DNS
Simone Benz,---,134,---,59,PRO,35,---,CHE,---,---,00:25:00,1.9 km,00:03:28,02:59:05,90.1 km,00:01:23,01:35:43,21.1 km,05:04:39
Anja Beranek,---,88,---,55,PRO,31,---,DEU,---,---,00:24:56,1.9 km,00:03:01,02:49:32,90.1 km,00:00:53,01:36:28,21.1 km,04:54:50
Gunnar Berg,---,1539,---,2090,40-44,46,---,NOR,---,---,00:46:54,1.9 km,00:08:35,04:23:07,90.1 km,00:02:36,03:01:40,21.1 km,08:22:52
Fabian Berger,---,41,---,668,25-29,30,DE,DEU,---,---,00:27:42,1.9 km,00:04:36,02:43:36,90.1 km,00:00:54,01:25:32,21.1 km,04:42:20
Christoph Berghaus,---,784,---,1393,35-39,44,DE,DEU,---,---,00:35:58,1.9 km,00:05:12,03:24:15,90.1 km,00:03:53,01:52:19,21.1 km,06:01:37
Jens Berghaus,---,1079,---,999,30-34,35,---,DEU,---,---,00:40:39,1.9 km,00:05:54,03:30:33,90.1 km,00:02:09,02:06:34,21.1 km,06:25:49
Lena Berlinger,---,456,---,112,18-24,28,DE,DEU,---,---,00:28:52,1.9 km,00:03:26,03:20:30,90.1 km,00:01:08,01:44:10,21.1 km,05:38:06
Marcio Bernardo,---,437,---,1000,30-34,38,SP,BRA,---,---,00:27:47,1.9 km,00:04:31,03:17:16,90.1 km,00:03:51,01:42:58,21.1 km,05:36:23
Doris Bernhard,---,---,DNS,255,55-59,61,---,DEU,---,---,---,1.9 km,---,---,90.1 km,---,---,21.1 km,DNS
Graf Bernhard,---,647,---,1992,45-49,51,DE,DEU,---,---,00:36:24,1.9 km,00:05:21,03:18:07,90.1 km,00:02:57,01:48:51,21.1 km,05:51:40
Max Bernhard,---,897,---,425,50-54,57,DE,DEU,---,---,00:38:31,1.9 km,00:05:14,03:22:26,90.1 km,00:01:11,02:02:24,21.1 km,06:09:46
Uwe Bernhöft,---,1107,---,2091,40-44,48,---,DEU,---,---,00:43:12,1.9 km,00:05:52,03:25:22,90.1 km,00:02:34,02:10:51,21.1 km,06:27:51
Mark Berninger,---,1043,---,1235,30-34,36,---,DEU,---,---,00:35:05,1.9 km,00:05:55,03:35:27,90.1 km,00:03:11,02:02:46,21.1 km,06:22:24
Selcuk Bertan,---,996,---,1236,30-34,39,APO,TUR,---,---,00:39:10,1.9 km,00:05:06,03:13:34,90.1 km,00:02:03,02:18:06,21.1 km,06:17:59
Robin Bertram,---,530,---,669,18-24,26,---,DEU,---,---,00:35:00,1.9 km,00:06:34,03:12:39,90.1 km,00:03:17,01:46:08,21.1 km,05:43:38
Michael Bessing,---,982,---,1395,35-39,40,---,DEU,---,---,00:37:47,1.9 km,00:11:47,03:19:56,90.1 km,00:03:11,02:03:38,21.1 km,06:16:19
Patricia Best,---,1543,---,113,50-54,55,---,USA,---,---,00:51:44,1.9 km,00:08:49,05:00:26,90.1 km,00:05:05,02:48:56,21.1 km,08:55:00
Michael Bestvina,---,780,---,901,25-29,32,CA,USA,---,---,00:31:16,1.9 km,00:04:55,03:27:27,90.1 km,00:01:31,01:56:18,21.1 km,06:01:27
Regine Bette,---,623,---,310,50-54,55,---,DEU,---,---,00:36:37,1.9 km,00:05:07,03:15:21,90.1 km,00:01:34,01:51:28,21.1 km,05:50:07
Stijn Beukelaers,---,---,DNF,670,25-29,31,BE,BEL,---,---,00:34:23,1.9 km,00:04:05,02:56:37,90.1 km,00:01:03,---,21.1 km,DNF
Thomas Beutler,---,1197,---,1761,45-49,50,---,DEU,---,---,00:37:12,1.9 km,00:08:30,03:29:18,90.1 km,00:01:31,02:20:14,21.1 km,06:36:45
Marcus Beyermann,---,1196,---,1762,45-49,51,DE,DEU,---,---,00:36:10,1.9 km,00:10:26,03:47:57,90.1 km,00:07:16,01:54:45,21.1 km,06:36:34
Matthias Bichler,---,1240,---,2407,40-44,47,DE,DEU,---,---,00:37:28,1.9 km,00:05:40,03:39:23,90.1 km,00:03:13,02:17:07,21.1 km,06:42:51
Frank Bickel,---,821,---,1637,35-39,43,---,DEU,---,---,00:40:29,1.9 km,00:05:58,03:21:41,90.1 km,00:01:59,01:54:14,21.1 km,06:04:21
Norbert Bickelhaupt,---,615,---,426,55-59,59,---,DEU,---,---,00:39:58,1.9 km,00:04:39,03:15:38,90.1 km,00:01:30,01:47:51,21.1 km,05:49:36
Simon Billeau,---,133,---,17,PRO,34,WA,FRA,---,---,00:26:59,1.9 km,00:02:43,03:11:43,90.1 km,00:01:17,01:21:28,21.1 km,05:04:10
Dirk Billig,---,289,---,1763,45-49,54,---,DEU,---,---,00:38:02,1.9 km,00:04:02,03:00:53,90.1 km,00:01:22,01:40:59,21.1 km,05:25:18
Ingmar Binder,---,197,---,2093,40-44,48,---,DEU,---,---,00:34:01,1.9 km,00:04:33,02:54:20,90.1 km,00:01:15,01:39:09,21.1 km,05:13:18
Volker Bingenheimer,---,384,---,1396,35-39,42,---,DEU,---,---,00:40:52,1.9 km,00:04:36,03:00:03,90.1 km,00:02:52,01:44:40,21.1 km,05:33:03
Michelangelo Biondi,---,759,---,902,18-24,28,---,ITA,---,---,00:28:37,1.9 km,00:05:48,03:22:45,90.1 km,00:02:16,02:00:37,21.1 km,06:00:03
Daniel Birke,---,654,---,1001,30-34,36,---,DEU,---,---,00:39:04,1.9 km,00:05:41,03:11:14,90.1 km,00:02:10,01:54:05,21.1 km,05:52:14
Martin Birkholz,---,1225,---,1764,45-49,52,---,DEU,---,---,00:35:39,1.9 km,00:06:20,03:45:35,90.1 km,00:02:15,02:10:21,21.1 km,06:40:10
Oli Blaß,---,566,---,2094,40-44,46,---,DEU,---,---,00:35:04,1.9 km,00:06:34,03:14:46,90.1 km,00:03:18,01:46:04,21.1 km,05:45:46
Jens Blessberger,---,1029,---,2095,40-44,45,DE,DEU,---,---,00:38:21,1.9 km,00:06:46,03:19:08,90.1 km,00:00:59,02:15:44,21.1 km,06:20:58
Michael Blöcher,---,512,---,428,50-54,55,---,DEU,---,---,00:42:16,1.9 km,00:04:56,03:01:29,90.1 km,00:02:16,01:51:20,21.1 km,05:42:17
Dirk Bobrzik,---,1238,---,1397,35-39,43,---,DEU,---,---,00:35:37,1.9 km,00:05:12,03:35:58,90.1 km,00:03:12,02:22:05,21.1 km,06:42:04
Eva Bochrer,---,205,---,311,25-29,31,---,DEU,---,---,00:35:54,1.9 km,00:04:05,02:59:03,90.1 km,00:01:11,01:34:43,21.1 km,05:14:56
Thomas Bock,---,1275,---,1398,35-39,42,DE,DEU,---,---,00:42:38,1.9 km,00:06:30,03:30:33,90.1 km,00:01:31,02:27:41,21.1 km,06:48:53
Peter Bockholt,---,494,---,1765,45-49,49,DE,DEU,---,---,00:34:08,1.9 km,00:04:55,03:08:51,90.1 km,00:01:17,01:52:14,21.1 km,05:41:25
Andi Boecherer,---,1,---,13,PRO,33,---,DEU,---,---,00:23:31,1.9 km,00:02:32,02:25:05,90.1 km,00:00:55,01:16:33,21.1 km,04:08:36
Dennis Boehm,---,586,---,1002,30-34,35,---,DEU,---,---,00:36:54,1.9 km,00:04:53,03:15:59,90.1 km,00:03:22,01:46:19,21.1 km,05:47:27
Andreas Böhm,---,---,DNS,429,50-54,55,DE,DEU,---,---,---,1.9 km,---,---,90.1 km,---,---,21.1 km,DNS
Verena Böhm,---,1321,---,114,30-34,39,DE,DEU,---,---,00:35:32,1.9 km,00:06:05,03:43:29,90.1 km,00:02:06,02:28:09,21.1 km,06:55:21
Zoltan Böhm,---,525,---,2096,40-44,48,---,DEU,---,---,00:40:27,1.9 km,00:04:15,03:03:15,90.1 km,00:01:07,01:54:15,21.1 km,05:43:19
Carsten Böhme,---,677,---,2365,40-44,45,---,DEU,---,---,00:38:47,1.9 km,00:05:02,03:16:34,90.1 km,00:02:13,01:51:10,21.1 km,05:53:46
Jörg Böhme,---,1072,---,2097,40-44,46,---,DEU,---,---,00:41:48,1.9 km,00:06:05,03:36:00,90.1 km,00:01:26,01:59:47,21.1 km,06:25:06
Olaf Bohnenberger,---,729,---,430,60-64,67,---,DEU,---,---,00:33:18,1.9 km,00:05:30,03:14:36,90.1 km,00:01:53,02:02:54,21.1 km,05:58:11
Thomas Böhringer,---,378,---,2098,40-44,46,---,DEU,---,---,00:32:44,1.9 km,00:04:41,03:10:00,90.1 km,00:01:33,01:43:45,21.1 km,05:32:43
Simone Bollian,---,1114,---,116,35-39,44,---,DEU,---,---,00:33:55,1.9 km,00:05:53,03:42:42,90.1 km,00:02:59,02:02:50,21.1 km,06:28:19
Christian Bollmohr,---,352,---,2099,40-44,45,---,DEU,---,---,00:37:37,1.9 km,00:04:40,03:08:02,90.1 km,00:01:43,01:39:01,21.1 km,05:31:03
Roger Bommer,---,283,---,2100,40-44,46,---,CHE,---,---,00:28:50,1.9 km,00:03:55,02:58:57,90.1 km,00:02:14,01:50:48,21.1 km,05:24:44
Ulrich Bonnaire,---,1064,---,431,50-54,58,Hessen,DEU,---,---,00:44:00,1.9 km,00:06:55,03:20:02,90.1 km,00:01:45,02:11:36,21.1 km,06:24:18
Lorenzo Borghini,---,999,---,1767,45-49,51,---,ITA,---,---,00:38:06,1.9 km,00:07:06,03:24:14,90.1 km,00:03:18,02:05:33,21.1 km,06:18:17
Boris Bortchen,---,391,---,1399,35-39,40,---,DEU,---,---,00:32:37,1.9 km,00:04:37,03:03:20,90.1 km,00:01:56,01:51:18,21.1 km,05:33:48
Marcel Bossog,---,483,---,1400,35-39,40,DE,DEU,---,---,00:36:33,1.9 km,00:05:12,03:04:01,90.1 km,00:02:43,01:52:08,21.1 km,05:40:37
Michael Böttcher,---,1066,---,1401,35-39,40,---,DEU,---,---,00:41:58,1.9 km,00:04:58,03:33:30,90.1 km,00:01:18,02:02:45,21.1 km,06:24:29
Faisal Boutanach,---,931,---,1003,30-34,36,---,MAR,---,---,00:45:33,1.9 km,00:04:59,03:28:50,90.1 km,00:02:22,01:51:06,21.1 km,06:12:50
Thomas Boy,---,951,---,1498,35-39,43,DE,DEU,---,---,00:38:42,1.9 km,00:07:19,03:22:58,90.1 km,00:03:34,02:02:05,21.1 km,06:14:38
Terenzo Bozzone,---,---,DNF,35,PRO,31,CA,NZL,---,---,00:23:31,1.9 km,00:02:42,02:36:17,90.1 km,00:01:02,---,21.1 km,DNF
Dani Brachs,---,202,---,1402,35-39,40,CH,CHE,---,---,00:33:56,1.9 km,00:04:08,02:57:24,90.1 km,00:02:23,01:36:34,21.1 km,05:14:25
Christian Brade,---,954,---,2101,40-44,45,---,DEU,---,---,00:36:05,1.9 km,00:05:55,03:26:10,90.1 km,00:03:41,02:02:50,21.1 km,06:14:41
Esther Brakenhoff,---,602,---,312,35-39,41,---,NLD,---,---,00:30:22,1.9 km,00:03:54,03:24:25,90.1 km,00:01:30,01:48:24,21.1 km,05:48:35
Gert Bralten,---,1478,---,2102,40-44,44,---,NLD,---,---,00:43:46,1.9 km,00:10:07,03:46:26,90.1 km,00:04:43,02:45:47,21.1 km,07:30:49
Melissa Brand,---,567,---,117,30-34,37,---,GBR,---,---,00:34:19,1.9 km,00:03:56,03:12:19,90.1 km,00:01:31,01:53:41,21.1 km,05:45:46
Franklin Brandalise,---,248,---,672,25-29,33,Intl State,BRA,---,---,00:43:27,1.9 km,00:05:32,02:56:18,90.1 km,00:02:15,01:33:14,21.1 km,05:20:46
Daniel Brandis,---,1343,---,1403,35-39,43,Brandenburg,DEU,---,---,00:40:56,1.9 km,00:07:57,03:56:30,90.1 km,00:02:08,02:11:30,21.1 km,06:59:01
Rüdiger Brands,---,819,---,2103,40-44,48,DE,DEU,---,---,00:50:51,1.9 km,00:06:50,03:14:50,90.1 km,00:02:29,01:49:02,21.1 km,06:04:02
Florian Brandt,---,867,---,673,25-29,33,DE,DEU,---,---,00:49:17,1.9 km,00:07:01,03:19:43,90.1 km,00:01:39,01:49:49,21.1 km,06:07:29
Stephan Brandt,---,1185,---,674,25-29,33,---,DEU,---,---,00:34:52,1.9 km,00:08:28,03:39:13,90.1 km,00:02:14,02:10:28,21.1 km,06:35:15
Ronald Brandtjen,---,583,---,433,50-54,---,---,DEU,---,---,00:41:24,1.9 km,00:05:59,03:10:19,90.1 km,00:01:18,01:48:17,21.1 km,05:47:17
