name,genderRank,divRank,overallRank,bib,division,age,state,country,profession,points,swim,swimDistance,t1,bike,bikeDistance,t2,run,runDistance,overall
Nils Daimer,19,19,19,63,PRO,26,DE,DEU,---,3136,00:26:31,1.9 km,00:02:33,02:27:57,90.1 km,00:01:01,01:21:16,21.1 km,04:19:18
Philipp Koutny,20,20,20,39,PRO,33,CH,CHE,---,3098,00:26:31,1.9 km,00:02:29,02:32:24,90.1 km,00:01:23,01:18:37,21.1 km,04:21:24
David Berthou,21,21,21,23,PRO,36,FR,FRA,---,3075,00:26:37,1.9 km,00:02:54,02:33:45,90.1 km,00:01:24,01:18:01,21.1 km,04:22:41
Florian Wildgruber,22,1,22,395,25-29,25,DE,DEU,---,3500,00:27:04,1.9 km,00:02:40,02:31:39,90.1 km,00:01:10,01:20:10,21.1 km,04:22:43
Martin Bader,23,22,23,22,PRO,24,AT,AUT,---,3056,00:23:54,1.9 km,00:02:30,02:33:33,90.1 km,00:06:11,01:17:37,21.1 km,04:23:45
Kevin Rundstadler,24,23,24,49,PRO,22,FR,FRA,---,3053,00:24:31,1.9 km,00:02:54,02:24:56,90.1 km,00:06:27,01:25:05,21.1 km,04:23:53
Stuart Hayes,25,24,25,35,PRO,37,---,GBR,---,3025,00:24:06,1.9 km,00:02:37,02:30:50,90.1 km,00:01:14,01:26:39,21.1 km,04:25:26
Philipp Mock,26,2,26,177,25-29,28,---,DEU,---,3428,00:29:06,1.9 km,00:03:06,02:30:24,90.1 km,00:01:26,01:22:41,21.1 km,04:26:43
Søren Hyldal Sørensen,27,1,27,1037,30-34,32,---,DNK,---,3500,00:27:12,1.9 km,00:03:01,02:37:21,90.1 km,00:01:08,01:18:33,21.1 km,04:27:15
Melissa Hauschildt,1,1,28,87,PRO,33,QLD,AUS,---,3500,00:28:07,1.9 km,00:02:39,02:36:48,90.1 km,00:01:15,01:18:46,21.1 km,04:27:35
Remmert Wielanga,28,25,29,62,PRO,38,FR,NLD,---,2936,00:32:25,1.9 km,00:04:38,02:23:42,90.1 km,00:01:46,01:27:52,21.1 km,04:30:23
Thomas Leboucher,29,26,30,41,PRO,35,FR,FRA,---,2927,00:26:30,1.9 km,00:02:43,02:32:35,90.1 km,00:01:37,01:27:27,21.1 km,04:30:52
Benjamin Dicke,30,2,31,1791,30-34,32,DE,DEU,---,3433,00:31:33,1.9 km,00:03:32,02:32:40,90.1 km,00:01:12,01:22:00,21.1 km,04:30:57
Jens Roth,31,27,32,48,PRO,28,DE,DEU,---,2925,00:23:51,1.9 km,00:02:48,02:28:33,90.1 km,00:01:05,01:34:44,21.1 km,04:31:01
Philipp Herber,32,3,33,819,25-29,27,DE,DEU,---,3339,00:28:00,1.9 km,00:03:33,02:36:08,90.1 km,00:01:06,01:22:52,21.1 km,04:31:39
Jens Müller,33,1,34,1771,35-39,34,DE,DEU,---,3500,00:29:06,1.9 km,00:03:34,02:38:35,90.1 km,00:01:25,01:19:13,21.1 km,04:31:53
Jodie Swallow,2,2,36,85,PRO,35,Intl State,GBR,---,3401,00:24:36,1.9 km,00:02:52,02:42:05,90.1 km,00:01:14,01:22:16,21.1 km,04:33:03
Philipp Fahrenholz,35,4,37,799,25-29,24,DE,DEU,---,3313,00:29:06,1.9 km,00:02:46,02:35:26,90.1 km,00:01:08,01:24:39,21.1 km,04:33:05
Marcel Hotz,36,1,38,162,45-49,48,CH,CHE,---,3500,00:31:42,1.9 km,00:02:53,02:35:45,90.1 km,00:01:37,01:21:30,21.1 km,04:33:27
Julian Beuchert,37,1,39,293,18-24,24,DE,DEU,---,3500,00:26:35,1.9 km,00:02:57,02:42:52,90.1 km,00:01:37,01:19:57,21.1 km,04:33:58
Markus Stöhr,38,5,40,368,25-29,27,DE,DEU,---,3296,00:29:11,1.9 km,00:03:12,02:36:27,90.1 km,00:01:21,01:23:51,21.1 km,04:34:02
Laura Philipp,3,3,41,88,PRO,29,---,DEU,---,3383,00:28:31,1.9 km,00:02:35,02:39:19,90.1 km,00:01:24,01:22:16,21.1 km,04:34:05
Christopher Loose,40,6,43,145,25-29,28,---,BEL,---,3291,00:29:20,1.9 km,00:02:55,02:39:21,90.1 km,00:01:07,01:21:35,21.1 km,04:34:18
Giacomo Trabattoni,42,2,45,198,18-24,23,---,CHE,---,3491,00:26:39,1.9 km,00:03:07,02:41:27,90.1 km,00:01:40,01:21:33,21.1 km,04:34:26
Urs Mueller,43,28,46,43,PRO,32,---,CHE,---,2859,00:26:32,1.9 km,00:02:45,02:39:57,90.1 km,00:01:34,01:23:53,21.1 km,04:34:41
Jakob Heindl,44,3,47,741,18-24,23,---,DEU,---,3479,00:32:18,1.9 km,00:02:41,02:33:56,90.1 km,00:01:14,01:24:59,21.1 km,04:35:08
Alex Schmitt,45,7,48,868,25-29,27,DE,DEU,---,3271,00:28:12,1.9 km,00:03:26,02:33:09,90.1 km,00:01:42,01:28:57,21.1 km,04:35:26
Bert Verbeke,46,1,49,200,40-44,39,---,BEL,---,3500,00:26:38,1.9 km,00:03:11,02:36:13,90.1 km,00:01:07,01:28:25,21.1 km,04:35:34
Dennis Kruse,47,8,50,391,25-29,27,DE,DEU,---,3256,00:26:29,1.9 km,00:02:44,02:35:54,90.1 km,00:01:22,01:29:47,21.1 km,04:36:16
Anja Beranek,4,4,51,82,PRO,31,---,DEU,---,3343,00:26:40,1.9 km,00:02:26,02:40:09,90.1 km,00:01:16,01:25:46,21.1 km,04:36:17
Sven Kunath,48,2,52,1164,35-39,37,---,DEU,---,3418,00:31:08,1.9 km,00:04:41,02:37:46,90.1 km,00:01:10,01:21:39,21.1 km,04:36:24
Maciej Chmura,49,29,53,26,PRO,30,Dolny Śląsk,POL,---,2814,00:24:46,1.9 km,00:02:51,02:43:51,90.1 km,00:01:18,01:24:23,21.1 km,04:37:09
Kaisa Lehtonen,5,5,54,112,PRO,35,Intl State,FIN,---,3317,00:28:11,1.9 km,00:02:37,02:42:11,90.1 km,00:01:25,01:23:19,21.1 km,04:37:43
Laurent Martinou,50,2,55,1323,40-44,40,FR,FRA,---,3450,00:27:22,1.9 km,00:03:06,02:41:22,90.1 km,00:01:24,01:25:04,21.1 km,04:38:18
Hans-Henrik Schmidt,51,3,56,187,40-44,42,DK,DNK,---,3450,00:31:40,1.9 km,00:04:10,02:40:56,90.1 km,00:01:19,01:20:15,21.1 km,04:38:20
Andreas Petz,52,4,57,261,40-44,44,---,DNK,---,3446,00:28:20,1.9 km,00:02:49,02:44:10,90.1 km,00:02:11,01:21:02,21.1 km,04:38:32
Julien Sola,53,3,58,190,30-34,32,---,FRA,---,3290,00:28:45,1.9 km,00:03:29,02:39:59,90.1 km,00:01:29,01:25:11,21.1 km,04:38:53
Michael Kirch,54,2,59,168,45-49,44,---,BEL,---,3402,00:31:07,1.9 km,00:03:58,02:41:58,90.1 km,00:01:31,01:20:19,21.1 km,04:38:53
René Pfaffner,55,4,60,349,30-34,32,---,DEU,---,3285,00:31:50,1.9 km,00:03:18,02:41:39,90.1 km,00:01:21,01:21:01,21.1 km,04:39:09
Emma Pallant,6,6,61,106,PRO,27,Surrey,GBR,---,3287,00:26:51,1.9 km,00:02:34,02:46:42,90.1 km,00:01:08,01:22:10,21.1 km,04:39:25
Paul Wüst,56,5,62,285,30-34,33,---,CHE,---,3266,00:31:14,1.9 km,00:03:21,02:37:08,90.1 km,00:01:18,01:27:13,21.1 km,04:40:14
Phil Wolfe,57,9,63,894,25-29,27,---,GBR,---,3179,00:24:44,1.9 km,00:02:41,02:49:36,90.1 km,00:01:18,01:22:11,21.1 km,04:40:30
Anja Knapp,7,7,64,90,PRO,28,Intl State,DEU,---,3256,00:25:10,1.9 km,00:02:36,02:43:15,90.1 km,00:01:14,01:28:52,21.1 km,04:41:07
Jörn Basel,58,3,65,138,35-39,35,CH,DEU,---,3327,00:31:16,1.9 km,00:03:50,02:38:09,90.1 km,00:01:41,01:26:33,21.1 km,04:41:29
Mattia Boschetti,59,10,66,215,25-29,27,italia,ITA,---,3158,00:27:33,1.9 km,00:04:00,02:42:01,90.1 km,00:01:52,01:26:14,21.1 km,04:41:40
Jan Svensson,60,6,67,276,30-34,34,DE,DEU,---,3228,00:27:13,1.9 km,00:02:37,02:46:50,90.1 km,00:02:30,01:23:11,21.1 km,04:42:21
Xabier Tijero,62,4,69,197,18-24,24,---,ESP,---,3346,00:27:19,1.9 km,00:02:52,02:44:29,90.1 km,00:01:21,01:26:29,21.1 km,04:42:30
Brian Christensen,63,3,70,1405,45-49,45,DK,DNK,---,3334,00:30:02,1.9 km,00:03:16,02:43:02,90.1 km,00:01:05,01:25:15,21.1 km,04:42:40
Joel Maley,64,7,71,335,30-34,33,AB,CAN,---,3220,00:32:14,1.9 km,00:03:12,02:44:02,90.1 km,00:01:23,01:21:57,21.1 km,04:42:48
Natascha Schmitt,8,8,72,84,PRO,30,---,DEU,---,3222,00:26:52,1.9 km,00:03:00,02:46:22,90.1 km,00:01:05,01:25:42,21.1 km,04:43:01
Kars Eijsink,65,5,73,738,18-24,22,NL,NLD,---,3329,00:27:45,1.9 km,00:03:08,02:49:17,90.1 km,00:01:27,01:21:48,21.1 km,04:43:25
Camilla Pedersen,9,9,74,81,PRO,33,---,DNK,---,3212,00:26:42,1.9 km,00:02:39,02:41:00,90.1 km,00:06:40,01:26:32,21.1 km,04:43:33
Steve Moog,66,5,75,255,40-44,42,LUXEMBOURG,LUX,---,3350,00:26:49,1.9 km,00:03:20,02:39:27,90.1 km,00:01:35,01:32:40,21.1 km,04:43:51
Manuel Thiel,67,4,76,406,35-39,34,DE,DEU,---,3280,00:32:42,1.9 km,00:02:55,02:40:44,90.1 km,00:01:29,01:26:15,21.1 km,04:44:05
Timo Bottin,68,6,77,732,18-24,21,FR,FRA,---,3314,00:26:18,1.9 km,00:03:35,02:39:47,90.1 km,00:01:46,01:32:49,21.1 km,04:44:15
Carl Brümmer,69,4,78,1400,45-49,48,SE,SWE,---,3302,00:28:33,1.9 km,00:03:06,02:49:06,90.1 km,00:01:18,01:22:24,21.1 km,04:44:27
Tim Heinzemann,70,11,79,818,25-29,27,---,DEU,---,3107,00:32:33,1.9 km,00:03:10,02:40:20,90.1 km,00:01:35,01:26:52,21.1 km,04:44:30
Torsten Reuter,71,5,80,382,35-39,39,DE,DEU,---,3268,00:35:31,1.9 km,00:04:10,02:41:21,90.1 km,00:01:38,01:22:06,21.1 km,04:44:46
Jan Wolfgarten,72,8,81,1066,30-34,34,DE,DEU,---,3180,00:24:39,1.9 km,00:03:04,02:37:44,90.1 km,00:01:45,01:37:47,21.1 km,04:44:59
Julia Gajer,10,10,82,86,PRO,34,---,DEU,---,3185,00:26:48,1.9 km,00:02:44,02:45:09,90.1 km,00:01:21,01:29:00,21.1 km,04:45:02
Damijan Kromar,73,6,83,1313,40-44,43,ribnica,SVN,---,3317,00:31:18,1.9 km,00:03:29,02:43:29,90.1 km,00:01:14,01:26:11,21.1 km,04:45:41
Christian Jung,74,6,84,241,35-39,35,DE,DEU,---,3245,00:35:30,1.9 km,00:04:10,02:40:11,90.1 km,00:01:12,01:24:57,21.1 km,04:46:00
Hendrik-Jan Verhaegen,75,30,85,57,PRO,26,---,BEL,---,2655,00:26:58,1.9 km,00:02:53,02:49:31,90.1 km,00:01:27,01:25:12,21.1 km,04:46:01
Raphael Schertenleib,76,12,86,863,25-29,26,CH,CHE,---,3079,00:30:27,1.9 km,00:03:17,02:42:09,90.1 km,00:01:20,01:28:52,21.1 km,04:46:05
Michael Rohleder,77,7,87,268,35-39,35,---,DEU,---,3235,00:28:54,1.9 km,00:03:20,02:40:50,90.1 km,00:01:45,01:31:46,21.1 km,04:46:35
Sven Abbing,78,9,88,135,30-34,34,---,DEU,---,3152,00:30:41,1.9 km,00:03:33,02:39:30,90.1 km,00:01:25,01:31:26,21.1 km,04:46:35
Christian Hupel,79,10,89,959,30-34,34,---,DEU,---,3150,00:33:13,1.9 km,00:04:08,02:41:59,90.1 km,00:01:10,01:26:11,21.1 km,04:46:41
Koen Lintermans,80,11,90,978,30-34,34,BE,BEL,---,3134,00:30:01,1.9 km,00:03:23,02:39:46,90.1 km,00:02:06,01:32:18,21.1 km,04:47:34
Marco Corti,81,12,91,301,30-34,---,---,ITA,---,3128,00:34:51,1.9 km,00:04:41,02:42:28,90.1 km,00:01:38,01:24:16,21.1 km,04:47:54
Gregor Studer,82,8,92,1217,35-39,36,CH,CHE,---,3209,00:31:06,1.9 km,00:03:22,02:46:18,90.1 km,00:01:23,01:25:51,21.1 km,04:48:00
Patrick Koburger,83,13,93,830,25-29,27,DE,DEU,---,3044,00:29:33,1.9 km,00:03:06,02:44:22,90.1 km,00:01:00,01:30:00,21.1 km,04:48:01
Jani Strömsholm,84,9,94,192,35-39,36,---,FIN,---,3208,00:26:42,1.9 km,00:03:20,02:39:24,90.1 km,00:01:09,01:37:29,21.1 km,04:48:04
Fabian Felix,85,13,95,933,30-34,33,DE,DEU,---,3124,00:35:22,1.9 km,00:05:10,02:36:03,90.1 km,00:01:41,01:29:51,21.1 km,04:48:07
Rainer Augustin,86,10,96,1078,35-39,36,---,DEU,---,3205,00:31:11,1.9 km,00:04:14,02:47:11,90.1 km,00:01:31,01:24:08,21.1 km,04:48:15
Andrew Syrett,87,14,97,1759,30-34,32,EAST YORKSHIRE,GBR,---,3122,00:29:28,1.9 km,00:03:10,02:48:09,90.1 km,00:01:30,01:25:58,21.1 km,04:48:15
Marcus Herbst,88,31,98,68,PRO,28,---,DEU,---,2601,00:26:33,1.9 km,00:02:28,02:30:28,90.1 km,00:01:07,01:48:23,21.1 km,04:48:59
Romain Wild,89,7,99,779,18-24,22,---,FRA,---,3227,00:29:28,1.9 km,00:03:35,02:44:39,90.1 km,00:02:03,01:29:22,21.1 km,04:49:07
Alexander Riwny,91,15,101,185,30-34,32,DE,DEU,---,3103,00:32:54,1.9 km,00:03:45,02:43:08,90.1 km,00:01:34,01:27:56,21.1 km,04:49:17
Yann Payen,92,7,102,390,40-44,42,---,FRA,---,3237,00:34:34,1.9 km,00:03:31,02:40:28,90.1 km,00:01:04,01:30:31,21.1 km,04:50:08
Kristof Stubbe,93,11,103,1216,35-39,35,BE,BEL,---,3170,00:32:58,1.9 km,00:05:12,02:43:52,90.1 km,00:01:10,01:27:01,21.1 km,04:50:13
Jan Mengers,94,16,104,988,30-34,29,DE,DEU,---,3085,00:28:19,1.9 km,00:02:58,02:39:40,90.1 km,00:01:08,01:38:13,21.1 km,04:50:18
Adam Tanner,95,12,105,194,35-39,38,---,GBR,---,3157,00:32:37,1.9 km,00:04:42,02:44:22,90.1 km,00:01:41,01:27:33,21.1 km,04:50:55
Andrea Luberti,96,8,106,1319,40-44,44,CH,ITA,---,3222,00:29:18,1.9 km,00:04:14,02:38:17,90.1 km,00:01:20,01:37:49,21.1 km,04:50:58
Dennis Wiegran,97,14,107,890,25-29,29,DE,DEU,---,2985,00:31:13,1.9 km,00:02:59,02:43:08,90.1 km,00:01:30,01:32:27,21.1 km,04:51:17
Sven Wies,98,15,108,891,25-29,29,DE,DEU,---,2982,00:26:22,1.9 km,00:02:56,02:45:01,90.1 km,00:01:07,01:36:02,21.1 km,04:51:28
Gian-Marco Lacher,99,16,109,505,25-29,27,CH,CHE,---,2981,00:31:52,1.9 km,00:03:28,02:42:43,90.1 km,00:01:40,01:31:47,21.1 km,04:51:30
Oliver Spurzem,100,13,110,272,35-39,39,DE,DEU,---,3141,00:29:56,1.9 km,00:03:41,02:51:50,90.1 km,00:02:04,01:24:17,21.1 km,04:51:48
Clemens Ostendorf,101,8,111,757,18-24,21,Intl State,DEU,---,3175,00:27:52,1.9 km,00:03:00,02:54:50,90.1 km,00:01:30,01:24:47,21.1 km,04:51:59
Dennis Pilger,102,17,112,905,30-34,32,DE,DEU,---,3054,00:31:37,1.9 km,00:03:26,02:47:27,90.1 km,00:01:46,01:27:43,21.1 km,04:51:59
Marta Bernardi,11,11,114,94,PRO,27,Italia,ITA,---,3057,00:29:05,1.9 km,00:03:05,02:53:36,90.1 km,00:01:22,01:25:03,21.1 km,04:52:11
Vanessa Raw,12,12,115,91,PRO,31,Intl State,GBR,---,3054,00:26:52,1.9 km,00:03:12,02:55:54,90.1 km,00:01:16,01:25:05,21.1 km,04:52:19
Jens Roegiers,104,17,116,860,25-29,28,BE,BEL,---,2966,00:29:05,1.9 km,00:03:29,02:51:59,90.1 km,00:01:22,01:26:26,21.1 km,04:52:21
Nicola Werner Rinkens,105,5,117,1488,45-49,44,---,DEU,---,3156,00:32:05,1.9 km,00:03:13,02:47:38,90.1 km,00:01:44,01:27:53,21.1 km,04:52:33
Richard Meilinger,106,18,118,987,30-34,30,DE,DEU,---,3044,00:35:44,1.9 km,00:03:19,02:40:00,90.1 km,00:01:37,01:31:54,21.1 km,04:52:34
Claude Mayer,107,9,119,408,40-44,42,NRW,LUX,---,3191,00:32:14,1.9 km,00:03:29,02:43:42,90.1 km,00:01:41,01:31:38,21.1 km,04:52:44
Henri Neugebauer,108,14,120,1180,35-39,38,DE,DEU,---,3116,00:32:54,1.9 km,00:04:06,02:52:57,90.1 km,00:01:01,01:22:13,21.1 km,04:53:11
Folkert Behrends,109,1,121,291,50-54,50,---,DEU,---,3500,00:29:16,1.9 km,00:03:06,02:47:35,90.1 km,00:01:21,01:32:01,21.1 km,04:53:19
Rainer Billig,110,1,122,212,55-59,55,---,DEU,---,3500,00:37:42,1.9 km,00:04:34,02:40:24,90.1 km,00:01:12,01:29:27,21.1 km,04:53:19
Dietmar Melmer,111,2,123,1606,50-54,53,---,AUT,---,3495,00:33:23,1.9 km,00:05:19,02:40:16,90.1 km,00:01:40,01:32:56,21.1 km,04:53:34
Alexandre Lemercier,112,18,124,838,25-29,26,FR,FRA,---,2944,00:27:28,1.9 km,00:04:11,02:46:54,90.1 km,00:03:05,01:31:57,21.1 km,04:53:35
Florian Heck,113,19,125,817,25-29,25,DE,DEU,---,2944,00:29:59,1.9 km,00:04:33,02:48:07,90.1 km,00:01:30,01:29:26,21.1 km,04:53:35
Torsten Holz,114,20,126,821,25-29,26,DE,DEU,---,2943,00:27:47,1.9 km,00:03:09,02:47:40,90.1 km,00:01:17,01:33:44,21.1 km,04:53:37
Fabien Taverne,115,19,127,1044,30-34,33,FR,FRA,---,3024,00:31:31,1.9 km,00:04:19,02:42:39,90.1 km,00:01:53,01:33:17,21.1 km,04:53:39
Henry Eaton,116,21,128,797,25-29,25,West Sussex,GBR,---,2940,00:30:21,1.9 km,00:03:05,02:47:58,90.1 km,00:01:10,01:31:13,21.1 km,04:53:47
Sebastian Gaugl,117,22,129,806,25-29,28,---,AUT,---,2933,00:30:23,1.9 km,00:03:22,02:44:58,90.1 km,00:01:41,01:33:49,21.1 km,04:54:13
Kolja Milobinski,118,23,130,847,25-29,27,DE,DEU,---,2933,00:30:25,1.9 km,00:02:47,02:48:36,90.1 km,00:01:47,01:30:38,21.1 km,04:54:13
Tim Rose,119,9,131,763,18-24,19,DE,DEU,---,3134,00:32:12,1.9 km,00:03:44,02:44:34,90.1 km,00:03:12,01:30:34,21.1 km,04:54:16
Raffael Berger,120,20,132,908,30-34,32,DE,DEU,---,3013,00:30:55,1.9 km,00:04:45,02:42:33,90.1 km,00:01:45,01:34:19,21.1 km,04:54:17
Nick De Wannemaeker,121,21,133,928,30-34,30,BE,BEL,---,3011,00:28:18,1.9 km,00:03:31,02:48:12,90.1 km,00:01:21,01:33:01,21.1 km,04:54:23
Philip Morgenweck,122,10,134,753,18-24,19,DE,DEU,---,3123,00:29:09,1.9 km,00:03:00,02:43:58,90.1 km,00:01:35,01:37:11,21.1 km,04:54:53
Alexander Trautmann,123,15,135,1220,35-39,37,DE,DEU,---,3085,00:30:47,1.9 km,00:04:14,02:42:23,90.1 km,00:02:04,01:35:26,21.1 km,04:54:54
Alexander Leibinger,124,6,136,1753,45-49,45,DE,DEU,---,3113,00:30:11,1.9 km,00:03:13,02:45:46,90.1 km,00:01:41,01:34:04,21.1 km,04:54:55
Strahinja Trakic,125,11,137,775,18-24,23,Serbien,SRB,---,3120,00:27:47,1.9 km,00:03:32,02:51:24,90.1 km,00:01:22,01:30:59,21.1 km,04:55:04
Berndt Stiefsohn,126,24,138,880,25-29,25,AT,AUT,---,2916,00:37:10,1.9 km,00:03:55,02:44:58,90.1 km,00:01:19,01:27:46,21.1 km,04:55:08
Nina Derron,13,13,140,96,PRO,23,CH,CHE,---,2995,00:28:46,1.9 km,00:02:43,02:51:33,90.1 km,00:01:16,01:31:20,21.1 km,04:55:38
Daniel Rapp,128,25,141,184,25-29,28,CH,DEU,---,2907,00:30:26,1.9 km,00:03:10,02:45:23,90.1 km,00:01:20,01:35:20,21.1 km,04:55:39
David Boileve-Cooper,129,26,142,787,25-29,26,---,FRA,---,2904,00:30:52,1.9 km,00:03:56,02:46:05,90.1 km,00:01:38,01:33:18,21.1 km,04:55:49
Nikolai Junkert,130,12,143,744,18-24,24,DE,DEU,---,3106,00:34:20,1.9 km,00:03:44,02:45:34,90.1 km,00:01:14,01:30:58,21.1 km,04:55:50
Pete Eggleston,131,7,144,149,45-49,47,---,GBR,---,3094,00:32:45,1.9 km,00:03:39,02:46:39,90.1 km,00:02:14,01:30:41,21.1 km,04:55:58
Kris Verbiest,132,22,145,1055,30-34,31,---,BEL,---,2977,00:32:16,1.9 km,00:04:07,02:50:01,90.1 km,00:01:52,01:28:02,21.1 km,04:56:18
Laurent Lombard,133,8,146,1466,45-49,44,FR,FRA,---,3080,00:32:32,1.9 km,00:04:04,02:47:53,90.1 km,00:01:53,01:30:23,21.1 km,04:56:45
Glyn Painter,134,10,147,1332,40-44,44,Berkshire,GBR,---,3117,00:33:29,1.9 km,00:03:32,02:44:06,90.1 km,00:01:08,01:34:34,21.1 km,04:56:49
Tobias Butterbrodt,135,9,148,1404,45-49,46,DE,DEU,---,3078,00:32:34,1.9 km,00:03:20,02:48:12,90.1 km,00:01:56,01:30:49,21.1 km,04:56:51
Klaus Dresel,136,3,149,1553,50-54,49,DE,DEU,---,3434,00:32:36,1.9 km,00:04:30,02:45:43,90.1 km,00:01:28,01:32:40,21.1 km,04:56:57
Alfred Rahm,137,32,150,66,PRO,40,---,DEU,---,2453,00:31:32,1.9 km,00:03:23,02:50:05,90.1 km,00:01:43,01:30:31,21.1 km,04:57:14
Roland Weytjens,138,16,151,1233,35-39,36,BE,BEL,---,3041,00:29:59,1.9 km,00:03:49,02:43:10,90.1 km,00:01:16,01:39:07,21.1 km,04:57:21
Max Peters,139,27,152,181,25-29,26,DE,DEU,---,2876,00:32:17,1.9 km,00:03:19,02:44:02,90.1 km,00:01:35,01:36:10,21.1 km,04:57:23
Florian Hampel,140,23,153,948,30-34,33,DE,DEU,---,2956,00:34:10,1.9 km,00:04:46,02:46:21,90.1 km,00:01:25,01:30:44,21.1 km,04:57:26
Sven Gerber,141,10,154,403,45-49,46,BE,DEU,---,3067,00:31:14,1.9 km,00:04:07,02:49:07,90.1 km,00:02:43,01:30:18,21.1 km,04:57:29
Sebastian Alt,142,28,155,782,25-29,25,DE,DEU,---,2873,00:36:48,1.9 km,00:03:44,02:49:49,90.1 km,00:01:31,01:25:38,21.1 km,04:57:30
Tobias Feltens,143,17,156,150,35-39,36,---,DEU,---,3034,00:36:29,1.9 km,00:05:17,02:49:29,90.1 km,00:02:47,01:23:44,21.1 km,04:57:46
Gert De Vos,144,11,157,1410,45-49,44,---,BEL,---,3061,00:29:00,1.9 km,00:04:47,02:48:45,90.1 km,00:01:47,01:33:31,21.1 km,04:57:50
Daniele Veronese,145,11,158,485,40-44,40,Co,ITA,---,3098,00:33:17,1.9 km,00:03:22,02:49:30,90.1 km,00:01:59,01:29:45,21.1 km,04:57:53
Christian Gansloser,146,24,159,938,30-34,33,DE,DEU,---,2946,00:29:48,1.9 km,00:03:06,02:50:09,90.1 km,00:01:32,01:33:25,21.1 km,04:58:00
Rebecca Fondermann,14,1,160,151,35-39,37,DE,DEU,---,3500,00:31:37,1.9 km,00:03:13,02:52:14,90.1 km,00:01:22,01:29:48,21.1 km,04:58:14
Ohad Sinai,147,33,161,51,PRO,25,Intl State,ISR,---,2435,00:32:03,1.9 km,00:04:11,02:52:32,90.1 km,00:01:18,01:28:11,21.1 km,04:58:15
Sandro Meili,148,13,162,253,18-24,24,---,CHE,---,3060,00:30:43,1.9 km,00:03:43,02:49:29,90.1 km,00:01:44,01:32:45,21.1 km,04:58:24
